Codigo Municipio,Nº Hombres Extranjeros,Nº Mujeres Extranjeras,Nº Total Extranjeros
18122,773.0,558.0,1331.0
34903,2.0,2.0,4.0
34096,,,
45085,226.0,175.0,401.0
47078,,2.0,2.0
50143,115.0,41.0,156.0
50144,1.0,,1.0
31158,10.0,4.0,14.0
23056,31.0,32.0,62.0
22150,16.0,8.0,24.0
41054,33.0,36.0,68.0
41055,349.0,310.0,660.0
19160,131.0,131.0,262.0
30024,12065.0,8001.0,20066.0
03084,29.0,26.0,55.0
46148,70.0,64.0,133.0
30025,613.0,464.0,1076.0
46149,63.0,45.0,108.0
40113,10.0,19.0,29.0
49098,2.0,4.0,6.0
49099,2.0,1.0,3.0
10110,131.0,91.0,221.0
05112,4.0,2.0,6.0
22151,1.0,3.0,4.0
44138,7.0,7.0,13.0
42106,,,
27027,80.0,43.0,124.0
15042,43.0,35.0,78.0
28076,65.0,82.0,148.0
28901,132.0,94.0,226.0
49100,9.0,4.0,13.0
04059,191.0,151.0,342.0
04060,75.0,49.0,124.0
04061,63.0,51.0,114.0
14038,1352.0,1265.0,2617.0
50146,9.0,13.0,22.0
12072,65.0,61.0,126.0
21046,486.0,452.0,938.0
50147,54.0,38.0,92.0
13051,5.0,8.0,13.0
24090,7.0,4.0,11.0
45086,42.0,42.0,84.0
12073,7.0,8.0,14.0
49101,,1.0,1.0
39039,6.0,6.0,12.0
50148,1.0,7.0,8.0
50149,1.0,0.0,1.0
27028,3647.0,4440.0,8087.0
18123,5.0,5.0,10.0
41056,65.0,64.0,129.0
18124,38.0,35.0,72.0
31159,50.0,41.0,91.0
37173,14.0,21.0,35.0
26091,0.0,,0.0
50150,39.0,44.0,83.0
50151,15.0,21.0,35.0
19161,6.0,7.0,13.0
22905,4.0,8.0,12.0
23057,12.0,10.0,22.0
14039,79.0,56.0,135.0
31160,7.0,3.0,10.0
24091,4.0,10.0,14.0
19162,17.0,5.0,22.0
31248,26.0,25.0,51.0
19163,3.0,1.0,4.0
04062,276.0,180.0,456.0
17102,54.0,37.0,91.0
17103,528.0,432.0,960.0
46158,56.0,45.0,101.0
32043,99.0,112.0,211.0
37175,9.0,6.0,15.0
29066,43.0,39.0,82.0
37174,7.0,13.0,20.0
28078,3.0,1.0,5.0
49102,10.0,1.0,11.0
40115,14.0,5.0,19.0
17097,15.0,18.0,33.0
28079,291260.0,338909.0,630169.0
49103,14.0,15.0,29.0
45087,546.0,399.0,945.0
10111,93.0,86.0,179.0
05114,9.0,23.0,33.0
09196,7.0,,7.0
10112,13.0,34.0,47.0
09197,17.0,6.0,23.0
02045,222.0,193.0,415.0
37176,1.0,3.0,4.0
10113,24.0,30.0,54.0
41057,2.0,4.0,6.0
50152,154.0,67.0,221.0
05115,44.0,30.0,74.0
06075,4.0,5.0,9.0
50153,34.0,29.0,64.0
45088,261.0,226.0,488.0
42107,2.0,0.0,2.0
24093,4.0,4.0,8.0
34098,133.0,35.0,168.0
06076,8.0,3.0,11.0
09198,6.0,5.0,11.0
49104,4.0,3.0,7.0
02046,35.0,23.0,57.0
17098,27.0,28.0,54.0
25133,67.0,45.0,112.0
44142,,1.0,1.0
37177,1.0,1.0,2.0
50154,8.0,7.0,15.0
49105,,,
41058,405.0,383.0,788.0
41059,1155.0,1382.0,2537.0
28080,5465.0,7581.0,13046.0
10114,124.0,85.0,209.0
16121,3.0,3.0,6.0
19165,5.0,4.0,9.0
42108,,,
29067,29636.0,31045.0,60681.0
19166,5.0,5.0,10.0
13052,418.0,367.0,784.0
19167,4.0,4.0,8.0
18126,66.0,28.0,94.0
50155,,5.0,5.0
06077,8.0,9.0,17.0
25130,5.0,3.0,8.0
50156,18.0,20.0,39.0
08110,1318.0,1181.0,2499.0
08111,4.0,5.0,10.0
48058,19.0,24.0,42.0
50160,419.0,300.0,719.0
50157,11.0,16.0,27.0
37178,,,
10115,69.0,64.0,133.0
05116,,1.0,1.0
06078,,2.0,2.0
10116,77.0,75.0,152.0
15043,102.0,104.0,206.0
45089,116.0,95.0,211.0
50159,150.0,115.0,265.0
49107,,2.0,2.0
05117,1.0,3.0,4.0
09199,1.0,0.0,1.0
09200,,,
09201,,1.0,1.0
07033,4327.0,3939.0,8266.0
37179,1.0,3.0,4.0
05118,1.0,,1.0
23058,273.0,188.0,461.0
06079,2.0,9.0,11.0
50161,3.0,2.0,5.0
09202,,,
07034,60.0,72.0,132.0
19168,13.0,7.0,20.0
49108,4.0,3.0,7.0
49109,14.0,14.0,28.0
29068,2854.0,2623.0,5477.0
46159,1509.0,1486.0,2995.0
05119,,,
26092,4.0,5.0,9.0
08112,2188.0,1830.0,4018.0
34099,3.0,2.0,5.0
08113,7584.0,6479.0,14063.0
26093,1.0,,1.0
24094,138.0,124.0,262.0
24095,1.0,6.0,7.0
19169,5.0,3.0,8.0
34100,,1.0,1.0
46160,106.0,114.0,221.0
49110,5.0,2.0,7.0
49112,5.0,3.0,8.0
49111,2.0,3.0,5.0
13053,714.0,660.0,1374.0
26094,1.0,,1.0
28082,642.0,674.0,1316.0
32044,18.0,11.0,29.0
45090,19.0,17.0,35.0
44143,60.0,44.0,105.0
21047,31.0,21.0,51.0
47080,3.0,1.0,4.0
37180,1.0,1.0,2.0
48059,22.0,9.0,31.0
31161,33.0,14.0,47.0
15044,39.0,34.0,73.0
07032,2903.0,2895.0,5798.0
45091,24.0,16.0,41.0
50162,13.0,7.0,20.0
18127,764.0,759.0,1523.0
19170,23.0,25.0,48.0
24096,9.0,5.0,14.0
31162,1.0,,1.0
40903,7.0,8.0,15.0
40118,,1.0,1.0
29069,18967.0,20981.0,39948.0
43076,44.0,27.0,71.0
10117,7.0,,7.0
18128,2.0,5.0,7.0
19171,533.0,488.0,1021.0
41060,447.0,432.0,879.0
31163,237.0,215.0,452.0
34101,,,
43075,4.0,4.0,7.0
08242,12.0,22.0,33.0
04063,25.0,17.0,42.0
50163,319.0,293.0,612.0
07035,175.0,147.0,322.0
16122,2.0,5.0,8.0
36026,831.0,561.0,1392.0
39040,111.0,140.0,250.0
41061,36.0,28.0,65.0
46161,50.0,46.0,96.0
21048,5.0,6.0,11.0
45092,15.0,10.0,25.0
48060,366.0,244.0,610.0
05120,,,
23059,58.0,60.0,118.0
50902,3.0,,3.0
07036,1181.0,1470.0,2652.0
45093,,2.0,2.0
37181,4.0,4.0,8.0
05121,3.0,9.0,12.0
41062,47.0,41.0,89.0
37183,7.0,11.0,18.0
44144,20.0,18.0,37.0
40119,32.0,16.0,48.0
40120,1.0,1.0,2.0
40121,22.0,11.0,33.0
37182,6.0,6.0,12.0
05122,1.0,2.0,3.0
08114,3335.0,2308.0,5644.0
08115,156.0,153.0,309.0
23060,623.0,585.0,1208.0
40122,48.0,41.0,89.0
48061,18.0,26.0,44.0
47081,,1.0,1.0
43077,43.0,37.0,80.0
44145,85.0,63.0,148.0
17100,35.0,11.0,46.0
45094,28.0,29.0,57.0
43078,73.0,64.0,138.0
16123,,,
02047,,,
19172,4.0,3.0,7.0
32045,111.0,108.0,218.0
08116,19.0,22.0,41.0
08117,76.0,83.0,158.0
43079,36.0,30.0,66.0
08118,1113.0,1316.0,2429.0
43080,4.0,,4.0
43081,16.0,24.0,39.0
08119,316.0,284.0,600.0
43082,68.0,41.0,108.0
46162,115.0,97.0,212.0
25131,63.0,16.0,79.0
46163,83.0,92.0,174.0
46164,773.0,730.0,1503.0
46165,364.0,347.0,711.0
17101,21.0,23.0,44.0
25132,20.0,16.0,36.0
37184,4.0,9.0,12.0
10118,1.0,,1.0
40124,1.0,1.0,2.0
37186,2.0,2.0,4.0
44146,42.0,31.0,73.0
12075,22.0,17.0,39.0
45095,75.0,60.0,135.0
40123,29.0,14.0,43.0
24097,5.0,12.0,17.0
08120,191.0,235.0,425.0
42110,2.0,2.0,4.0
24098,45.0,18.0,64.0
42111,5.0,2.0,8.0
24099,7.0,8.0,15.0
38025,398.0,383.0,781.0
47082,41.0,44.0,85.0
08121,11030.0,8897.0,19927.0
19173,9.0,,9.0
12076,1.0,1.0,2.0
49113,,2.0,2.0
47083,2.0,2.0,4.0
37187,6.0,11.0,17.0
49114,2.0,,2.0
40125,,1.0,1.0
19174,15.0,14.0,30.0
26095,3.0,5.0,8.0
37188,1.0,3.0,4.0
49115,3.0,3.0,6.0
47084,180.0,176.0,356.0
44147,45.0,17.0,62.0
45096,43.0,52.0,95.0
19175,3.0,6.0,10.0
15045,55.0,73.0,128.0
34102,3.0,1.0,4.0
30026,8145.0,6777.0,14922.0
39041,28.0,18.0,46.0
19176,18.0,13.0,31.0
34103,,,
09206,1.0,2.0,3.0
36027,111.0,114.0,225.0
09208,9.0,9.0,19.0
28083,1118.0,1088.0,2206.0
06080,14.0,30.0,44.0
50164,11.0,14.0,26.0
05123,1.0,1.0,2.0
06081,10.0,10.0,20.0
09209,431.0,340.0,771.0
47086,102.0,96.0,199.0
47085,699.0,704.0,1403.0
42113,101.0,88.0,190.0
11023,180.0,181.0,360.0
05124,1.0,2.0,3.0
39042,274.0,288.0,562.0
08122,107.0,111.0,218.0
19177,14.0,3.0,17.0
26096,6.0,9.0,14.0
47087,30.0,24.0,54.0
19178,,1.0,1.0
27029,66.0,47.0,113.0
36028,100.0,105.0,205.0
45097,22.0,20.0,43.0
28084,1761.0,1762.0,3523.0
47088,3.0,2.0,5.0
47089,10.0,6.0,16.0
09211,74.0,56.0,130.0
49116,3.0,2.0,5.0
34104,2.0,0.0,2.0
46166,457.0,412.0,869.0
31164,33.0,40.0,73.0
15046,190.0,194.0,383.0
52001,9705.0,9444.0,19149.0
32046,46.0,52.0,98.0
40126,1.0,1.0,2.0
40127,,,
37189,,0.0,0.0
13054,142.0,102.0,244.0
19179,4.0,3.0,7.0
10119,2.0,3.0,6.0
25134,91.0,32.0,123.0
45098,250.0,156.0,406.0
20901,58.0,57.0,115.0
48062,5.0,8.0,13.0
31165,199.0,159.0,358.0
31166,31.0,17.0,49.0
48063,9.0,12.0,21.0
31167,45.0,38.0,84.0
34106,2.0,1.0,3.0
06082,2.0,5.0,7.0
05125,0.0,1.0,1.0
23061,185.0,133.0,318.0
45099,283.0,242.0,524.0
48064,10.0,16.0,26.0
50165,138.0,76.0,213.0
17099,3.0,4.0,7.0
32047,77.0,56.0,133.0
07037,723.0,742.0,1465.0
06083,1165.0,1224.0,2389.0
09213,2.0,7.0,9.0
09214,29.0,20.0,49.0
09906,38.0,35.0,73.0
09215,12.0,13.0,25.0
09216,11.0,19.0,30.0
09217,9.0,2.0,11.0
39043,80.0,71.0,151.0
10120,3.0,3.0,6.0
16124,148.0,116.0,265.0
05126,,1.0,1.0
45100,8.0,5.0,13.0
15047,31.0,25.0,56.0
50166,5.0,5.0,10.0
13055,3.0,5.0,8.0
31168,7.0,4.0,11.0
50167,1.0,0.0,1.0
44148,11.0,3.0,15.0
32048,122.0,108.0,231.0
10121,165.0,204.0,368.0
50168,2.0,0.0,3.0
49117,9.0,7.0,16.0
34107,,1.0,1.0
50169,31.0,17.0,48.0
19181,1.0,,1.0
39044,134.0,148.0,282.0
39045,7.0,8.0,15.0
33037,908.0,972.0,1880.0
17105,8.0,10.0,18.0
19182,,2.0,2.0
37190,,3.0,3.0
07902,136.0,135.0,271.0
45101,438.0,327.0,764.0
40128,6.0,6.0,12.0
13056,346.0,342.0,688.0
05127,27.0,24.0,51.0
29070,14004.0,14182.0,28186.0
43083,3.0,2.0,5.0
31169,446.0,341.0,787.0
09218,28.0,24.0,52.0
37191,2.0,1.0,3.0
19184,23.0,16.0,39.0
10122,2.0,1.0,3.0
46167,2.0,7.0,9.0
03086,26.0,22.0,49.0
49118,4.0,5.0,9.0
19183,2.0,6.0,8.0
21049,38.0,49.0,87.0
02048,111.0,86.0,197.0
16125,258.0,154.0,412.0
05128,6.0,9.0,15.0
15048,186.0,193.0,379.0
42115,4.0,5.0,9.0
42116,,,
19185,1.0,,1.0
16126,48.0,46.0,94.0
10123,10.0,8.0,18.0
19186,1.0,1.0,2.0
28085,634.0,578.0,1212.0
31170,1.0,,1.0
25135,85.0,60.0,144.0
19187,15.0,10.0,26.0
46168,211.0,192.0,403.0
44149,7.0,5.0,12.0
31171,57.0,60.0,116.0
37192,19.0,19.0,38.0
09219,2754.0,2202.0,4956.0
37193,15.0,10.0,25.0
06084,18.0,18.0,36.0
09220,2.0,2.0,4.0
43084,63.0,41.0,104.0
44150,,,
05129,1.0,2.0,3.0
05130,1.0,,1.0
05131,1.0,,1.0
46169,3149.0,3001.0,6150.0
36029,336.0,325.0,662.0
45102,317.0,235.0,551.0
19188,,1.0,1.0
18132,95.0,85.0,180.0
29071,60.0,42.0,102.0
09221,31.0,30.0,61.0
15049,37.0,30.0,67.0
35012,5480.0,5235.0,10715.0
37194,17.0,14.0,31.0
46170,253.0,212.0,466.0
21050,2253.0,2560.0,4814.0
10124,16.0,8.0,24.0
45103,3.0,2.0,5.0
19189,24.0,22.0,46.0
08138,409.0,346.0,755.0
04064,2039.0,1984.0,4022.0
47090,166.0,119.0,286.0
04903,1631.0,886.0,2517.0
49119,,6.0,6.0
28086,1130.0,1136.0,2266.0
43085,21.0,12.0,33.0
41063,35.0,24.0,59.0
49120,3.0,3.0,6.0
19190,388.0,349.0,737.0
30027,5153.0,4754.0,9908.0
24100,28.0,24.0,52.0
02049,14.0,16.0,30.0
37195,3.0,2.0,5.0
44151,33.0,19.0,51.0
42117,3.0,8.0,11.0
28087,420.0,371.0,791.0
08123,879.0,1029.0,1908.0
39046,42.0,31.0,73.0
25137,2283.0,1780.0,4063.0
17106,8.0,9.0,17.0
08124,4421.0,3675.0,8096.0
29072,571.0,525.0,1096.0
17107,7.0,4.0,12.0
25136,3.0,1.0,4.0
18133,277.0,204.0,480.0
05132,34.0,24.0,58.0
42118,,,
49121,21.0,20.0,41.0
18134,324.0,332.0,656.0
19191,,,
09223,,1.0,1.0
09224,10.0,5.0,15.0
47091,,2.0,2.0
46171,1007.0,897.0,1904.0
09225,1.0,4.0,5.0
12077,428.0,403.0,831.0
29073,294.0,269.0,563.0
36030,99.0,88.0,187.0
36031,22.0,19.0,40.0
19192,310.0,247.0,557.0
27030,79.0,67.0,145.0
50170,11.0,7.0,18.0
22155,3.0,1.0,4.0
06085,82.0,74.0,156.0
50171,1.0,1.0,2.0
49122,15.0,13.0,28.0
15050,20.0,16.0,36.0
22156,6.0,6.0,12.0
37196,7.0,1.0,8.0
27031,981.0,1000.0,1981.0
44152,,,
03088,658.0,472.0,1130.0
08128,19.0,17.0,36.0
08127,182.0,156.0,338.0
37197,,,
37198,8.0,8.0,17.0
03089,583.0,539.0,1122.0
50172,1.0,1.0,2.0
44153,244.0,197.0,441.0
16128,,1.0,1.0
31172,15.0,10.0,25.0
10125,8.0,9.0,17.0
44154,65.0,10.0,76.0
37199,3.0,2.0,5.0
05133,1.0,,1.0
17109,41.0,28.0,69.0
44155,21.0,19.0,39.0
14040,36.0,32.0,67.0
16129,3.0,7.0,10.0
16130,26.0,30.0,56.0
02050,,1.0,1.0
49123,9.0,5.0,15.0
12078,5.0,9.0,14.0
10126,31.0,34.0,65.0
12079,54.0,67.0,121.0
22157,6.0,3.0,9.0
19193,,2.0,2.0
46173,78.0,88.0,166.0
43086,562.0,458.0,1020.0
43088,142.0,132.0,274.0
08125,2490.0,2242.0,4732.0
08130,,,
31173,73.0,34.0,108.0
16131,3.0,4.0,7.0
42119,19.0,24.0,43.0
44156,2.0,,2.0
47092,0.0,3.0,3.0
02051,111.0,84.0,195.0
45104,13.0,20.0,33.0
32049,13.0,15.0,28.0
18135,197.0,128.0,325.0
10127,70.0,72.0,142.0
29074,60.0,58.0,118.0
18136,21.0,15.0,36.0
37200,9.0,6.0,15.0
40129,1.0,3.0,4.0
28088,30.0,24.0,54.0
40130,3.0,4.0,7.0
42120,20.0,12.0,32.0
25139,29.0,29.0,58.0
41064,47.0,54.0,101.0
14041,97.0,97.0,194.0
47093,9.0,8.0,17.0
37201,6.0,4.0,10.0
06086,13.0,15.0,28.0
42121,,,
50173,5.0,6.0,12.0
44157,,,
32050,87.0,84.0,171.0
27032,86.0,91.0,177.0
40131,7.0,2.0,9.0
37202,24.0,31.0,55.0
09226,,,
06087,23.0,39.0,62.0
37203,8.0,8.0,16.0
46174,72.0,46.0,119.0
45105,4.0,2.0,6.0
03903,893.0,932.0,1825.0
08131,46.0,40.0,86.0
25140,79.0,68.0,148.0
43089,13.0,13.0,26.0
25138,9.0,15.0,24.0
08126,399.0,464.0,863.0
13057,53.0,39.0,92.0
06088,263.0,251.0,514.0
14042,304.0,412.0,716.0
18137,82.0,39.0,121.0
46175,64.0,49.0,113.0
23062,92.0,21.0,113.0
08132,19.0,15.0,34.0
08133,11.0,5.0,16.0
43090,67.0,53.0,119.0
08135,403.0,381.0,785.0
25142,36.0,35.0,71.0
25141,8.0,4.0,12.0
50174,7.0,3.0,10.0
09227,24.0,13.0,37.0
25143,,,
08136,1304.0,990.0,2293.0
14043,216.0,166.0,382.0
43091,7.0,5.0,12.0
17110,97.0,111.0,208.0
43092,2094.0,1796.0,3890.0
46176,241.0,233.0,474.0
08137,13.0,8.0,21.0
46172,596.0,479.0,1075.0
07038,284.0,249.0,533.0
14044,13.0,17.0,31.0
22158,1491.0,1106.0,2597.0
34108,16.0,15.0,31.0
45106,738.0,510.0,1248.0
44158,145.0,121.0,266.0
43093,428.0,444.0,872.0
43094,329.0,246.0,575.0
09228,5.0,6.0,11.0
13058,269.0,228.0,497.0
40132,1.0,,1.0
47094,21.0,12.0,33.0
49124,1.0,5.0,6.0
18138,102.0,123.0,225.0
10128,148.0,145.0,293.0
28089,226.0,197.0,423.0
47095,,,
05134,3.0,,3.0
49126,3.0,3.0,6.0
49125,43.0,30.0,74.0
47096,9.0,6.0,15.0
49128,15.0,10.0,25.0
49129,51.0,47.0,98.0
49130,0.0,1.0,1.0
49127,70.0,99.0,169.0
49131,3.0,6.0,9.0
28090,792.0,845.0,1637.0
36032,97.0,103.0,200.0
37204,12.0,10.0,22.0
50175,44.0,40.0,84.0
50176,27.0,10.0,38.0
28091,586.0,559.0,1145.0
30028,232.0,183.0,414.0
19194,9.0,8.0,17.0
34109,1.0,1.0,2.0
10129,3.0,9.0,12.0
33038,55.0,71.0,126.0
01039,7.0,7.0,14.0
18909,14.0,10.0,24.0
43095,230.0,199.0,429.0
12080,201.0,153.0,354.0
19195,1.0,,1.0
31174,,0.0,0.0
43096,19.0,16.0,35.0
06089,2.0,3.0,5.0
49132,2.0,3.0,5.0
49133,5.0,3.0,8.0
50177,8.0,13.0,21.0
48066,7.0,7.0,13.0
14045,19.0,26.0,45.0
37205,3.0,3.0,6.0
37206,1.0,1.0,2.0
37207,3.0,11.0,14.0
42123,21.0,13.0,34.0
41065,242.0,272.0,514.0
37208,,1.0,1.0
50178,29.0,17.0,46.0
36033,460.0,383.0,843.0
44159,1.0,2.0,3.0
44160,47.0,12.0,59.0
28092,16217.0,15975.0,32191.0
16132,,1.0,1.0
16133,443.0,336.0,779.0
47097,7.0,11.0,18.0
16134,460.0,429.0,890.0
02052,16.0,17.0,33.0
18140,3696.0,3325.0,7021.0
16135,4.0,3.0,8.0
35013,90.0,116.0,205.0
50179,2.0,5.0,7.0
37209,26.0,18.0,44.0
40134,99.0,71.0,170.0
50180,1.0,,1.0
47098,20.0,17.0,37.0
34110,1.0,1.0,2.0
47099,0.0,1.0,1.0
19196,0.0,2.0,2.0
50181,99.0,91.0,190.0
50182,279.0,330.0,609.0
49134,0.0,7.0,7.0
49135,7.0,6.0,14.0
31175,6.0,10.0,17.0
49136,12.0,12.0,24.0
15051,70.0,81.0,151.0
32051,71.0,48.0,119.0
30029,1665.0,1172.0,2837.0
48068,67.0,75.0,142.0
50183,32.0,18.0,50.0
02053,56.0,64.0,120.0
48069,830.0,875.0,1706.0
44161,58.0,42.0,99.0
26098,7.0,6.0,13.0
48007,1.0,9.0,10.0
08129,12.0,11.0,23.0
05135,4.0,2.0,7.0
05136,2.0,,2.0
05138,13.0,12.0,25.0
05139,0.0,,0.0
05140,3.0,2.0,5.0
40135,7.0,4.0,11.0
05141,1.0,3.0,4.0
05142,1.0,,1.0
05143,,,
40136,18.0,24.0,41.0
08139,3.0,3.0,6.0
27033,5.0,2.0,7.0
31176,266.0,240.0,506.0
30030,29909.0,27161.0,57071.0
50184,4.0,5.0,9.0
24101,4.0,,4.0
47100,2.0,1.0,3.0
42124,2.0,,2.0
42125,,2.0,2.0
31177,21.0,27.0,48.0
50185,9.0,8.0,17.0
26099,150.0,124.0,274.0
31178,35.0,51.0,86.0
31179,22.0,26.0,48.0
03091,144.0,134.0,278.0
07039,700.0,554.0,1253.0
26100,,,
03092,371.0,331.0,702.0
26101,2.0,1.0,3.0
15053,105.0,141.0,246.0
33039,32.0,28.0,60.0
18141,42.0,25.0,66.0
48908,6.0,5.0,11.0
31180,0.0,5.0,5.0
46177,303.0,290.0,593.0
48071,150.0,165.0,314.0
20057,2.0,,2.0
20056,175.0,128.0,303.0
03090,1550.0,1545.0,3095.0
15052,140.0,138.0,278.0
48067,25.0,29.0,54.0
48909,8.0,2.0,10.0
04065,58.0,46.0,103.0
42127,,,
26102,474.0,456.0,930.0
26103,54.0,48.0,103.0
25145,4.0,1.0,5.0
45107,185.0,198.0,383.0
46178,246.0,223.0,468.0
16137,2.0,3.0,5.0
15054,1003.0,1116.0,2119.0
05144,1.0,1.0,2.0
05145,,1.0,1.0
42128,,1.0,1.0
37211,,,
05149,1.0,1.0,2.0
05147,3.0,4.0,7.0
05148,1.0,1.0,3.0
25025,92.0,111.0,203.0
33040,144.0,170.0,314.0
05152,19.0,15.0,35.0
37213,3.0,2.0,5.0
37214,8.0,4.0,12.0
40138,223.0,201.0,424.0
45108,25.0,29.0,55.0
09229,5.0,5.0,10.0
06090,7.0,6.0,13.0
37215,7.0,14.0,21.0
05153,,,
47101,48.0,59.0,107.0
21051,8.0,9.0,18.0
37212,3.0,2.0,5.0
05151,3.0,4.0,7.0
28093,222.0,258.0,480.0
10130,24.0,19.0,42.0
05154,3.0,1.0,4.0
05155,1.0,1.0,2.0
40139,14.0,14.0,28.0
45109,290.0,191.0,481.0
05156,17.0,20.0,37.0
12081,41.0,37.0,79.0
26104,1.0,,1.0
22160,8.0,8.0,15.0
05157,8.0,10.0,18.0
28094,131.0,127.0,258.0
28095,346.0,287.0,634.0
45110,98.0,67.0,165.0
28096,1911.0,1791.0,3702.0
42129,36.0,30.0,65.0
37216,2.0,2.0,4.0
40140,7.0,6.0,13.0
40141,71.0,63.0,134.0
05158,15.0,11.0,27.0
37217,,,
10131,932.0,924.0,1856.0
45111,5.0,1.0,6.0
45112,181.0,113.0,294.0
05159,1.0,2.0,3.0
05160,2.0,4.0,6.0
05161,145.0,97.0,242.0
05162,1.0,,1.0
13059,4.0,8.0,12.0
45113,125.0,102.0,227.0
05163,95.0,91.0,187.0
10132,3.0,4.0,7.0
06091,98.0,114.0,212.0
37218,1.0,1.0,2.0
45114,12.0,17.0,30.0
05164,,,
08140,192.0,238.0,430.0
50186,0.0,2.0,2.0
40142,0.0,,0.0
40143,1.0,,1.0
40144,1.0,,1.0
01041,19.0,8.0,27.0
05165,19.0,15.0,34.0
37219,6.0,3.0,9.0
28097,4.0,3.0,8.0
05166,15.0,8.0,23.0
46179,353.0,306.0,659.0
26105,114.0,107.0,221.0
05167,17.0,21.0,38.0
08141,290.0,278.0,568.0
09230,,,
13060,10.0,2.0,12.0
19197,,,
02054,37.0,36.0,73.0
41066,6.0,14.0,20.0
40145,60.0,49.0,109.0
40904,10.0,12.0,22.0
40146,63.0,58.0,121.0
23063,98.0,31.0,129.0
10133,,3.0,3.0
05168,580.0,483.0,1063.0
28099,294.0,263.0,558.0
31181,0.0,0.0,0.0
37221,8.0,16.0,24.0
17111,116.0,109.0,225.0
05169,1.0,2.0,3.0
05170,,,
25146,3.0,1.0,4.0
10134,9.0,11.0,20.0
33041,275.0,234.0,509.0
27034,9.0,10.0,20.0
49137,6.0,5.0,11.0
31182,,1.0,1.0
09231,2.0,1.0,3.0
15055,88.0,84.0,172.0
19198,2.0,1.0,3.0
15056,313.0,323.0,636.0
37222,1.0,3.0,4.0
27035,8.0,3.0,12.0
09232,10.0,7.0,17.0
05171,,,
42130,,,
29075,2996.0,3198.0,6195.0
02055,7.0,6.0,13.0
21052,84.0,124.0,209.0
26106,,,
18903,34.0,45.0,78.0
36034,135.0,135.0,271.0
21053,97.0,79.0,176.0
40148,24.0,17.0,41.0
26107,1.0,3.0,4.0
36035,594.0,650.0,1243.0
18143,41.0,46.0,86.0
50187,1.0,2.0,3.0
05172,11.0,8.0,19.0
04066,6160.0,4003.0,10163.0
18144,9.0,18.0,28.0
31088,422.0,460.0,882.0
23064,61.0,20.0,81.0
45115,230.0,163.0,393.0
24102,5.0,8.0,13.0
45116,101.0,65.0,167.0
27037,10.0,20.0,30.0
34112,,1.0,1.0
06092,4.0,1.0,5.0
32052,83.0,91.0,174.0
44163,4.0,5.0,9.0
44164,,,
44165,7.0,6.0,13.0
15057,379.0,407.0,786.0
39047,150.0,169.0,319.0
42131,,,
45117,26.0,26.0,52.0
50188,,0.0,0.0
50189,93.0,57.0,150.0
33042,148.0,180.0,329.0
08142,3.0,4.0,7.0
43097,27.0,27.0,54.0
22162,13.0,12.0,25.0
50190,43.0,33.0,76.0
03093,1338.0,1085.0,2423.0
46180,21.0,26.0,47.0
45118,200.0,163.0,363.0
42132,8.0,8.0,16.0
50191,11.0,16.0,27.0
03094,3234.0,3343.0,6577.0
22163,30.0,20.0,49.0
14046,40.0,46.0,85.0
47102,1.0,1.0,2.0
50192,25.0,24.0,49.0
28100,569.0,540.0,1109.0
50193,38.0,44.0,81.0
12082,857.0,814.0,1672.0
43098,23.0,12.0,35.0
45119,353.0,345.0,698.0
45120,7.0,7.0,14.0
10135,3.0,11.0,14.0
31183,59.0,58.0,117.0
14047,59.0,21.0,80.0
44167,4.0,2.0,6.0
45121,1366.0,1191.0,2557.0
19199,,,
31185,9.0,20.0,29.0
26109,4.0,4.0,8.0
31184,,2.0,2.0
26108,8.0,7.0,15.0
25148,15.0,9.0,24.0
08143,103.0,100.0,203.0
31186,4.0,5.0,9.0
44168,5.0,4.0,9.0
24103,6.0,3.0,9.0
17112,5.0,5.0,10.0
18145,358.0,421.0,779.0
04067,6.0,11.0,16.0
36036,100.0,80.0,179.0
20063,198.0,209.0,406.0
32053,238.0,141.0,379.0
31187,3.0,5.0,8.0
26110,3.0,4.0,7.0
29076,419.0,413.0,832.0
30031,6.0,1.0,7.0
44169,8.0,12.0,20.0
05173,3.0,,3.0
01042,30.0,30.0,61.0
20058,23.0,28.0,51.0
31188,12.0,9.0,21.0
31189,119.0,103.0,223.0
44171,16.0,17.0,33.0
34113,,1.0,1.0
15058,1679.0,2075.0,3753.0
31190,,,
08145,143.0,132.0,275.0
08146,60.0,64.0,124.0
08147,1490.0,1344.0,2834.0
25149,132.0,153.0,285.0
45122,499.0,459.0,957.0
44172,47.0,32.0,79.0
25150,7.0,4.0,11.0
31191,198.0,203.0,401.0
25151,14.0,19.0,33.0
46181,3664.0,3062.0,6727.0
06093,55.0,41.0,96.0
06094,5.0,6.0,11.0
10136,4.0,4.0,8.0
35014,5575.0,4743.0,10318.0
19200,3.0,11.0,14.0
41067,198.0,209.0,407.0
47103,15.0,14.0,29.0
16139,12.0,7.0,20.0
08148,435.0,391.0,826.0
06095,254.0,207.0,461.0
26111,6.0,9.0,14.0
46183,635.0,603.0,1238.0
31194,4.0,4.0,7.0
19201,7.0,6.0,13.0
19202,,,
16140,,,
28101,40.0,29.0,68.0
16141,1.0,2.0,3.0
16142,20.0,10.0,30.0
16143,,,
09235,12.0,6.0,18.0
47104,232.0,240.0,472.0
37223,2.0,,2.0
