Codigo Municipio,Nº Hombres Extranjeros,Nº Mujeres Extranjeras,Nº Total Extranjeros
49076,9.0,7.0,16.0
24073,31.0,29.0,60.0
09132,,3.0,3.0
09133,,,
49077,2.0,2.0,4.0
28057,133.0,111.0,245.0
34073,2.0,2.0,4.0
47065,4.0,6.0,10.0
05076,1.0,2.0,3.0
09134,2.0,15.0,17.0
44109,9.0,11.0,21.0
49078,,2.0,2.0
29053,547.0,549.0,1095.0
27020,40.0,41.0,81.0
34074,10.0,19.0,29.0
38013,587.0,585.0,1172.0
16085,14.0,9.0,23.0
48035,18.0,18.0,35.0
40081,4.0,2.0,6.0
19118,,2.0,2.0
13042,8.0,12.0,20.0
38014,134.0,129.0,262.0
19119,16.0,7.0,23.0
50113,131.0,83.0,214.0
50114,5.0,7.0,12.0
44110,,,
29054,13157.0,13339.0,26496.0
28058,15152.0,14377.0,29529.0
06051,34.0,31.0,64.0
13043,7.0,8.0,16.0
26064,157.0,155.0,312.0
47066,43.0,63.0,106.0
45066,1034.0,912.0,1946.0
02032,19.0,17.0,36.0
23034,102.0,66.0,168.0
30021,3023.0,2208.0,5230.0
06052,54.0,65.0,119.0
16086,104.0,84.0,188.0
29055,212.0,208.0,420.0
37135,22.0,21.0,43.0
40082,3.0,2.0,5.0
06053,2.0,8.0,10.0
06054,66.0,91.0,158.0
13044,197.0,146.0,342.0
40083,9.0,69.0,78.0
40084,3.0,2.0,5.0
05077,,1.0,1.0
28059,566.0,596.0,1162.0
47067,,1.0,1.0
49079,2.0,3.0,5.0
14028,2.0,2.0,4.0
12063,2.0,1.0,3.0
14029,48.0,65.0,113.0
14030,246.0,227.0,474.0
18079,159.0,135.0,294.0
02033,182.0,105.0,287.0
02034,172.0,162.0,334.0
42085,1.0,,1.0
09135,3.0,3.0,6.0
42086,,,
42087,,1.0,1.0
09136,9.0,13.0,22.0
37136,23.0,20.0,43.0
21033,14.0,12.0,26.0
19120,9.0,6.0,15.0
49080,11.0,19.0,30.0
09137,14.0,18.0,32.0
19121,22.0,11.0,33.0
16087,15.0,16.0,31.0
16088,3.0,,3.0
37137,4.0,1.0,5.0
09138,6.0,6.0,12.0
42088,,3.0,3.0
19122,6.0,4.0,10.0
42089,,,
19123,8.0,3.0,11.0
09139,1.0,,1.0
16904,10.0,28.0,38.0
09140,2.0,4.0,6.0
19124,75.0,62.0,137.0
47068,1.0,1.0,2.0
40086,50.0,56.0,106.0
42090,1.0,2.0,3.0
40087,4.0,3.0,7.0
40088,20.0,21.0,40.0
37138,3.0,2.0,5.0
46129,54.0,39.0,93.0
16089,18.0,15.0,33.0
44111,6.0,6.0,12.0
44112,36.0,18.0,54.0
41042,80.0,76.0,156.0
05078,2.0,3.0,5.0
12064,8.0,10.0,18.0
37139,22.0,11.0,33.0
24074,0.0,3.0,3.0
50115,342.0,261.0,602.0
50116,26.0,12.0,38.0
06055,2.0,5.0,7.0
42092,1.0,2.0,3.0
34076,21.0,12.0,34.0
37140,222.0,176.0,398.0
49082,18.0,17.0,36.0
44113,15.0,15.0,30.0
34077,13.0,8.0,21.0
49081,144.0,114.0,258.0
40089,9.0,11.0,20.0
49083,2.0,4.0,6.0
40091,1.0,2.0,3.0
44114,19.0,14.0,33.0
09141,9.0,17.0,26.0
49084,5.0,5.0,10.0
42093,2.0,4.0,6.0
14031,15.0,7.0,23.0
40092,3.0,2.0,5.0
28060,161.0,138.0,298.0
23035,56.0,21.0,77.0
16091,,,
22113,31.0,27.0,58.0
25096,82.0,55.0,137.0
25097,,,
31107,342.0,199.0,541.0
31108,159.0,135.0,295.0
16092,11.0,9.0,20.0
18905,746.0,718.0,1464.0
20038,9.0,5.0,14.0
04047,197.0,150.0,347.0
08090,11.0,7.0,18.0
03072,27.0,30.0,57.0
12065,5.0,7.0,12.0
20037,,3.0,3.0
19125,1.0,2.0,3.0
37141,,,
28061,3891.0,4232.0,8123.0
19126,137.0,126.0,263.0
31109,52.0,62.0,114.0
21034,42.0,33.0,76.0
09143,1.0,4.0,5.0
26065,,2.0,2.0
48036,524.0,661.0,1185.0
48037,9.0,16.0,25.0
35009,350.0,339.0,689.0
49085,57.0,50.0,107.0
18082,65.0,69.0,134.0
43063,90.0,86.0,176.0
26066,30.0,28.0,58.0
37142,26.0,21.0,47.0
37143,5.0,5.0,10.0
37144,5.0,2.0,7.0
10076,30.0,23.0,54.0
04048,867.0,807.0,1673.0
09144,2.0,2.0,4.0
40093,1.0,3.0,4.0
05079,,,
37145,11.0,10.0,21.0
47069,4.0,5.0,9.0
05080,,,
37146,1.0,,1.0
49086,1.0,1.0,2.0
49087,2.0,5.0,7.0
08087,10.0,7.0,17.0
26067,,,
31110,1.0,2.0,3.0
50117,7.0,4.0,11.0
31111,,2.0,2.0
50118,114.0,96.0,210.0
44115,14.0,7.0,21.0
19127,9.0,3.0,12.0
45067,252.0,203.0,455.0
48038,33.0,31.0,64.0
49088,,,
43064,406.0,281.0,687.0
46131,10651.0,8794.0,19445.0
16093,7.0,6.0,13.0
38015,250.0,270.0,520.0
38016,156.0,155.0,311.0
48039,5.0,7.0,12.0
31112,,1.0,1.0
06056,1.0,2.0,3.0
43065,36.0,40.0,76.0
10077,6.0,14.0,20.0
37147,5.0,1.0,6.0
37148,9.0,7.0,16.0
40094,29.0,23.0,52.0
45068,1.0,4.0,5.0
37149,2.0,,2.0
31113,6.0,4.0,10.0
44116,7.0,5.0,12.0
28062,25.0,20.0,45.0
05081,,,
10079,7.0,8.0,14.0
10078,,,
10080,1.0,,1.0
28063,41.0,29.0,70.0
10081,,0.0,0.0
43066,2.0,2.0,4.0
31114,12.0,10.0,22.0
06057,1.0,4.0,5.0
24076,30.0,19.0,49.0
31115,4.0,3.0,7.0
42094,8.0,9.0,17.0
08088,709.0,813.0,1522.0
17075,19.0,13.0,31.0
17076,14.0,5.0,19.0
17077,74.0,83.0,157.0
41043,5.0,7.0,13.0
06058,14.0,24.0,38.0
10082,7.0,19.0,26.0
04049,1293.0,1055.0,2348.0
10083,4.0,3.0,7.0
28064,9.0,12.0,21.0
16094,21.0,18.0,38.0
19129,15.0,1.0,16.0
11018,49.0,45.0,94.0
10084,29.0,22.0,51.0
03071,727.0,656.0,1383.0
48040,30.0,33.0,63.0
47070,2.0,2.0,4.0
46902,5.0,3.0,8.0
29056,148.0,169.0,316.0
48041,37.0,35.0,73.0
08089,3210.0,3047.0,6257.0
46130,27.0,33.0,60.0
25098,9.0,10.0,19.0
05082,12.0,17.0,28.0
20907,1.0,1.0,2.0
44117,16.0,13.0,29.0
37150,2.0,,2.0
12067,23.0,13.0,36.0
08091,355.0,375.0,729.0
50119,29.0,28.0,57.0
41044,226.0,251.0,477.0
49090,6.0,10.0,16.0
05083,1.0,,1.0
29057,41.0,26.0,67.0
23037,31.0,8.0,39.0
31116,2.0,1.0,3.0
46132,101.0,92.0,193.0
17078,30.0,30.0,60.0
41045,141.0,134.0,275.0
04050,86.0,63.0,149.0
47071,6.0,25.0,31.0
45069,125.0,117.0,242.0
48046,921.0,939.0,1860.0
46133,37.0,17.0,54.0
28065,13699.0,13309.0,27008.0
20039,117.0,113.0,230.0
48044,2796.0,4035.0,6831.0
21035,342.0,524.0,866.0
33024,10927.0,11848.0,22774.0
05085,,,
05084,,,
41046,89.0,75.0,164.0
46134,217.0,225.0,443.0
25912,55.0,47.0,102.0
05086,1.0,,1.0
26068,26.0,8.0,34.0
44118,7.0,6.0,13.0
41047,310.0,332.0,641.0
43067,106.0,80.0,186.0
02035,136.0,96.0,231.0
17079,9897.0,10054.0,19951.0
08092,308.0,219.0,527.0
08093,,,
22114,3.0,1.0,4.0
48047,5.0,7.0,12.0
18083,6.0,7.0,13.0
43068,70.0,60.0,131.0
46135,522.0,613.0,1135.0
46136,155.0,181.0,336.0
50120,,,
31117,5.0,8.0,13.0
18084,165.0,145.0,310.0
42095,51.0,60.0,111.0
25099,136.0,114.0,251.0
02036,7.0,5.0,12.0
37151,1.0,1.0,2.0
42096,30.0,20.0,50.0
17080,7.0,9.0,16.0
37152,3.0,5.0,8.0
32033,39.0,37.0,76.0
40095,76.0,64.0,140.0
36021,343.0,383.0,727.0
31118,,1.0,1.0
18085,22.0,14.0,36.0
18086,11.0,13.0,24.0
24077,7.0,12.0,20.0
48042,38.0,41.0,79.0
10085,10.0,13.0,23.0
24078,28.0,23.0,51.0
03073,6.0,4.0,10.0
48043,161.0,210.0,370.0
42097,2.0,3.0,5.0
25100,4.0,1.0,5.0
05087,1.0,3.0,3.0
50121,16.0,10.0,25.0
33025,194.0,207.0,400.0
24079,13.0,9.0,21.0
33026,312.0,344.0,655.0
22115,16.0,16.0,32.0
16095,,,
16096,32.0,31.0,62.0
24080,5.0,9.0,14.0
40097,50.0,44.0,94.0
18087,10907.0,10903.0,21810.0
21036,3.0,3.0,6.0
08094,94.0,88.0,182.0
25101,54.0,32.0,87.0
38017,6850.0,6371.0,13221.0
21037,22.0,24.0,46.0
13045,27.0,21.0,49.0
33027,9.0,12.0,22.0
05088,,,
08095,1.0,3.0,4.0
46137,63.0,35.0,99.0
49091,8.0,7.0,15.0
03074,252.0,176.0,429.0
06059,22.0,31.0,53.0
25102,97.0,49.0,146.0
10086,,2.0,2.0
14032,6.0,11.0,17.0
08096,6291.0,5222.0,11514.0
49092,3.0,3.0,6.0
25103,2.0,4.0,6.0
25105,12.0,7.0,19.0
25104,4.0,1.0,5.0
22116,127.0,100.0,227.0
26069,7.0,4.0,11.0
43069,26.0,20.0,46.0
22117,331.0,273.0,604.0
26070,4.0,3.0,7.0
11019,22.0,19.0,41.0
44119,4.0,1.0,5.0
09148,6.0,5.0,11.0
34079,69.0,51.0,120.0
28066,413.0,447.0,860.0
09149,,,
50122,,,
50123,39.0,39.0,79.0
36022,301.0,371.0,672.0
18088,41.0,29.0,70.0
19130,7424.0,6784.0,14208.0
44120,1.0,,1.0
41048,48.0,33.0,81.0
14033,11.0,15.0,26.0
28067,534.0,518.0,1052.0
13046,6.0,10.0,16.0
10087,39.0,55.0,94.0
45070,86.0,78.0,164.0
28068,1175.0,1195.0,2370.0
46138,20.0,19.0,39.0
46139,333.0,303.0,636.0
18089,478.0,397.0,875.0
37154,,,
18906,63.0,42.0,105.0
08097,60.0,74.0,134.0
18093,718.0,547.0,1265.0
17081,72.0,27.0,99.0
38018,206.0,222.0,428.0
36023,414.0,368.0,781.0
46140,27.0,23.0,50.0
03076,2794.0,2732.0,5526.0
23038,66.0,48.0,114.0
45071,88.0,95.0,183.0
08099,42.0,43.0,86.0
34080,96.0,113.0,209.0
06060,90.0,93.0,183.0
29058,201.0,199.0,400.0
49093,15.0,12.0,27.0
23039,56.0,29.0,85.0
34081,4.0,1.0,5.0
44121,6.0,3.0,9.0
32034,110.0,90.0,201.0
18094,72.0,66.0,138.0
48045,213.0,187.0,400.0
31119,,1.0,1.0
31120,4.0,10.0,14.0
18095,49.0,47.0,96.0
38019,2657.0,2421.0,5078.0
43070,9.0,13.0,22.0
37155,8.0,6.0,14.0
10088,2.0,5.0,7.0
10089,5.0,5.0,11.0
10090,6.0,9.0,15.0
10091,3.0,0.0,3.0
14034,3.0,4.0,7.0
37156,379.0,327.0,706.0
41049,319.0,305.0,624.0
17082,30.0,25.0,55.0
38020,827.0,907.0,1733.0
25109,13.0,14.0,28.0
25903,24.0,24.0,48.0
31121,3.0,0.0,3.0
05089,6.0,9.0,15.0
25110,1745.0,1368.0,3113.0
27022,55.0,57.0,112.0
25111,2.0,1.0,3.0
09151,19.0,14.0,33.0
09152,43.0,37.0,80.0
27023,31.0,23.0,54.0
08100,42.0,45.0,87.0
39030,75.0,73.0,148.0
22119,39.0,46.0,85.0
24081,,1.0,1.0
05090,0.0,,0.0
06061,3.0,6.0,9.0
09154,6.0,7.0,13.0
01056,7.0,3.0,10.0
35010,430.0,439.0,869.0
26071,862.0,699.0,1560.0
09155,,,
39031,49.0,44.0,93.0
06062,6.0,4.0,10.0
02037,1856.0,1708.0,3564.0
16097,,2.0,2.0
19132,,2.0,2.0
19133,73.0,42.0,115.0
12068,1.0,,1.0
26072,5.0,5.0,10.0
13047,943.0,709.0,1651.0
45072,21.0,21.0,42.0
10092,4.0,6.0,10.0
37157,,,
37158,4.0,9.0,13.0
37159,1.0,1.0,2.0
39032,16.0,16.0,31.0
34082,1.0,,1.0
38021,116.0,127.0,242.0
49094,13.0,10.0,23.0
20040,588.0,580.0,1168.0
10093,8.0,7.0,15.0
05092,4.0,3.0,7.0
20041,15.0,10.0,25.0
05093,40.0,28.0,68.0
26073,2.0,4.0,6.0
41050,76.0,83.0,159.0
10094,8.0,8.0,16.0
50124,37.0,26.0,63.0
34083,72.0,61.0,134.0
42098,,,
34084,3.0,3.0,6.0
06063,44.0,53.0,97.0
02038,14.0,14.0,28.0
19134,1.0,1.0,2.0
39033,6.0,11.0,17.0
05094,,3.0,3.0
10095,1.0,1.0,2.0
45073,42.0,27.0,69.0
47073,3.0,0.0,3.0
16098,51.0,42.0,93.0
10096,80.0,107.0,187.0
26074,4.0,7.0,11.0
19135,15.0,11.0,25.0
10097,,1.0,1.0
23041,18.0,9.0,27.0
06064,4.0,5.0,9.0
21038,12.0,16.0,29.0
05095,6.0,8.0,14.0
06065,1.0,3.0,4.0
06066,17.0,17.0,34.0
06067,23.0,16.0,39.0
12069,6.0,2.0,8.0
02039,33.0,28.0,61.0
46141,15.0,10.0,25.0
05096,3.0,1.0,4.0
44122,88.0,72.0,160.0
19136,4.0,3.0,7.0
49095,3.0,5.0,8.0
10098,2.0,1.0,3.0
21039,,0.0,0.0
23042,24.0,17.0,42.0
21040,107.0,110.0,217.0
37160,11.0,11.0,22.0
44123,16.0,12.0,28.0
45074,15.0,11.0,27.0
42100,,,
14035,69.0,58.0,127.0
06068,2.0,1.0,3.0
16099,2.0,2.0,4.0
13048,5.0,1.0,6.0
16100,55.0,20.0,75.0
31256,1.0,0.0,1.0
28069,4.0,1.0,5.0
19138,35.0,38.0,73.0
16101,2.0,2.0,4.0
10099,11.0,10.0,21.0
19139,1.0,0.0,1.0
20036,584.0,618.0,1201.0
03078,264.0,255.0,519.0
16102,101.0,93.0,194.0
40099,4.0,1.0,5.0
40100,9.0,8.0,16.0
45075,4.0,4.0,8.0
40101,58.0,62.0,120.0
09159,8.0,4.0,12.0
16103,20.0,22.0,41.0
09160,2.0,,2.0
16104,1.0,2.0,3.0
19142,18.0,19.0,37.0
34086,1.0,,1.0
09162,,1.0,1.0
09164,22.0,17.0,39.0
09163,55.0,38.0,93.0
05097,0.0,2.0,2.0
28070,12.0,8.0,20.0
05099,4.0,3.0,7.0
13049,24.0,31.0,55.0
37161,1.0,1.0,2.0
16106,366.0,259.0,624.0
37162,2.0,0.0,2.0
28071,5.0,5.0,11.0
19143,246.0,194.0,440.0
09166,1.0,,1.0
45076,81.0,51.0,132.0
26075,18.0,15.0,33.0
26076,8.0,8.0,15.0
06069,10.0,22.0,32.0
14036,54.0,54.0,108.0
05100,3.0,9.0,12.0
26077,,,
34087,2.0,2.0,4.0
47074,13.0,7.0,20.0
09167,,,
23043,19.0,6.0,25.0
26078,3.0,1.0,4.0
09168,9.0,13.0,22.0
43071,88.0,62.0,150.0
19145,,1.0,1.0
09169,3.0,2.0,5.0
24082,21.0,33.0,54.0
08101,33176.0,33151.0,66328.0
08162,171.0,176.0,347.0
17083,283.0,219.0,502.0
37163,,1.0,1.0
02040,17.0,20.0,37.0
09170,,4.0,4.0
28072,598.0,714.0,1311.0
05102,111.0,88.0,198.0
05101,7.0,4.0,11.0
05103,1.0,,1.0
10100,20.0,17.0,37.0
05106,,1.0,1.0
05104,,,
05105,17.0,23.0,40.0
22122,1.0,1.0,2.0
44124,,1.0,1.0
22908,4.0,4.0,8.0
31122,343.0,339.0,682.0
45077,34.0,37.0,71.0
04051,6.0,4.0,10.0
10101,3.0,4.0,7.0
18096,3.0,2.0,5.0
16107,,,
23044,77.0,56.0,133.0
21041,4376.0,4904.0,9279.0
16108,2.0,1.0,3.0
18097,39.0,37.0,76.0
04052,377.0,408.0,784.0
04053,1868.0,1723.0,3590.0
26079,58.0,52.0,110.0
19146,2.0,1.0,4.0
16109,2.0,1.0,3.0
09172,1.0,1.0,2.0
19147,1.0,1.0,2.0
37164,4.0,10.0,14.0
09173,2.0,,2.0
16110,7.0,7.0,14.0
09174,42.0,38.0,80.0
45078,90.0,84.0,174.0
16111,20.0,13.0,33.0
19148,4.0,4.0,8.0
22124,13.0,5.0,18.0
40103,4.0,2.0,6.0
23045,29.0,21.0,50.0
44125,7.0,5.0,12.0
22125,3426.0,3199.0,6625.0
18098,130.0,122.0,253.0
16112,71.0,73.0,144.0
18099,27.0,35.0,62.0
18100,533.0,449.0,982.0
18101,313.0,343.0,656.0
19150,3.0,4.0,7.0
41051,36.0,39.0,75.0
09175,,,
19151,145.0,150.0,296.0
28073,1827.0,1597.0,3425.0
29059,77.0,88.0,166.0
09176,1.0,1.0,2.0
05107,,,
34088,5.0,3.0,8.0
10102,,0.0,0.0
31124,,2.0,2.0
20042,159.0,107.0,266.0
48048,7.0,12.0,19.0
50125,14.0,13.0,27.0
09177,50.0,37.0,87.0
03079,1042.0,957.0,1999.0
33028,35.0,35.0,70.0
22126,2.0,1.0,3.0
09178,,,
23046,74.0,50.0,124.0
38022,1432.0,1407.0,2840.0
20043,59.0,54.0,113.0
31259,17.0,12.0,30.0
26080,80.0,31.0,111.0
09179,1.0,,1.0
09180,4.0,1.0,5.0
44126,61.0,40.0,101.0
45079,13.0,8.0,21.0
48094,184.0,188.0,372.0
22127,15.0,20.0,36.0
08102,2963.0,2580.0,5543.0
29060,13.0,17.0,30.0
24083,79.0,59.0,138.0
31125,4.0,5.0,9.0
20044,13.0,5.0,18.0
22128,6.0,6.0,12.0
36901,105.0,116.0,221.0
45080,,,
19152,93.0,54.0,148.0
33029,2.0,6.0,8.0
04054,11.0,8.0,20.0
33030,12.0,17.0,28.0
45081,1851.0,1787.0,3639.0
18102,163.0,160.0,323.0
50126,189.0,177.0,365.0
31126,5.0,8.0,13.0
07027,3094.0,2632.0,5726.0
27024,28.0,35.0,64.0
35011,1038.0,977.0,2015.0
16113,371.0,347.0,718.0
19153,,,
04055,8.0,17.0,25.0
19154,0.0,0.0,0.0
31127,2.0,1.0,3.0
32035,47.0,35.0,82.0
15039,15.0,10.0,25.0
23047,106.0,37.0,143.0
37165,4.0,2.0,6.0
19155,2.0,,2.0
20045,3040.0,3189.0,6229.0
01901,125.0,123.0,248.0
20046,54.0,55.0,109.0
01027,11.0,9.0,20.0
31904,224.0,182.0,406.0
31128,21.0,22.0,44.0
22129,43.0,40.0,83.0
09181,11.0,1.0,12.0
47075,460.0,408.0,868.0
21042,1131.0,1358.0,2489.0
41902,76.0,86.0,161.0
25115,56.0,36.0,92.0
17084,13.0,12.0,24.0
48049,16.0,21.0,37.0
29061,116.0,107.0,223.0
50128,,,
34089,,2.0,2.0
09182,,,
18103,82.0,55.0,137.0
20047,28.0,37.0,64.0
37166,12.0,9.0,21.0
40104,30.0,37.0,67.0
31129,15.0,12.0,27.0
31130,12.0,9.0,22.0
48910,209.0,143.0,352.0
25112,29.0,8.0,37.0
25113,160.0,77.0,237.0
25114,1.0,4.0,5.0
31131,39.0,49.0,89.0
31132,5.0,2.0,7.0
24084,3.0,7.0,10.0
31133,,,
14037,269.0,247.0,516.0
18105,199.0,125.0,324.0
29062,63.0,62.0,125.0
23048,63.0,5.0,69.0
48050,32.0,5.0,37.0
44127,5.0,2.0,7.0
23049,21.0,17.0,38.0
21043,27.0,30.0,57.0
22130,733.0,819.0,1552.0
03080,208.0,215.0,422.0
19156,214.0,189.0,402.0
23050,2369.0,2277.0,4646.0
17085,57.0,25.0,82.0
46142,19.0,18.0,37.0
26081,1.0,1.0,2.0
49096,3.0,2.0,5.0
23051,27.0,35.0,62.0
12070,59.0,50.0,109.0
50129,38.0,30.0,68.0
46144,33.0,19.0,52.0
10103,10.0,8.0,18.0
10104,321.0,237.0,558.0
09183,,,
09184,,,
10105,62.0,84.0,146.0
10106,1.0,3.0,4.0
50130,43.0,22.0,65.0
44128,1.0,3.0,4.0
22131,2.0,5.0,7.0
44129,,1.0,1.0
50131,7.0,9.0,16.0
31134,2.0,3.0,5.0
03082,7538.0,7271.0,14809.0
31135,8.0,8.0,16.0
18107,23.0,22.0,45.0
11020,3563.0,4133.0,7696.0
06070,209.0,124.0,333.0
18108,18.0,13.0,31.0
12071,56.0,73.0,129.0
10107,39.0,33.0,72.0
18109,134.0,73.0,207.0
03083,339.0,323.0,663.0
23052,14.0,7.0,21.0
11021,904.0,830.0,1735.0
29063,29.0,36.0,65.0
19157,1.0,2.0,3.0
24086,9.0,12.0,21.0
23053,82.0,60.0,141.0
17086,611.0,564.0,1175.0
08103,13.0,13.0,26.0
44130,2.0,2.0,4.0
02041,4.0,4.0,8.0
44131,5.0,4.0,9.0
25910,6.0,5.0,11.0
50132,31.0,41.0,72.0
40105,5.0,4.0,9.0
40106,4.0,8.0,12.0
29064,32.0,41.0,74.0
17087,32.0,14.0,46.0
30022,2866.0,1875.0,4741.0
18111,66.0,49.0,115.0
05108,,4.0,4.0
25118,20.0,16.0,37.0
25119,405.0,280.0,685.0
09189,1.0,3.0,4.0
09190,1.0,,1.0
09191,,,
09192,,,
31136,14.0,3.0,17.0
49097,,,
18112,18.0,13.0,32.0
37167,1.0,1.0,2.0
29065,13.0,13.0,25.0
48022,43.0,60.0,103.0
48907,8.0,14.0,22.0
01019,1.0,1.0,2.0
01020,6.0,5.0,11.0
40107,15.0,12.0,27.0
01028,83.0,72.0,155.0
13050,26.0,31.0,57.0
22133,7.0,13.0,21.0
18115,102.0,83.0,184.0
10108,2.0,2.0,4.0
45082,31.0,38.0,69.0
34091,,,
50133,3.0,3.0,6.0
01030,4.0,4.0,8.0
01031,70.0,69.0,139.0
44132,1.0,1.0,2.0
24087,5.0,12.0,17.0
26082,2.0,6.0,8.0
40108,,,
47076,711.0,764.0,1476.0
24088,7.0,8.0,14.0
16115,0.0,2.0,2.0
16116,,,
37168,27.0,20.0,47.0
26083,3.0,5.0,8.0
23040,20.0,6.0,27.0
31138,56.0,51.0,107.0
36024,1069.0,937.0,2006.0
22135,7.0,9.0,16.0
22136,31.0,34.0,65.0
36025,273.0,298.0,571.0
39034,3.0,3.0,6.0
31139,1.0,1.0,2.0
22137,56.0,39.0,95.0
27026,42.0,51.0,93.0
01032,28.0,31.0,59.0
16117,60.0,39.0,99.0
48051,8.0,11.0,19.0
05109,,2.0,2.0
42103,69.0,44.0,113.0
50134,1.0,,1.0
47077,1.0,3.0,4.0
33031,857.0,909.0,1767.0
40109,2.0,1.0,3.0
18116,165.0,165.0,330.0
34092,6.0,6.0,12.0
01902,27.0,28.0,55.0
18117,16.0,10.0,27.0
41052,28.0,33.0,61.0
31140,,,
05110,82.0,49.0,131.0
44133,3.0,2.0,5.0
06071,,,
22139,5.0,1.0,6.0
31141,2.0,4.0,7.0
01033,43.0,37.0,80.0
15041,393.0,409.0,802.0
26084,556.0,635.0,1191.0
39035,454.0,488.0,942.0
32038,11.0,12.0,23.0
04056,10.0,4.0,14.0
48052,41.0,47.0,88.0
31142,232.0,159.0,390.0
31143,2.0,1.0,3.0
20048,6.0,,6.0
31144,16.0,17.0,33.0
37169,2.0,2.0,4.0
23054,2.0,2.0,4.0
20902,631.0,675.0,1306.0
22141,1.0,4.0,5.0
22142,19.0,11.0,30.0
22143,20.0,8.0,29.0
22144,14.0,8.0,22.0
40110,15.0,7.0,22.0
40111,9.0,5.0,14.0
40112,193.0,202.0,395.0
01036,488.0,534.0,1022.0
04057,30.0,25.0,55.0
48053,25.0,41.0,67.0
33032,240.0,265.0,504.0
15040,99.0,90.0,189.0
50135,8.0,6.0,14.0
45083,33.0,29.0,62.0
32039,32.0,33.0,65.0
31145,2.0,6.0,8.0
20049,206.0,188.0,394.0
20050,15.0,22.0,37.0
31146,0.0,0.0,1.0
41053,400.0,403.0,803.0
50136,47.0,23.0,70.0
50138,,,
50137,33.0,41.0,74.0
18119,108.0,98.0,205.0
19159,1.0,7.0,9.0
16118,87.0,81.0,168.0
37170,74.0,74.0,148.0
26086,1.0,1.0,2.0
34094,,1.0,1.0
37171,22.0,19.0,41.0
28074,12832.0,12724.0,25555.0
16119,1.0,,1.0
31147,6.0,2.0,8.0
31148,2.0,1.0,4.0
20051,193.0,157.0,350.0
20052,74.0,44.0,118.0
01058,91.0,88.0,179.0
20068,9.0,9.0,18.0
48054,1012.0,1184.0,2196.0
32040,80.0,90.0,171.0
31149,112.0,71.0,183.0
26087,22.0,12.0,33.0
48057,224.0,257.0,481.0
31908,71.0,80.0,151.0
48055,145.0,146.0,291.0
48056,18.0,25.0,44.0
33033,354.0,387.0,741.0
18120,14.0,10.0,24.0
24089,5202.0,5691.0,10892.0
31150,4.0,3.0,7.0
21044,2521.0,2076.0,4597.0
31151,2.0,3.0,5.0
31152,140.0,110.0,250.0
09194,198.0,185.0,383.0
25121,136.0,148.0,284.0
31153,72.0,69.0,141.0
02042,20.0,19.0,39.0
50139,5.0,4.0,10.0
01034,16.0,11.0,27.0
26088,1.0,,1.0
48081,60.0,82.0,142.0
31154,2.0,0.0,2.0
20053,128.0,119.0,248.0
02043,32.0,32.0,65.0
30023,266.0,234.0,500.0
44135,0.0,,0.0
42105,1.0,1.0,2.0
44136,0.0,0.0,0.0
31155,11.0,14.0,25.0
39036,25.0,38.0,63.0
39037,59.0,69.0,128.0
02044,13.0,24.0,37.0
04058,18.0,15.0,33.0
45084,126.0,102.0,228.0
39038,53.0,55.0,109.0
23055,1129.0,1023.0,2152.0
21045,3.0,2.0,5.0
44137,33.0,14.0,47.0
37172,21.0,25.0,46.0
11022,3490.0,3088.0,6577.0
25122,175.0,133.0,308.0
50140,2.0,4.0,6.0
50141,1.0,1.0,2.0
20054,59.0,27.0,86.0
31156,8.0,7.0,15.0
08104,72.0,42.0,114.0
17088,22.0,20.0,42.0
25123,2.0,4.0,6.0
25124,3.0,4.0,7.0
08105,1065.0,954.0,2019.0
17089,826.0,610.0,1436.0
24092,10.0,14.0,24.0
17090,13.0,11.0,23.0
17091,31.0,32.0,63.0
17092,463.0,444.0,907.0
33035,412.0,434.0,845.0
46154,64.0,53.0,117.0
33036,694.0,751.0,1445.0
09195,,2.0,2.0
47079,1.0,,1.0
38024,1932.0,2091.0,4022.0
05113,2.0,1.0,3.0
13904,40.0,20.0,60.0
25125,6.0,4.0,10.0
46155,56.0,51.0,108.0
25126,24.0,19.0,42.0
44141,8.0,3.0,11.0
25120,15521.0,12675.0,28196.0
06073,,6.0,6.0
06074,103.0,123.0,227.0
17093,64.0,75.0,139.0
25127,7.0,2.0,9.0
03085,297.0,311.0,608.0
08107,351.0,368.0,720.0
08108,159.0,163.0,322.0
25128,4.0,3.0,7.0
08106,499.0,574.0,1073.0
46147,1721.0,1509.0,3230.0
17094,171.0,158.0,329.0
43072,5.0,4.0,9.0
25129,,,
46152,27.0,17.0,44.0
46153,28.0,24.0,52.0
46151,34.0,27.0,61.0
46156,176.0,163.0,339.0
43073,5.0,4.0,9.0
43074,92.0,78.0,170.0
17095,8867.0,7626.0,16493.0
07028,137.0,117.0,254.0
46157,183.0,163.0,346.0
12074,19.0,16.0,35.0
07029,389.0,325.0,714.0
17096,8.0,3.0,11.0
07030,180.0,152.0,332.0
08109,,4.0,4.0
07031,3847.0,3890.0,7737.0
46150,110.0,80.0,190.0
22149,11.0,7.0,18.0
32041,29.0,32.0,61.0
50142,,,
32042,164.0,139.0,303.0
06072,17.0,13.0,31.0
18121,8.0,6.0,14.0
31157,353.0,276.0,628.0
28075,552.0,574.0,1126.0
26089,11913.0,11779.0,23691.0
10109,10.0,17.0,27.0
48903,153.0,74.0,228.0
