Codigo Municipio,Uso Industrial,Uso Residelcial,Uso Terciario,Otros Usos
36041,4264,8100,371,12
36042,3103,10854,846,15
36043,425,2437,136,12
36044,505,1549,132,2
36045,2844,11781,753,15
36046,807,2040,124,5
36047,111,1713,82,4
36048,867,3380,139,21
36049,1055,4310,410,7
36050,986,6031,329,12
36051,10863,16131,1512,28
36052,1113,5453,342,77
36053,1431,3472,313,4
36054,710,5306,380,10
36055,1492,7023,715,15
36056,416,2137,97,19
36057,41461,132778,15025,498
36058,168,2132,67,2
36059,536,3231,194,22
36060,7979,19636,2233,48
36061,920,4915,277,7
36901,680,2409,125,2
36902,194,3735,131,14
37001,115,222,6,1
37002,109,203,9,3
37003,217,178,3,1
37004,128,44,1,1
37005,175,209,3,1
37006,116,200,3,1
37007,258,504,12,1
37008,2119,3079,304,4
37009,96,176,4,1
37010,245,917,42,2
37011,138,216,2,1
37012,104,126,7,1
37013,237,173,6,1
37014,579,995,31,2
37015,168,319,7,2
37016,203,462,20,0
37017,202,258,6,1
37018,107,116,2,1
37019,67,116,4,1
37020,167,364,13,1
37021,87,93,3,0
37022,142,226,7,1
37023,385,854,14,0
37024,87,115,3,1
37025,125,150,7,1
37026,180,211,4,3
37027,110,190,13,3
37028,290,155,11,1
37029,228,190,7,2
37030,82,49,2,2
37031,286,350,14,2
37032,441,498,9,1
37033,45,78,3,1
37034,44,48,1,1
37035,248,300,14,2
37036,76,110,3,1
37037,102,114,2,0
37038,217,664,17,2
37039,299,287,7,1
37040,281,325,10,2
37041,119,90,4,1
37042,156,57,4,1
37044,326,405,14,1
37045,50,35,2,0
37046,5806,9670,761,38
37047,101,107,7,1
37049,195,184,5,1
37050,191,83,7,1
37051,121,122,3,1
37052,186,226,6,1
37054,221,329,4,1
37055,213,169,7,1
37056,73,65,4,1
37057,100,200,4,1
37058,167,84,2,1
37059,91,108,5,1
37060,88,243,4,1
37061,93,222,9,0
37062,131,102,2,0
37063,131,139,8,0
37065,493,357,6,6
37067,529,1744,62,2
37068,236,338,8,1
37069,430,951,46,1
37070,205,448,8,1
37071,120,137,3,2
37072,254,126,5,1
37073,256,503,25,1
37074,69,170,4,1
37077,105,176,10,4
37078,508,1074,46,2
37079,122,67,5,1
37080,91,200,9,1
37081,251,716,23,1
37082,281,691,17,1
37083,90,196,9,2
37085,3218,2894,295,1
37086,35,65,2,1
37087,125,619,14,0
37088,172,170,3,1
37089,94,87,4,3
37090,68,173,5,1
37091,128,283,6,1
37092,1301,1542,56,1
37096,92,254,6,1
37097,41,39,2,1
37098,171,320,7,22
37099,99,126,2,1
37100,253,125,3,1
37101,303,212,6,2
37102,432,456,7,1
37103,268,538,7,1
37104,59,38,2,0
37106,503,334,8,1
37107,5291,8932,602,10
37108,58,80,5,1
37109,187,237,4,0
37110,67,81,3,1
37112,184,226,4,1
37113,409,343,13,1
37114,167,89,3,1
37115,108,118,2,1
37116,136,56,3,1
37117,222,981,19,1
37118,155,117,3,0
37119,65,188,2,1
37120,152,110,8,0
37121,145,455,11,3
37122,134,127,3,2
37123,335,161,6,1
37124,176,236,3,1
37125,184,285,5,1
37126,229,48,3,3
37127,89,273,7,1
37128,285,206,4,1
37129,98,248,11,1
37130,107,117,4,1
37131,196,230,4,1
37132,283,371,12,0
37133,124,137,5,0
37134,85,160,8,1
37135,712,1018,53,3
37136,364,732,16,1
37137,87,84,3,0
37138,97,216,10,1
37139,203,313,2,2
37140,179,556,67,2
37141,208,176,6,3
37142,123,799,12,1
37143,343,416,5,1
37144,134,249,5,4
37145,129,309,8,1
37146,255,263,4,6
37147,69,239,6,2
37148,212,328,11,1
37149,37,28,3,1
37150,66,29,3,1
37151,135,134,2,1
37152,216,340,7,1
37154,254,120,6,1
37155,104,98,3,1
37156,2639,3060,333,3
37157,61,123,5,3
37158,75,261,4,1
37159,173,122,8,2
37160,428,607,19,1
37161,183,228,4,0
37162,260,296,12,3
37163,60,85,5,1
37164,112,219,7,1
37165,103,59,3,0
37166,105,209,5,1
37167,51,103,5,2
37168,268,614,9,3
37169,179,207,3,1
37170,676,1260,64,4
37171,242,407,12,1
37172,360,741,33,4
37173,695,1496,57,2
37174,513,1052,29,1
37175,123,281,17,2
37176,41,133,5,1
37177,146,383,9,1
37178,127,165,4,1
37179,125,242,6,1
37180,98,82,4,1
37181,111,371,10,3
37182,67,94,4,1
37183,262,338,4,1
37184,496,412,8,1
37185,148,515,12,3
37186,123,95,4,2
37187,300,362,12,1
37188,133,157,7,1
37189,70,95,3,2
37190,245,278,7,4
37191,209,123,3,2
37192,131,275,13,0
37193,160,525,13,1
37194,159,268,13,14
37195,69,75,4,1
37196,62,106,4,0
37197,121,99,3,1
37198,174,211,6,1
37199,61,229,9,1
37200,158,166,6,1
37201,106,312,6,1
37202,97,549,25,1
37203,96,150,5,1
37204,154,306,5,1
37205,112,228,8,1
37206,75,88,4,0
37207,90,429,8,0
37208,165,95,3,0
37209,187,365,13,2
37211,223,182,13,2
37212,86,303,8,1
37213,146,155,4,1
37214,104,192,5,0
37215,137,180,2,1
37216,236,211,7,1
37217,106,76,2,0
37218,133,196,5,1
37219,232,238,3,0
37221,122,558,9,1
37222,62,89,1,1
37223,164,145,3,1
37224,242,170,3,0
37225,95,89,2,1
37226,116,145,4,0
37228,184,282,11,1
37229,80,130,4,1
37230,92,186,10,0
37231,352,310,8,2
37232,127,327,11,2
37233,27,66,3,0
37234,121,494,5,2
37235,113,191,8,3
37236,163,172,5,0
37237,167,321,9,1
37238,57,118,8,1
37239,138,214,12,1
37240,387,772,28,3
37241,104,125,3,1
37242,104,95,3,1
37243,347,87,5,1
37244,74,226,13,1
37245,107,459,6,1
37246,2108,4101,462,6
37247,106,151,5,1
37248,262,176,3,1
37249,176,57,1,1
37250,495,452,10,1
37251,174,159,4,1
37252,197,131,3,2
37253,55,133,4,1
37254,156,193,3,0
37255,106,62,4,0
37256,132,193,4,2
37257,95,58,3,2
37258,143,279,7,2
37259,124,55,3,0
37260,109,175,6,1
37261,317,473,10,13
37262,371,64,7,1
37263,217,486,22,1
37264,112,160,6,2
37265,86,186,5,1
37266,126,105,4,0
37267,119,180,10,1
37268,170,124,2,1
37269,131,449,10,2
37270,120,153,4,1
37271,345,290,9,2
37272,76,143,5,1
37273,80,92,5,2
37274,63953,90852,11011,51
37275,146,120,2,1
37276,127,297,3,2
37277,63,55,3,2
37278,408,716,14,1
37279,282,651,19,1
37280,383,94,5,1
37281,42,38,1,1
37282,234,280,4,0
37283,131,137,5,0
37284,221,358,10,3
37285,262,459,14,1
37286,94,378,9,3
37287,203,302,18,3
37288,70,200,8,1
37289,379,301,4,1
37290,77,96,9,1
37291,151,305,10,1
37292,62,59,2,2
37293,112,157,3,1
37294,5480,6930,675,4
37296,276,408,7,1
37297,195,524,6,4
37298,136,198,10,2
37299,86,197,4,1
37300,366,646,14,3
37301,156,69,2,1
37302,290,343,17,1
37303,57,179,6,2
37304,196,208,5,0
37305,101,329,13,4
37306,259,406,9,2
37307,140,215,6,1
37309,47,49,3,1
37310,86,82,6,1
37311,445,399,12,1
37312,219,272,6,0
37313,113,416,10,6
37314,58,36,2,0
37315,113,158,3,1
37316,342,705,27,1
37317,93,210,4,1
37318,124,148,2,1
37319,265,283,3,2
37320,102,99,4,2
37321,83,112,4,1
37322,1977,1989,105,3
37323,185,350,10,2
37324,209,268,11,2
37325,95,111,7,0
37327,56,141,5,2
37328,400,187,8,2
37329,126,35,3,1
37330,277,297,8,1
37331,328,207,4,2
37332,162,111,4,1
37333,238,201,3,1
37334,109,91,2,0
37335,153,292,5,1
37336,124,62,3,1
37337,195,107,3,2
37338,63,72,5,1
37339,122,208,6,1
37340,352,122,6,1
37341,110,93,2,0
37342,77,185,5,7
37343,103,101,3,1
37344,99,195,11,1
37345,88,127,5,1
37346,207,226,4,1
37347,125,388,6,0
37348,103,132,6,0
37349,408,104,5,1
37350,248,425,12,3
37351,102,245,4,1
37352,98,154,6,1
37353,138,98,4,0
37354,2169,3489,166,1
37355,90,289,5,3
37356,80,102,6,3
37357,213,380,5,0
37358,94,142,2,1
37359,185,307,10,1
37360,311,220,9,1
37361,293,91,4,2
37362,3726,3050,243,0
37363,122,144,8,1
37364,1389,1143,30,4
37365,139,122,7,1
37366,186,54,3,1
37367,268,209,9,1
37368,31,20,2,1
37369,204,157,7,1
37370,233,190,11,4
37371,102,242,6,3
37372,83,102,5,1
37373,505,834,24,3
37374,239,736,22,1
37375,236,393,12,1
37376,647,1799,392,2
37377,237,233,8,1
37378,168,138,3,1
37379,89,95,3,1
37380,94,74,41,0
37381,257,168,5,2
37382,91,176,7,0
38001,8531,21117,14344,43
38002,52,396,24,4
38003,268,1137,81,32
38004,764,1718,119,24
38005,1540,5361,156,8
38006,13918,48145,6206,269
38007,197,945,50,2
38008,664,3446,182,20
38009,933,2901,898,7
38010,540,1952,92,7
38011,4997,12977,675,68
38012,280,1063,45,5
38013,230,1847,128,3
38014,106,518,27,1
38015,346,2133,123,15
38016,84,595,41,4
38017,6451,19521,1387,244
38018,231,1838,62,28
38019,2441,9576,571,25
38020,3344,10272,512,14
38021,143,971,44,13
38022,2734,9535,640,19
38023,17558,66849,4709,101
38024,3364,9840,1027,22
38025,868,3750,197,5
38026,3200,15604,1201,26
38027,352,3429,155,14
38028,6956,17708,7587,22
38029,69,556,31,1
38030,59,1199,20,0
38031,5432,15154,1052,147
38032,2945,7454,350,39
38033,588,1571,125,4
38034,234,1721,60,10
38035,2978,6899,4520,100
38036,2028,4377,413,59
38037,2088,6175,897,20
38038,26191,89037,11227,158
38039,1682,5440,814,15
38040,3697,8867,671,13
38041,415,3019,169,10
38042,498,2180,110,13
38043,1896,9909,461,24
38044,202,1142,36,6
38045,333,2172,102,4
38046,688,4191,190,13
38047,58,1530,31,5
38048,557,2592,146,8
38049,727,2589,546,14
38050,561,1789,75,67
38051,1146,3405,187,7
38052,195,802,26,6
38053,137,1808,72,12
38901,267,1086,70,1
39001,338,1823,86,6
39002,1555,3114,497,14
39003,55,211,8,2
39004,258,1003,67,5
39005,190,1803,45,12
39006,1596,2757,127,22
39007,85,690,25,2
39008,5386,8310,706,17
39009,2296,3341,199,20
39010,154,481,27,2
39011,856,2267,153,14
39012,1567,4297,798,29
39013,354,590,45,8
39014,310,643,64,3
39015,565,877,79,2
39016,5525,13336,933,55
39017,112,513,32,23
39018,1546,2868,181,17
39019,1271,1807,44,8
39020,16327,23621,789,143
39021,68,373,16,5
39022,711,1064,60,8
39023,3310,4221,609,6
39024,1494,3322,227,14
39025,2673,5396,495,33
39026,530,1457,117,13
39027,1028,2232,89,11
39028,2025,2868,148,7
39029,165,582,30,3
39030,291,1574,90,8
39031,577,1217,58,5
39032,280,1374,93,12
39033,307,493,28,1
39034,281,267,10,8
39035,7124,15738,1361,39
39036,89,883,30,5
39037,571,1263,81,4
39038,1169,1676,130,18
39039,93,574,35,1
39040,826,2767,124,18
39041,113,1010,67,5
39042,1799,3502,314,18
39043,1116,1647,115,17
39044,1627,3779,90,10
39045,128,232,18,13
39046,202,988,48,9
39047,13957,13416,269,20
39048,170,1011,31,3
39049,295,279,37,1
39050,217,361,33,4
39051,31,68,5,2
39052,5181,12132,726,79
39053,282,303,29,2
39054,1039,2870,111,13
39055,621,1063,171,3
39056,448,1425,66,8
39057,2118,3090,348,6
39058,112,603,30,6
39059,4311,6098,562,21
39060,1674,3578,201,18
39061,2112,4878,235,7
39062,324,1404,66,4
39063,439,884,77,10
39064,289,937,54,5
39065,74,382,19,10
39066,227,568,28,1
39067,98,552,33,7
39068,832,1110,20,52
39069,240,1175,50,6
39070,32,99,4,3
39071,54,303,21,2
39072,26,38,14,4
39073,3349,5469,399,43
39074,2773,4251,375,28
39075,55179,90795,9632,216
39076,334,1755,195,12
39077,153,188,13,5
39078,214,1019,44,9
39079,4900,7637,769,187
39080,1668,3931,344,13
39081,43,249,14,2
39082,555,1093,147,8
39083,198,662,57,14
39084,95,423,28,2
39085,3234,6809,304,18
39086,115,285,29,6
39087,14550,26282,3045,61
39088,65,67,4,9
39089,149,228,15,19
39090,237,649,19,3
39091,511,1257,71,19
39092,365,1113,82,21
39093,145,525,33,11
39094,726,1860,102,32
39095,1601,3193,210,15
39096,650,633,69,2
39097,67,239,29,1
39098,242,744,68,7
39099,155,1646,51,28
39100,57,551,26,8
39101,25,279,16,3
39102,1051,2482,129,4
40001,168,505,15,2
40002,93,76,1,0
40003,122,226,7,1
40004,128,633,25,3
40005,37,90,3,1
40006,26,71,2,2
40007,105,172,6,1
40008,67,89,3,2
40009,83,153,3,1
40010,98,138,6,1
40012,158,308,8,5
40013,77,116,4,2
40014,106,123,3,1
40015,47,109,4,3
40016,35,57,2,2
40017,51,85,1,0
40018,74,99,3,1
40019,45,86,3,2
40020,158,458,12,0
40021,52,40,3,3
40022,209,319,16,3
40024,767,1416,61,9
40025,55,169,4,1
40026,176,154,9,2
40028,75,123,10,1
40029,34,96,3,1
40030,105,488,14,5
40031,278,747,10,1
40032,220,504,41,5
40033,43,123,9,1
40034,64,143,5,3
40035,168,178,15,4
40036,309,537,14,3
40037,58,76,3,1
40039,157,312,22,6
40040,723,2614,133,4
40041,424,864,22,2
40043,466,1334,42,4
40044,115,216,14,1
40045,58,306,6,2
40046,59,217,8,2
40047,67,97,2,1
40048,26,110,3,1
40049,42,88,4,3
40051,56,87,2,3
40052,72,157,6,2
40053,67,207,8,1
40054,313,719,25,2
40055,29,58,1,1
40056,37,89,2,1
40057,208,1196,54,7
40058,129,337,8,2
40059,93,172,7,2
40060,89,146,8,2
40061,80,102,3,1
40062,45,66,7,3
40063,3658,5591,494,22
40065,108,384,12,1
40068,24,59,4,2
40069,48,67,3,1
40070,62,533,10,1
40071,47,55,1,1
40072,69,185,1,1
40073,103,364,11,7
40074,189,228,6,0
40075,115,215,14,3
40076,3336,9090,278,20
40077,673,974,32,2
40078,106,111,8,3
40079,100,836,12,9
40080,62,126,4,1
40081,90,212,4,1
40082,88,136,4,4
40083,84,193,5,1
40084,65,78,7,4
40086,140,582,20,2
40087,83,97,5,2
40088,125,470,5,3
40089,143,222,19,1
40091,91,157,5,1
40092,53,189,4,1
40093,62,189,6,0
40094,91,357,6,3
40095,217,322,14,11
40097,264,257,7,3
40099,80,100,1,1
40100,198,390,12,2
40101,71,765,6,0
40103,68,139,2,1
40104,71,947,16,4
40105,27,86,1,1
40106,90,310,8,3
40107,73,163,7,2
40108,128,212,5,2
40109,76,135,3,1
40110,397,539,13,5
40111,25,73,3,2
40112,1046,1662,123,6
40113,113,374,8,1
40115,68,184,10,4
40118,91,84,4,2
40119,73,188,5,1
40120,59,173,2,2
40121,106,433,12,12
40122,72,1419,31,2
40123,155,331,10,3
40124,66,187,3,1
40125,80,110,6,0
40126,125,133,9,1
40127,61,75,3,2
40128,95,171,5,2
40129,69,179,6,4
40130,117,175,7,7
40131,38,119,2,1
40132,151,174,3,14
40134,391,726,21,3
40135,84,286,13,1
40136,120,165,4,1
40138,642,1744,85,5
40139,133,412,18,2
40140,37,212,5,1
40141,307,669,17,8
40142,48,136,2,1
40143,65,191,5,1
40144,27,104,4,0
40145,279,929,27,1
40146,244,463,6,2
40148,115,252,6,4
40149,393,582,15,6
40150,141,158,6,3
40151,87,39,3,1
40152,348,805,18,3
40154,33,25,2,0
40155,630,2382,136,2
40156,237,393,24,4
40157,59,97,4,1
40158,33,42,1,1
40159,78,142,5,1
40160,102,145,6,0
40161,46,108,6,5
40162,191,658,26,1
40163,32,84,4,0
40164,77,148,7,0
40165,68,139,3,1
40166,102,173,10,3
40168,51,75,4,1
40170,1215,3009,168,17
40171,54,107,3,1
40172,25,129,3,0
40173,44,141,1,1
40174,107,407,10,1
40176,166,359,10,3
40177,104,145,5,1
40178,76,141,6,3
40179,170,576,14,3
40180,265,330,18,3
40181,1223,3820,120,15
40182,152,245,8,3
40183,58,140,5,1
40184,99,364,14,5
40185,943,1125,72,16
40186,73,65,4,3
40188,68,147,4,5
40189,135,459,9,1
40190,89,72,4,1
40191,215,608,25,5
40192,95,206,11,4
40193,64,226,11,1
40194,14372,26624,2567,56
40195,418,1412,95,16
40196,30,75,2,1
40198,21,34,0,1
40199,54,154,14,1
40200,40,80,5,4
40201,37,41,3,4
40202,57,175,3,1
40203,578,894,41,6
40204,108,345,6,1
40205,407,384,18,6
40206,132,303,12,4
40207,104,489,11,4
40208,517,992,22,5
40210,70,197,3,1
40211,67,77,5,4
40212,49,75,3,1
40213,124,113,4,7
40214,175,191,8,5
40215,102,223,7,2
40216,405,667,30,2
40218,122,157,4,1
40219,190,422,13,20
40220,93,104,3,2
40221,56,115,3,1
40222,139,254,7,1
40223,230,566,21,22
40224,21,93,2,1
40225,210,973,46,6
40228,85,349,15,2
40229,71,104,3,6
40230,61,103,1,5
40231,144,196,6,1
40233,177,614,13,1
40234,193,390,11,1
40901,60,406,10,3
40902,96,175,5,1
40903,64,155,2,2
40904,34,359,9,6
40905,66,181,3,0
40906,541,1325,39,1
41001,289,1104,32,1
41002,115,1062,30,3
41003,119,1217,37,1
41004,8744,29868,2109,53
41005,1051,5138,275,14
41006,232,1376,37,2
41007,1600,6799,342,5
41008,168,547,14,2
41009,55,966,38,4
41010,131,2728,91,3
41011,2102,7534,438,8
41012,461,1966,85,34
41013,544,2317,104,2
41014,375,1258,44,0
41015,278,2796,81,6
41016,1131,4163,721,4
41017,2097,8550,1366,6
41018,863,4937,248,5
41019,501,2998,193,1
41020,903,6196,248,5
41021,3121,12758,1090,4
41022,513,2125,84,3
41023,1178,4676,240,4
41024,2002,13253,669,9
41025,243,1251,43,1
