Codigo Municipio,Nº Vehiculos
50020,938
50021,31
50022,1272
50023,175
50024,1599
50025,5067
50026,492
50027,248
50028,113
50029,573
50030,1946
50031,172
50032,265
50033,73
50034,925
50035,94
50036,68
50037,160
50038,1517
50039,451
50040,114
50041,13
50042,15
50043,529
50044,233
50045,1300
50046,191
50047,107
50048,37
50050,102
50051,936
50052,111
50053,828
50054,69
50055,3312
50056,464
50057,1253
50058,73
50059,793
50060,193
50061,218
50062,1916
50063,94
50064,432
50065,67
50066,3072
50067,12843
50068,2383
50069,72
50070,86
50071,130
50072,188
50073,2697
50074,7094
50075,94
50076,183
50077,233
50078,256
50079,238
50080,36
50081,485
50082,85
50083,102
50084,86
50085,197
50086,175
50087,39
50088,286
50089,7875
50090,141
50091,62
50092,432
50093,208
50094,1664
50095,11903
50096,43
50098,198
50099,3467
50100,332
50101,1038
50102,933
50104,345
50105,310
50106,99
50107,1638
50108,131
50109,111
50110,401
50111,1386
50113,808
50114,137
50115,3610
50116,281
50117,133
50118,2112
50119,999
50120,53
50121,252
50122,84
50123,423
50124,481
50125,405
50126,2223
50128,33
50129,232
50130,482
50131,254
50132,686
50133,75
50134,149
50135,113
50136,589
50137,1109
50138,58
50139,376
50140,142
50141,109
50142,36
50143,649
50144,40
50146,291
50147,765
50148,279
50149,45
50150,752
50151,565
50152,1496
50153,919
50154,168
50155,115
50156,268
50157,352
50159,725
50160,2581
50161,117
50162,157
50163,3114
50164,396
50165,2047
50166,261
50167,216
50168,35
50169,324
50170,413
50171,118
50172,272
50173,200
50174,76
50175,980
50176,268
50177,341
50178,289
50179,238
50180,92
50181,1084
50182,3923
50183,325
50184,100
50185,167
50186,36
50187,48
50188,41
50189,914
50190,672
50191,452
50192,346
50193,611
50194,93
50195,44
50196,108
50197,54
50198,83
50199,357
50200,584
50201,511
50202,138
50203,1141
50204,3546
50205,73
50206,503
50207,174
50208,1925
50209,2767
50210,32
50211,324
50212,35
50213,103
50214,32
50215,30
50216,243
50217,460
50218,110
50219,5231
50220,40
50221,32
50222,1724
50223,947
50224,541
50225,2341
50227,177
50228,317
50229,73
50230,1172
50231,318
50232,211
50233,77
50234,224
50235,2225
50236,111
50237,129
50238,118
50239,111
50240,1233
50241,572
50242,97
50243,306
50244,179
50245,134
50246,59
50247,933
50248,572
50249,372
50250,40
50251,7608
50252,6138
50253,551
50254,189
50255,198
50256,94
50257,141
50258,60
50259,134
50260,30
50261,228
50262,1195
50263,210
50264,148
50265,168
50266,105
50267,535
50268,64
50269,314
50270,25
50271,286
50272,11346
50273,41
50274,94
50275,92
50276,118
50277,84
50278,243
50279,80
50280,392
50281,81
50282,90
50283,113
50284,152
50285,664
50286,95
50287,330
50288,3940
50289,70
50290,422
50291,96
50292,263
50293,377
50294,70
50295,54
50296,437
50297,362466
50298,5440
50901,185
50902,30
50903,1630
51001,63349
52001,60641
31002,509
31011,777
16905,1173
01008,1002
31040,224
46062,5302
22246,112
31902,4872
20024,403
31075,70
10065,150
07018,861
20069,120762
31097,9423
46138,438
41052,2950
31146,43
05119,19
07032,26947
31172,335
46176,1816
01039,215
31181,151
31195,233
07040,326465
16167,371
46204,6166
46207,5751
43131,4468
12103,6894
48085,8655
23086,10297
31238,97
46255,3817
18149,5122
17030,19
24165,24
28015,326
29902,28
33037,76
35013,139
39021,39
42151,2
43085,6
46244,56
