Codigo Municipio,Nº de Jubilados,Nº de Estudiantes
25185,190,155
34156,30,*
17145,560,260
12095,320,205
40171,*,*
50225,595,440
30034,420,230
24131,420,80
24132,290,30
17146,480,880
45147,145,130
43126,255,355
44195,45,15
19237,20,*
29082,5265,9745
26125,890,730
37268,50,*
41081,4525,8575
25186,60,55
05194,65,15
09318,40,*
44196,75,20
05195,100,*
49176,380,65
40172,*,*
19238,10,*
29083,785,510
04078,230,235
46215,390,365
10155,310,205
39063,365,75
49177,120,40
02067,345,260
32071,835,170
33058,750,275
42158,50,20
24133,185,25
27054,630,140
39064,410,270
17147,2490,1675
08180,5710,7000
06114,65,15
25913,20,15
17148,385,375
17149,100,85
43127,250,220
43128,255,210
17150,305,385
43129,1110,1365
17151,50,40
28123,5285,18595
05196,20,5
09321,560,395
49178,130,125
47134,75,20
24134,1220,510
47135,50,*
37269,215,70
49179,170,75
10156,40,15
28124,15,25
10157,120,35
19239,70,*
10158,175,35
02068,115,85
28125,625,785
19240,35,*
45148,190,20
13901,280,205
10159,145,35
37270,55,25
28126,30,*
22197,165,85
26126,15,*
06115,365,290
08181,1475,2200
46216,800,1720
43130,85,40
21061,1200,1420
41082,870,710
43131,1110,1040
40173,35,35
08183,1315,1100
02069,2490,3295
36047,1220,290
44197,40,*
26127,90,15
43132,105,105
49180,80,*
15074,1420,655
03113,9135,1605
09323,40,*
42159,30,*
37271,130,50
03114,755,365
10160,100,35
19241,20,*
19242,50,5
50227,20,*
31209,50,30
45149,295,90
31210,90,35
29084,6605,7585
41083,335,245
24136,305,45
04079,7955,19480
43133,1775,1685
21062,485,310
36048,1585,1145
10901,265,260
38032,2025,3625
17152,3545,3820
49181,180,35
12096,320,180
25189,460,635
11030,3950,5880
46217,275,210
46218,335,180
47137,20,*
43134,85,70
42160,75,35
44198,80,35
09325,90,15
16181,40,5
28127,8660,23960
28128,135,50
39065,85,30
32072,1215,540
10161,25,10
09326,30,20
08184,11230,14270
47138,75,30
32073,655,150
44199,*,10
44200,20,*
44201,165,125
08185,70,45
41084,860,670
18170,100,35
09327,10,*
09328,40,*
47139,295,180
50228,105,30
19243,20,*
39066,270,130
50229,30,10
39067,340,60
46219,60,30
13902,115,85
39068,215,90
17153,50,45
08901,85,55
23074,730,660
14058,2275,1870
08187,40375,38095
24137,415,145
50241,305,100
22199,2075,1640
23075,840,795
12097,40,*
19244,40,*
16185,35,*
19245,405,350
13073,185,65
40174,160,50
15075,3310,2275
31212,80,10
50230,380,250
16186,190,90
19246,30,*
47140,55,5
37272,55,10
08188,35,20
03115,175,35
37273,55,*
46220,13580,11655
24139,740,345
37303,95,20
22200,65,70
26128,30,15
37274,35510,25855
18171,715,625
29085,85,25
33059,2090,615
22201,140,30
22202,50,15
09329,50,10
09330,430,325
25190,105,30
49183,50,*
36049,1525,1625
44203,*,*
34157,560,475
09332,15,40
37275,65,5
08190,110,35
31213,25,10
44204,15,*
42161,70,20
46221,110,80
17154,15,40
22203,35,10
50231,115,40
03116,310,270
31214,20,30
34158,80,45
16187,50,5
07059,995,845
09334,15,*
08191,1885,1195
22204,230,250
19247,50,15
16188,50,20
37276,65,*
05197,45,20
02070,205,85
18173,2380,2660
43135,120,85
10162,205,75
43905,3170,4520
17155,3690,6430
41085,700,1330
16189,85,50
05198,40,10
47141,45,25
06116,510,405
36050,2010,1465
50232,65,30
06117,400,330
10163,120,10
37277,25,*
01051,835,880
12098,255,140
01052,65,35
40176,140,60
49184,80,20
27055,605,75
44205,315,115
50233,40,*
31215,1175,1215
09335,15,*
24141,65,*
44206,55,10
28129,1045,3475
49185,60,30
32074,550,80
19248,25,25
24142,5345,5845
19249,25,*
38033,995,595
46903,615,1770
26129,360,145
35018,1930,3925
05199,25,*
05200,30,*
21063,510,640
45150,180,80
05201,205,65
35019,7805,8895
13074,275,240
34159,65,65
49186,140,15
47142,85,15
34160,45,20
32075,1205,630
16190,1440,1260
34161,10,*
40177,70,15
49187,355,255
37278,105,185
38023,23010,29800
24144,360,60
40178,45,15
40906,170,860
32076,1080,185
24145,320,70
42162,750,500
37284,175,*
22205,180,35
05206,10,*
24146,145,20
05208,35,*
49188,55,10
05207,285,105
42163,10,5
39069,500,345
37285,225,25
11031,14140,21275
28130,4480,8045
03118,4940,1000
05209,55,*
03904,250,360
30035,5225,6940
11902,950,845
41086,3880,3865
05901,135,10
05210,45,10
05211,155,95
38034,850,835
22207,40,35
05212,120,15
09337,35,15
05213,65,*
21064,1115,1910
49189,120,20
24148,680,265
42164,580,400
47143,45,20
13075,85,35
28131,2775,4225
16191,385,200
05214,15,*
09338,20,70
34163,25,*
16192,30,*
28132,1855,3905
05215,60,10
50234,80,40
45151,245,95
33061,215,40
45152,275,100
09339,85,*
10164,305,130
31217,140,30
28133,1355,1685
49190,45,*
47144,15,10
37286,95,35
05216,75,20
33060,5585,2160
44207,115,*
40182,80,35
50235,620,605
38035,2405,3060
39070,50,*
40183,80,10
05217,25,10
49191,120,25
03120,2450,945
05218,50,15
37287,105,30
47145,245,105
22903,225,105
47146,65,45
37036,35,*
49192,65,10
26130,60,25
09340,25,*
24149,60,15
26131,25,*
01053,160,140
37288,70,35
37289,135,15
41088,145,80
47147,40,15
45153,520,385
05219,20,*
02071,340,185
24150,130,15
49193,240,55
40184,100,55
49194,150,45
47148,155,60
06119,160,180
37291,90,45
05220,130,80
30036,3605,5180
39071,200,45
37290,35,10
42165,145,105
16193,50,*
47149,25,*
37292,30,*
12101,160,60
26132,45,20
47150,145,35
34165,30,5
45154,295,310
11033,4470,6095
39072,140,50
15076,1025,315
47151,10,*
38036,1470,1760
14059,225,145
28134,10040,16380
21066,160,80
33063,230,50
26139,30,5
06123,1325,955
05231,60,30
39080,920,670
49208,225,25
26142,250,175
47156,65,20
03122,7445,11055
09360,*,*
49209,225,40
32070,360,45
25191,140,80
24143,195,70
05204,230,100
37280,35,5
37281,20,*
40179,175,155
05205,40,10
37282,100,20
06118,100,20
37279,265,120
32077,610,130
37283,50,15
03117,225,85
40180,130,60
22206,85,15
31216,1010,990
11032,9950,13940
21065,105,45
41087,1785,2950
31219,35,10
08194,6425,6590
08195,25,10
08196,3275,5855
08197,1610,2450
17157,30,30
17183,65,65
07046,3230,3565
08198,870,1235
08199,170,155
08200,15020,14225
08201,120,90
43136,2985,2775
08203,545,650
08202,2810,3090
08204,550,885
17158,120,75
08205,10055,22250
08206,190,215
25196,40,10
08207,385,655
08208,1105,1610
17159,145,135
08210,1085,1050
17160,4210,3530
08211,7435,8720
17161,305,270
08212,145,125
17162,40,35
08209,1335,1615
08213,1200,1660
17163,515,720
25192,255,130
25197,55,35
17164,1270,965
08215,705,685
08193,200,280
08216,*,*
17165,265,100
43137,495,470
43902,870,650
07049,540,305
03119,3195,4820
07050,1090,815
17167,930,455
17168,125,105
12902,500,560
08218,2070,2070
08217,5135,6940
17185,725,450
46222,105,85
17166,130,115
12099,290,110
07048,2835,4100
08903,85,45
17169,450,830
08220,490,735
17903,190,250
08221,2565,3360
17171,55,50
25193,250,165
07051,1850,1460
08222,345,515
08223,485,425
07052,1455,1495
08225,30,15
08224,140,230
17172,95,140
25902,245,110
08226,250,295
08227,570,565
08228,65,75
17173,55,60
12100,560,365
08229,220,90
17174,45,30
17175,155,115
17176,30,45
17177,185,100
08231,4580,5515
08232,525,495
08233,515,435
08234,620,965
17178,435,345
08189,40,30
08235,865,965
08236,520,455
08237,635,370
08238,2050,4765
08239,100,145
25194,145,80
08240,2000,2500
08241,35,10
08098,575,620
08262,2000,1625
08264,820,1560
08265,445,425
08263,4850,5580
06120,840,790
10165,105,20
45155,215,60
21067,145,100
43138,810,690
21068,325,175
35021,2925,4170
09343,30,5
08243,40,20
34167,50,15
22208,55,30
49197,70,10
26134,60,*
08244,1060,1890
17180,1975,2475
08245,23965,19590
43139,610,620
24151,250,45
49199,110,40
24152,215,50
15077,3090,1395
17181,685,1040
49200,285,135
24153,120,35
49201,140,35
39073,1720,2640
34168,30,*
50236,85,*
38037,3035,3165
09345,45,20
22209,30,40
10166,125,15
45156,920,865
13076,210,65
04080,80,30
50237,35,15
16194,140,20
13077,1050,805
44208,20,*
10167,130,25
05222,55,20
38038,35440,38885
42166,30,*
18174,130,70
45157,475,565
05221,160,35
09346,50,*
23076,210,125
24154,385,160
26135,80,15
14061,320,120
47152,30,10
49202,90,*
07053,280,325
08246,355,390
44209,385,110
26136,35,20
50238,45,*
33062,195,40
08247,210,245
08248,990,1560
07054,4660,4810
18175,2645,3665
04081,130,65
08249,50,95
09347,70,15
09348,45,5
17182,45,75
35022,7265,14610
12102,215,150
07055,1920,2205
08250,1850,1940
08251,965,1590
08253,50,20
39074,1520,1560
08254,510,360
22906,60,25
35023,2780,2725
42167,115,40
28135,180,190
24155,275,45
49203,155,40
42168,50,5
05226,50,*
16196,235,90
08256,125,185
08255,30,45
08257,25,25
24158,170,*
08259,1425,1840
37293,50,*
49204,45,*
05224,35,10
05225,160,55
07056,1215,1290
09350,165,80
16195,260,90
05902,115,40
09351,20,*
09352,80,*
24156,150,*
24157,765,605
05227,115,110
16197,45,*
08258,245,170
40185,405,135
09353,15,20
24159,905,175
06121,970,760
10168,100,25
37294,1550,3505
40186,20,*
45158,590,605
09354,10,*
21069,500,425
43140,605,620
17184,330,255
08260,3815,5450
03121,7355,5760
08261,550,705
38039,2255,2800
31220,270,145
14060,1225,1160
22212,35,*
39075,40575,28925
07057,2550,1950
24160,295,75
50239,20,*
47153,70,*
34169,170,50
10169,200,75
23077,215,110
15078,18820,16125
37296,165,25
10170,105,30
05228,90,10
38040,2775,1290
05904,65,15
24161,155,45
23904,1060,560
37297,180,90
34170,25,*
09355,55,*
34171,470,130
37298,90,20
49205,155,30
47154,55,15
49206,420,155
09356,15,*
10171,165,45
10172,220,130
39076,990,700
41089,1040,1810
15079,755,185
23079,950,925
39077,115,25
39078,415,160
19250,10,*
40188,35,*
40189,215,50
37299,85,25
33064,90,*
26138,1230,1160
05229,40,*
40190,10,10
09358,95,35
45901,230,145
23080,640,415
05230,45,5
40191,105,45
30901,2170,3445
39079,2485,2025
28136,165,180
28137,275,510
06122,1500,1725
37300,195,75
49207,155,20
24162,355,330
47155,330,725
34174,85,35
08192,1285,1400
26140,95,50
26141,65,*
48082,10770,7460
36051,4170,3070
49210,175,60
47157,160,95
37301,40,10
09361,60,5
33065,360,155
24163,635,1035
22213,985,750
39081,175,80
09362,55,55
43142,330,340
12103,50,*
32078,755,60
27057,3680,1875
17186,885,870
31222,20,*
44210,215,165
25201,40,15
25200,130,50
31223,355,190
45159,55,*
09363,395,105
50240,430,130
19251,15,*
10173,135,160
41090,965,875
37302,150,35
40192,80,35
17187,170,150
38041,1335,1800
43143,25,*
27058,1900,445
03123,1615,2000
29086,565,220
19252,55,*
40193,70,65
47158,270,140
22214,30,20
43144,295,280
46223,1660,1740
29087,325,70
50242,40,10
46224,45,20
12104,2015,1560
40194,10740,10720
20070,280,275
23081,545,315
06124,585,365
44211,25,*
10174,70,25
45160,325,190
22215,55,10
19254,30,*
39082,565,315
03124,190,65
46225,130,60
07058,740,760
17188,45,30
43145,920,1375
19901,20,*
46226,20,*
22217,145,65
24164,190,20
43146,10,15
07047,545,645
04082,125,15
22218,20,15
43044,1235,1125
03125,160,95
44212,25,*
25202,25,10
25035,145,40
08267,1270,1685
46227,175,245
37304,95,5
40195,315,215
40196,*,*
09365,25,*
37305,85,20
17190,195,260
28138,10,10
34175,50,10
04083,690,375
42171,50,10
25204,420,245
46228,540,790
17191,45,35
47159,225,200
05232,40,10
10175,485,165
37306,165,15
37307,100,*
05233,105,30
28140,325,835
10176,110,65
22220,80,20
45161,1170,4490
31224,340,185
48084,7245,4175
50243,150,45
22221,20,20
17192,50,10
11034,565,560
19255,50,*
25203,2360,2400
08269,575,760
41091,125955,138035
28141,605,2285
45162,380,70
25205,135,125
19256,25,*
33066,11310,8425
37309,25,*
10177,425,345
50244,105,40
29088,755,745
12105,355,155
04084,125,45
22222,100,120
46229,305,220
47160,170,70
37310,35,20
05234,25,*
19257,950,820
50245,50,5
23082,620,450
46230,2990,3310
36052,2485,1335
38042,1205,775
17193,780,1260
47161,560,1375
46231,730,595
46232,330,145
07060,740,740
44213,35,10
05235,45,20
06125,615,265
50246,20,*
16198,490,340
08270,4750,5180
17052,35,40
39083,470,130
27059,1240,220
50247,165,165
37311,120,20
15080,875,170
24165,225,15
08271,5,65
33067,340,80
02072,465,325
13078,2480,2430
26143,40,55
05236,70,15
06126,540,550
05237,95,20
13080,180,20
13079,2850,3345
19258,35,*
09366,35,*
16199,20,*
25206,125,45
42172,*,*
43147,185,125
46233,1020,860
07061,2910,2560
39084,300,170
05238,300,135
25207,1695,1725
33068,550,90
19259,5,*
04085,145,90
28143,15,20
15081,415,115
07062,1615,2205
48904,1010,875
12106,390,240
45163,1945,2225
22223,30,15
48085,1965,2605
18176,75,35
48086,505,400
08272,30,25
20065,870,635
04086,805,415
09368,20,*
42173,7690,8130
25208,70,70
37312,105,60
23084,280,240
31225,30,10
25209,410,450
18177,210,70
26144,65,20
50248,180,70
25210,390,350
46234,115,35
12107,120,85
05239,85,35
26145,90,40
40198,20,*
05240,915,930
09369,155,65
45164,95,25
42174,55,20
19260,20,*
34177,45,30
24166,655,220
33069,1055,415
28144,1115,2060
26146,40,5
24167,315,115
34176,50,15
19261,25,*
22904,350,110
16909,295,85
40199,25,25
37313,205,60
09372,30,50
09373,205,35
36053,1590,1330
39085,1725,1380
08273,465,615
25211,210,110
46235,5980,5095
42175,10,*
12108,155,95
04087,75,40
48076,95,55
46236,305,215
31226,190,90
25212,85,40
08274,1625,985
09374,30,10
17194,25,5
34178,25,20
34179,20,*
40200,20,5
49214,310,95
37314,15,*
04088,770,680
04089,405,145
27060,1380,385
32079,600,170
50249,135,30
38043,3585,4860
31227,2210,2070
08276,55,60
18901,210,95
04090,145,55
42176,10,*
42177,50,5
37315,45,5
08277,50,15
28145,330,630
50250,20,*
25215,45,40
06127,835,795
10178,315,105
25216,100,45
45165,14310,18065
06128,1025,865
10179,145,50
10180,1305,1790
16202,390,105
12109,205,160
06129,210,120
17195,90,85
42178,90,*
19262,70,*
37316,280,120
34180,45,5
22225,930,630
47162,25,15
09375,10,5
06130,85,50
38044,570,500
33070,1155,555
49216,65,10
08278,1125,1215
19263,20,*
33071,295,70
16203,2200,2945
19264,20,5
50251,2570,1875
37317,120,50
02073,1445,1385
03127,230,135
37318,60,25
09377,140,180
42181,180,35
22226,320,165
34181,100,45
11035,2855,3210
42182,30,*
43148,24105,25840
25217,2765,3605
25218,20,15
25219,45,15
19265,90,*
50252,1445,1225
46237,1730,1610
46238,3780,3095
08275,55,50
08280,35,20
38045,1140,915
29089,905,710
16204,135,70
38046,1605,2255
35024,2665,4200
08281,925,1425
32080,250,20
09378,10,*
16205,55,20
42183,45,15
37319,75,5
35025,580,155
10181,255,110
37320,30,*
35026,14375,20470
22227,90,15
45166,550,380
19266,80,40
37321,100,10
15082,3215,3625
12110,115,25
46239,340,75
25220,355,220
35027,2460,2675
04091,155,65
17196,55,50
37322,480,660
09380,40,*
08279,38195,41775
46240,85,50
50253,155,40
44215,75,10
13081,220,140
26147,*,*
44216,6205,6945
19267,20,*
03128,3735,1305
33072,800,95
08282,1080,1780
35028,2605,2910
03129,410,260
31228,120,110
47163,115,20
28146,435,440
05241,905,830
50254,70,15
22228,70,200
19268,10,*
38047,820,410
04092,785,850
16206,135,20
35029,650,1150
33073,3635,1195
09381,15,*
05242,150,135
31229,10,*
26148,70,30
12111,200,60
25221,30,20
46241,145,85
28147,210,235
25222,20,*
43149,285,125
43150,505,290
19269,35,*
09382,15,*
02074,1715,1500
50255,115,15
26149,30,*
45167,535,350
41092,1735,1855
12112,25,15
32081,980,255
12113,40,20
39086,145,35
05243,25,10
45168,13470,17445
03130,10,*
40201,20,5
20071,3910,3695
29090,625,420
22229,55,20
41093,2760,6185
13082,6110,7350
36054,3000,2170
08283,1430,1705
37323,155,70
15083,445,110
25223,285,230
24168,170,50
24206,645,275
12114,85,40
47164,130,50
19271,40,5
19270,*,*
08284,2840,3020
47165,1530,1580
19272,20,35
37324,155,20
15084,1490,445
09384,105,50
08285,2665,2420
24169,1080,355
19274,170,250
10182,20,15
44217,15,*
22230,85,45
42184,30,*
26150,65,10
05244,40,*
44218,25,*
03131,150,40
25224,55,30
25225,240,130
37325,50,10
05245,90,85
10183,295,190
10184,300,105
44219,105,20
49219,2185,1395
12115,90,40
34182,225,145
16209,75,15
22232,30,10
13083,750,420
50256,40,*
44220,50,30
45169,70,40
50257,90,15
12116,30,*
31230,40,5
50258,30,*
11036,235,155
44223,25,15
25227,260,75
08286,605,790
10187,160,70
47169,35,*
45171,375,245
43151,55,10
13084,395,190
44224,15,*
43152,180,105
06131,290,215
47170,35,*
10188,165,90
24170,850,320
19279,45,35
23086,2895,3210
44225,45,10
49220,70,15
12119,75,20
12120,110,20
26153,*,*
22233,15,10
44227,55,*
40206,50,25
05247,125,25
40202,40,*
46242,160,45
25226,100,45
42185,20,*
12117,1275,895
23085,625,465
40203,85,305
14062,385,155
18178,310,155
12118,20,15
44221,155,55
47166,110,30
45170,145,15
47167,100,35
47168,10,*
10185,180,90
09386,25,5
40204,75,15
44222,65,*
26151,175,35
26152,20,*
10186,305,160
19277,*,*
19278,25,*
43153,2600,2740
23087,2925,2700
25228,470,975
25907,185,85
09387,45,15
49221,115,30
25230,525,400
50259,*,*
40205,105,50
28148,15175,22950
28149,620,1825
28150,555,905
19280,440,1240
10190,160,60
10189,800,540
16211,215,25
44226,105,*
28151,585,965
25231,180,80
50260,15,*
09388,*,*
39087,12330,8465
08287,285,205
46243,45,15
50261,120,25
08288,510,435
08289,655,1375
47171,150,55
28152,2435,6625
03132,265,80
06132,235,140
06133,375,480
10191,125,120
10192,345,70
19281,*,*
28153,75,155
44228,60,10
19282,90,15
19283,25,*
19284,*,*
29901,11395,12000
26154,*,*
34184,25,*
17197,50,30
46244,11815,16655
22234,335,165
13085,730,460
10193,320,375
30037,4430,7615
09389,35,*
23088,1460,1530
10194,215,60
23090,470,285
23091,270,200
44229,50,30
22235,50,5
22236,100,25
50262,330,260
30038,3125,4820
28154,840,1840
25232,500,340
49222,115,50
31231,55,10
46245,135,85
09390,220,40
47172,60,25
25233,95,45
37327,50,25
44230,75,25
03133,24745,13570
45172,275,75
44231,35,*
50263,105,20
44232,160,55
45173,1935,3225
17198,105,120
17199,1915,2230
43154,65,20
29091,4260,2745
19285,10,*
42187,25,*
16212,125,40
16213,10,*
17200,200,130
19286,120,130
05246,40,*
09391,140,60
43155,7145,6955
19287,65,35
19288,10,*
18179,230,80
09392,25,*
17201,40,20
50264,75,25
17202,960,920
29092,130,125
30039,4800,6075
45174,130,65
15085,1295,490
46246,300,175
27061,480,105
24171,195,30
37328,85,20
49223,415,85
16215,105,40
19289,15,*
12121,525,190
44234,35,15
44235,40,15
22239,40,*
06134,175,120
32082,680,75
50265,15,10
50266,75,5
47173,250,140
15086,1040,320
11037,1395,1460
49224,65,25
37329,*,*
25234,1375,1125
28903,4245,11095
04901,225,50
40207,105,230
16216,145,50
09394,295,140
39088,*,*
42188,25,*
18180,180,130
26155,75,15
27062,265,70
16217,50,10
26157,95,50
21070,1540,1615
47174,85,30
19290,215,215
19291,315,180
34185,20,*
44236,35,10
24172,255,55
48087,145,55
06135,250,290
10195,1925,1720
09395,55,*
09396,50,15
39089,60,*
31232,6330,6375
47175,1235,1705
26158,130,50
46247,350,135
36055,3330,3080
35030,1530,2780
31233,30,5
24173,430,80
40208,260,125
46248,1120,1205
45175,245,110
18181,110,15
04093,1045,620
04094,80,20
23092,5730,7755
48088,35,25
11038,3180,2910
31234,30,15
19293,340,520
42189,15,5
16218,95,30
39090,165,115
48065,845,635
45176,380,1315
18182,635,535
31123,190,130
19294,15,*
31235,80,10
30040,270,105
04095,280,140
17204,175,165
08290,260,470
17205,60,65
43156,1380,1055
43157,165,30
17203,50,30
31236,345,315
41094,950,2040
05249,35,20
50267,185,90
31237,60,30
50268,20,10
47176,125,20
30041,2545,4475
31238,40,15
16219,40,*
49225,75,10
09398,20,*
45177,655,500
31239,70,50
31240,160,145
24174,215,40
48089,540,660
48074,865,660
01054,190,250
20072,1005,1330
47177,50,10
04096,95,40
31241,55,15
31242,95,50
44237,195,65
50269,85,40
20077,1545,1395
50270,25,*
31244,50,30
31243,75,60
47178,60,20
40210,25,15
26160,210,165
17206,40,35
31245,45,*
06136,455,305
50271,120,30
12122,305,100
20073,1145,1205
19296,20,*
50272,1920,4220
31246,30,30
46249,2625,2285
41095,8235,10845
44238,705,480
31247,70,*
08291,845,1465
42190,65,*
49226,100,40
05251,50,*
09400,110,45
17014,15,15
24185,200,90
50274,35,*
39095,625,505
15088,1525,505
44239,20,*
27063,695,200
44240,65,20
47179,130,65
34186,30,*
49227,80,30
39091,660,325
28155,155,115
19297,10,10
10196,115,50
44241,220,75
09403,65,*
47180,45,10
19298,20,10
19299,30,5
42191,80,30
28156,165,235
19300,110,240
06137,295,160
10197,30,*
37330,130,35
05252,25,*
16906,45,*
19301,20,*
44243,15,*
49228,20,5
24175,550,280
10198,430,95
37331,100,15
24176,165,20
02075,490,265
42192,20,*
01055,340,130
19302,25,*
37332,40,5
50273,20,*
10199,75,15
06901,490,600
37333,75,25
10200,285,35
37334,35,5
42193,*,*
28157,155,175
21071,80,30
19303,25,*
44244,30,10
37335,135,50
44245,115,25
24177,185,50
26161,*,*
42194,105,10
28158,180,165
13086,110,25
28159,155,165
16224,25,10
37336,10,10
24178,45,*
10201,65,25
28160,1330,2800
16225,25,10
28161,5405,16270
16227,60,15
42195,65,5
47181,55,20
19304,45,35
10202,235,85
39092,435,100
16228,95,25
34189,25,*
28162,330,945
13087,5290,6270
23093,990,770
19305,70,10
24179,125,30
28163,80,110
24180,450,115
42196,*,*
39093,120,20
40211,30,5
24181,625,275
34190,25,*
19306,30,*
39094,370,75
24182,225,60
44246,445,405
42197,50,*
37337,45,30
24183,410,75
33034,4300,1490
24184,125,10
49229,45,15
19307,10,*
47182,310,245
06138,255,190
28164,655,855
16902,90,*
34192,40,5
40212,15,*
40213,55,5
45179,275,85
24187,355,120
09405,80,*
28165,370,570
09406,45,45
15087,1980,775
37338,25,15
47183,55,15
46250,159905,145725
10203,1460,845
24188,1060,900
06139,190,100
06140,215,160
06141,595,350
41096,990,2005
14063,390,170
13088,185,130
16903,355,290
37339,140,25
22242,35,*
19308,40,*
36056,1245,995
26162,30,10
19309,15,*
16231,20,*
44247,155,35
12124,590,500
03134,75,10
12125,105,25
17208,240,255
25043,190,120
25901,90,70
03136,225,70
03137,310,110
03135,95,40
17207,615,540
12126,6610,6120
46251,695,660
47186,70220,51575
46252,75,15
09408,25,*
12123,15,*
08292,310,260
25238,80,25
08293,95,20
43158,30,15
07063,335,290
29093,670,420
16173,110,10
22243,10,10
34196,30,*
22901,285,145
06146,465,190
09904,185,40
22244,20,10
09908,185,45
09409,45,15
06147,150,60
09410,880,580
09411,55,20
06148,290,190
09902,150,40
09905,150,20
40218,60,5
09412,300,120
48080,2590,2145
09413,200,60
09414,100,10
09415,95,35
39101,110,30
31260,385,220
09416,25,10
34902,70,15
18907,560,375
38049,920,660
18902,415,90
24191,50,10
44249,25,*
38050,1050,360
09417,20,*
37343,15,20
40219,215,130
40220,15,10
40221,15,10
46253,55,15
09418,30,5
49230,65,10
35032,1010,615
25240,335,400
17170,65,35
43159,35,*
08294,295,545
12127,35,*
08295,2040,3065
17209,120,220
43160,315,295
08296,265,685
43161,4505,4550
25906,90,30
25239,155,115
09419,25,*
50275,25,20
09407,10,*
45180,620,785
18183,280,90
47184,75,75
50276,45,20
37340,80,5
16234,25,*
40214,80,45
14064,115,50
35031,1385,2030
19310,15,*
42198,10,*
40215,60,15
31249,545,450
50277,45,*
38048,915,1050
28166,75,55
06142,95,35
47185,40,*
16236,265,175
10204,215,50
24189,965,1210
06143,750,870
06144,185,115
19311,45,*
06145,275,155
37341,35,*
21072,2720,2420
10205,700,360
40216,150,220
24190,85,10
16237,55,10
37342,70,35
43162,895,1300
25909,65,20
16238,250,60
08297,45,45
24193,150,50
37344,75,30
15089,1265,650
24196,770,285
24197,300,120
39096,285,125
39097,200,105
47187,35,15
35033,1445,1285
05253,25,5
49231,180,50
37345,75,10
24198,265,70
47188,45,10
49232,45,20
16239,55,25
24194,110,30
33074,1210,550
49233,60,*
40222,90,40
24199,185,30
40223,90,35
24201,520,95
18911,1005,2305
10902,185,150
44250,10,*
37346,95,25
32083,505,65
11039,2205,2530
45181,585,485
42200,45,*
47189,35,25
05254,80,30
04097,145,15
18184,615,565
04098,690,265
29094,13260,15870
04099,1790,1220
47190,40,15
22245,115,75
50278,70,25
50279,50,15
42201,*,*
42202,20,*
28167,845,3020
34199,415,190
37347,125,95
16240,55,10
47191,40,5
28168,280,285
22909,90,85
43163,6035,6810
49234,185,30
34023,1440,925
46254,440,190
17210,170,145
45182,325,145
18185,145,110
45183,280,770
45184,40,30
26163,40,15
47192,40,10
37348,40,15
40224,20,*
26164,30,*
28169,210,470
04100,1940,3205
50280,115,35
25242,250,135
32084,570,65
03138,830,835
17211,285,185
32085,3705,2315
34201,90,*
43164,85,55
49235,185,75
22247,10,*
31251,820,710
47193,270,395
42204,25,*
19314,15,*
32086,1160,350
10206,105,30
02076,115,55
04101,550,1160
08298,7975,8080
04102,1830,5365
27064,730,175
22248,35,15
38051,1485,1660
14065,420,540
09422,15,*
34093,40,10
09421,100,20
31252,20,10
49236,35,5
49237,80,*
37349,70,10
17212,35,20
17213,1305,1600
25243,650,1280
50281,30,15
36057,60410,51360
26165,115,65
36059,2105,740
43165,185,125
17214,210,165
17215,370,505
36058,1660,840
08299,160,50
17217,110,60
17216,45,40
08301,10095,12680
08300,975,1675
17218,150,135
17220,175,225
12128,405,320
17221,780,1175
38052,395,275
07065,670,595
08305,6560,7235
36060,7270,6860
25244,105,95
17223,215,230
27065,4570,1895
43175,230,100
08306,100,130
25245,115,80
17224,125,60
43166,345,475
17225,70,60
17226,190,215
17227,35,35
32087,715,145
32088,600,185
46256,1365,1775
25247,*,40
17228,75,65
12132,210,90
36061,2465,1760
25248,355,175
25254,255,200
25249,80,30
25250,140,65
43168,45,20
08303,65,40
25251,160,155
08302,2315,2550
08902,590,1245
43167,115,105
08307,11885,12645
43169,160,105
32089,805,70
12134,60,40
32090,395,65
32091,1065,160
12135,8355,10230
32092,210,55
15091,430,80
43170,275,225
17230,130,110
25252,155,115
15090,510,125
43171,2415,4055
08214,1600,1775
08219,3475,4345
17222,35,35
12136,725,580
43172,105,95
23094,975,770
43173,35,25
43174,60,40
09423,15,*
45186,950,695
38053,1075,975
02077,30,*
10207,240,50
28171,1010,1295
10208,55,10
14066,1345,1545
47195,110,70
47196,25,*
34202,15,*
21073,415,525
24202,3410,1335
20075,1075,1135
47197,315,155
24203,55,10
49238,125,10
01057,95,45
49239,310,95
45185,1630,2260
47198,45,*
39098,480,220
23095,2310,2145
40225,320,295
47199,30,5
34204,20,*
42205,35,*
47200,30,10
34205,30,5
28170,570,755
16242,140,65
34206,240,130
24205,335,120
24207,140,45
49240,115,25
09427,565,180
50283,40,5
34208,30,*
39099,775,655
49241,110,20
16243,210,90
09428,50,10
09429,15,*
09430,*,*
49242,185,55
50284,95,25
49243,60,10
05256,50,15
37351,120,20
47203,30,10
31254,660,580
14067,805,935
47204,110,35
50285,150,120
05257,60,10
06149,2470,2690
45187,1165,1060
24209,1195,450
44251,120,50
12129,775,390
09431,50,*
47205,130,50
09432,90,20
47206,45,10
39100,325,140
09433,25,*
47207,130,25
06150,270,135
16244,240,105
24210,250,40
49244,40,*
47208,30,5
06151,305,255
37352,55,20
09434,130,400
34210,40,5
