Codigo Municipio; Municipio;Total Contratos;Contratos iniciales indefinidos hombres;Contratos iniciales temporales hombres;Contratos convertidos en indefinidos hombres;Contratos iniciales indefinidos mujeres;Contratos iniciales temporales mujeres;Contratos convertidos en indefinidos mujeres;Contratos  Agricultura;Contratos  Industria;Contratos Construcción;Contratos  Servicios
05034;Blasconuño de Matacabras;30;0;24;0;0;6;0;29;0;1;0
05035;Blascosancho;9;0;7;0;1;1;0;3;0;3;3
05036;Bohodón, El;8;0;4;0;0;4;0;2;0;4;2
05037;Bohoyo;38;0;17;1;1;13;6;0;1;14;23
05038;Bonilla de la Sierra;12;0;7;0;1;4;0;0;0;1;11
05039;Brabos;2;0;1;0;0;1;0;0;0;0;2
05040;Bularros;3;0;3;0;0;0;0;1;1;0;1
05041;Burgohondo;147;11;65;3;28;37;3;4;1;22;120
05042;Cabezas de Alambre;762;0;262;0;0;500;0;746;0;15;1
05043;Cabezas del Pozo;7;0;5;0;0;2;0;2;0;5;0
05044;Cabezas del Villar;22;0;14;2;0;6;0;6;1;4;11
05045;Cabizuela;10;0;4;0;0;6;0;0;0;6;4
05046;Canales;17;1;11;0;0;5;0;0;0;2;15
05047;Candeleda;870;18;432;5;29;381;5;56;31;158;625
05048;Cantiveros;11;1;9;0;0;1;0;1;0;10;0
05049;Cardeñosa;32;1;18;2;1;9;1;1;0;11;20
05051;Carrera, La;6;0;4;0;0;2;0;0;0;6;0
05052;Casas del Puerto;15;1;9;0;0;5;0;0;0;3;12
05053;Casasola;9;3;6;0;0;0;0;3;0;1;5
05054;Casavieja;230;11;150;2;7;59;1;10;5;102;113
05055;Casillas;86;4;59;0;1;22;0;1;0;42;43
05056;Castellanos de Zapardiel;13;0;10;0;0;3;0;3;0;5;5
05057;Cebreros;372;6;163;6;2;192;3;29;11;71;261
05058;Cepeda la Mora;12;0;10;0;0;2;0;0;0;3;9
05059;Cillán;12;0;6;0;0;6;0;0;0;4;8
05060;Cisla;12;0;6;0;0;6;0;4;0;8;0
05061;Colilla, La;52;3;42;0;2;3;2;6;11;24;11
05062;Collado de Contreras;4;0;3;0;0;1;0;1;0;3;0
05063;Collado del Mirón;1;0;1;0;0;0;0;0;0;0;1
05064;Constanzana;15;1;11;0;0;3;0;7;0;7;1
05065;Crespos;64;4;38;5;2;15;0;1;23;21;19
05066;Cuevas del Valle;73;0;57;2;0;14;0;6;1;4;62
05067;Chamartín;5;0;2;0;0;3;0;0;0;2;3
05069;Donjimeno;6;0;5;0;0;1;0;0;0;3;3
05070;Donvidas;19;0;12;0;0;7;0;0;0;1;18
05072;Espinosa de los Caballeros;22;1;6;4;0;10;1;6;0;1;15
05073;Flores de Ávila;22;0;16;0;0;6;0;3;0;10;9
05074;Fontiveros;86;5;39;2;1;37;2;5;2;23;56
05075;Fresnedilla;22;2;7;1;0;5;7;0;0;3;19
05076;Fresno, El;55;13;16;1;0;25;0;0;1;11;43
05077;Fuente el Saúz;10;0;6;0;0;4;0;0;0;10;0
05078;Fuentes de Año;15;0;10;0;0;5;0;0;0;15;0
05079;Gallegos de Altamiros;3;0;3;0;0;0;0;0;0;1;2
05080;Gallegos de Sobrinos;1;0;1;0;0;0;0;0;0;0;1
05081;Garganta del Villar;2;0;2;0;0;0;0;0;0;2;0
05082;Gavilanes;59;0;36;1;0;22;0;3;0;18;38
05083;Gemuño;6;0;3;0;0;3;0;0;0;3;3
05084;Gilbuena;2;0;1;0;0;1;0;0;0;0;2
05085;Gil García;2;0;2;0;0;0;0;0;1;0;1
05086;Gimialcón;8;0;7;0;0;1;0;1;0;0;7
05087;Gotarrendura;21;0;4;1;2;14;0;0;1;2;18
05088;Grandes y San Martín;0;0;0;0;0;0;0;0;0;0;0
05089;Guisando;80;3;41;0;1;35;0;20;1;15;44
05090;Gutierre-Muñoz;7;3;2;0;0;2;0;3;0;0;4
05092;Hernansancho;11;0;8;0;0;1;2;2;2;4;3
05093;Herradón de Pinares;35;2;20;2;2;8;1;1;2;17;15
05094;Herreros de Suso;5;0;2;0;0;3;0;0;0;0;5
05095;Higuera de las Dueñas;20;0;13;1;0;5;1;1;0;13;6
05096;Hija de Dios, La;7;0;6;0;0;1;0;2;0;0;5
05097;Horcajada, La;26;1;16;0;0;9;0;0;2;16;8
05099;Horcajo de las Torres;77;0;55;0;0;22;0;16;0;42;19
05100;Hornillo, El;60;1;26;1;0;31;1;1;0;14;45
05101;Hoyocasero;135;0;92;0;0;43;0;0;0;3;132
05102;Hoyo de Pinares, El;230;9;127;0;6;88;0;9;5;54;162
05103;Hoyorredondo;9;0;3;0;0;6;0;0;0;2;7
05104;Hoyos del Collado;6;0;5;0;0;1;0;0;0;1;5
05105;Hoyos del Espino;117;1;50;1;2;62;1;0;5;23;89
05106;Hoyos de Miguel Muñoz;0;0;0;0;0;0;0;0;0;0;0
05107;Hurtumpascual;0;0;0;0;0;0;0;0;0;0;0
05108;Junciana;3;0;3;0;0;0;0;0;0;0;3
05109;Langa;100;0;74;0;0;26;0;7;6;58;29
05110;Lanzahíta;119;0;81;0;1;37;0;8;3;47;61
05112;Losar del Barco, El;12;0;6;0;2;4;0;0;4;3;5
05113;Llanos de Tormes, Los;25;0;21;0;1;3;0;0;4;10;11
05114;Madrigal de las Altas Torres;254;5;166;1;2;79;1;62;2;104;86
05115;Maello;79;7;43;5;1;21;2;7;1;16;55
05116;Malpartida de Corneja;6;0;4;0;0;2;0;0;0;0;6
05117;Mamblas;25;0;12;0;0;12;1;10;0;10;5
05118;Mancera de Arriba;2;0;1;0;0;1;0;0;0;2;0
05119;Manjabálago;0;0;0;0;0;0;0;0;0;0;0
05120;Marlín;11;0;8;1;0;2;0;6;0;2;3
05121;Martiherrero;113;0;30;1;4;78;0;1;2;3;107
05122;Martínez;16;1;8;0;2;4;1;1;2;10;3
05123;Mediana de Voltoya;564;0;376;0;0;188;0;0;0;0;564
05124;Medinilla;8;0;6;0;0;2;0;0;0;6;2
05125;Mengamuñoz;0;0;0;0;0;0;0;0;0;0;0
05126;Mesegar de Corneja;2;0;1;0;0;1;0;0;1;0;1
05127;Mijares;87;0;65;0;1;21;0;20;1;4;62
05128;Mingorría;39;1;16;1;3;17;1;0;2;6;31
05129;Mirón, El;10;0;5;0;0;5;0;0;1;0;9
05130;Mironcillo;7;0;2;1;0;4;0;0;1;4;2
05131;Mirueña de los Infanzones;5;1;1;0;0;3;0;0;0;4;1
05132;Mombeltrán;279;2;130;0;13;132;2;47;8;18;206
05133;Monsalupe;9;0;8;0;0;1;0;6;0;1;2
05134;Moraleja de Matacabras;6;0;3;0;0;3;0;0;0;6;0
05135;Muñana;62;2;41;1;0;16;2;8;5;2;47
05136;Muñico;11;1;3;1;0;4;2;1;0;0;10
05138;Muñogalindo;23;2;15;0;0;6;0;0;2;3;18
05139;Muñogrande;4;0;3;0;0;1;0;0;0;2;2
05140;Muñomer del Peco;8;0;5;0;0;3;0;3;0;5;0
05141;Muñopepe;5;0;5;0;0;0;0;0;0;2;3
05142;Muñosancho;7;0;5;0;0;2;0;0;0;7;0
05143;Muñotello;5;0;5;0;0;0;0;0;0;1;4
05144;Narrillos del Álamo;4;0;2;0;0;2;0;0;0;1;3
05145;Narrillos del Rebollar;2;0;2;0;0;0;0;0;0;2;0
05147;Narros del Castillo;8;0;3;0;0;5;0;0;0;0;8
05148;Narros del Puerto;2;0;2;0;0;0;0;0;0;0;2
05149;Narros de Saldueña;11;1;8;1;0;1;0;1;0;8;2
05151;Navacepedilla de Corneja;14;0;10;1;0;2;1;0;0;3;11
05152;Nava de Arévalo;1019;6;367;2;5;639;0;947;0;43;29
05153;Nava del Barco;1;1;0;0;0;0;0;0;0;1;0
05154;Navadijos;23;0;21;0;0;2;0;15;0;0;8
05155;Navaescurial;2;0;2;0;0;0;0;0;0;2;0
05156;Navahondilla;45;0;14;1;2;20;8;0;0;4;41
05157;Navalacruz;17;0;7;0;0;10;0;0;0;6;11
05158;Navalmoral;39;1;24;2;0;12;0;2;0;5;32
05159;Navalonguilla;10;0;6;0;0;4;0;0;0;1;9
05160;Navalosa;22;1;14;1;0;6;0;0;0;14;8
05161;Navalperal de Pinares;53;1;32;0;1;18;1;0;5;20;28
05162;Navalperal de Tormes;4;0;4;0;0;0;0;0;0;4;0
05163;Navaluenga;219;6;103;1;6;101;2;2;15;34;168
05164;Navaquesera;23;0;19;1;1;2;0;0;9;8;6
05165;Navarredonda de Gredos;476;4;189;7;3;266;7;3;1;31;441
05166;Navarredondilla;15;3;4;1;1;6;0;0;1;7;7
05167;Navarrevisca;34;0;26;0;0;8;0;0;2;23;9
05168;Navas del Marqués, Las;538;18;242;15;10;237;16;7;67;114;350
05169;Navatalgordo;15;0;6;0;0;8;1;2;1;0;12
05170;Navatejares;7;0;6;0;1;0;0;0;0;5;2
05171;Neila de San Miguel;3;0;2;1;0;0;0;0;1;1;1
05172;Niharra;437;0;279;2;0;156;0;417;0;12;8
05173;Ojos-Albos;5;0;4;0;0;1;0;0;0;0;5
05174;Orbita;12;0;8;0;0;4;0;0;0;0;12
05175;Oso, El;125;2;97;3;0;23;0;0;16;5;104
05176;Padiernos;14;0;5;0;1;8;0;0;0;3;11
05177;Pajares de Adaja;51;1;17;0;0;32;1;3;0;1;47
05178;Palacios de Goda;36;0;24;2;1;9;0;11;8;10;7
05179;Papatrigo;23;1;8;1;0;13;0;2;0;8;13
05180;Parral, El;3;0;3;0;0;0;0;0;0;0;3
05181;Pascualcobo;4;0;4;0;0;0;0;0;0;0;4
05182;Pedro Bernardo;108;3;65;0;1;38;1;8;12;35;53
05183;Pedro-Rodríguez;12;0;6;0;0;6;0;1;0;2;9
05184;Peguerinos;113;0;57;4;0;51;1;2;0;2;109
05185;Peñalba de Ávila;11;1;6;0;0;4;0;0;4;3;4
05186;Piedrahíta;288;3;112;3;5;161;4;0;7;50;231
05187;Piedralaves;290;4;118;5;4;151;8;1;36;42;211
05188;Poveda;1;0;1;0;0;0;0;0;0;0;1
05189;Poyales del Hoyo;79;2;40;0;2;34;1;1;14;36;28
05190;Pozanco;8;0;6;0;0;2;0;5;0;0;3
05191;Pradosegar;162;0;100;0;0;62;0;154;0;2;6
05192;Puerto Castilla;1;0;0;0;0;1;0;0;0;0;1
05193;Rasueros;20;0;15;0;0;5;0;2;0;12;6
05194;Riocabado;15;1;8;1;0;5;0;3;2;5;5
05195;Riofrío;47;1;31;0;2;13;0;40;0;0;7
05196;Rivilla de Barajas;10;0;8;0;0;2;0;3;0;1;6
05197;Salobral;11;0;8;0;0;3;0;0;7;3;1
05198;Salvadiós;25;7;15;0;1;2;0;0;2;17;6
05199;San Bartolomé de Béjar;1;0;0;0;0;1;0;0;0;0;1
05200;San Bartolomé de Corneja;33;0;23;0;0;10;0;1;0;0;32
05201;San Bartolomé de Pinares;33;0;26;0;0;7;0;0;0;17;16
05204;Sanchidrián;91;8;61;1;2;16;3;5;32;21;33
05205;Sanchorreja;7;0;6;0;0;1;0;1;0;5;1
05206;San Esteban de los Patos;4;0;2;0;0;2;0;0;0;2;2
05207;San Esteban del Valle;57;2;42;0;1;11;1;17;6;18;16
05208;San Esteban de Zapardiel;3;1;2;0;0;0;0;1;0;2;0
05209;San García de Ingelmos;3;0;2;0;0;1;0;0;0;0;3
05210;San Juan de la Encinilla;31;0;22;1;0;8;0;15;0;1;15
05211;San Juan de la Nava;33;2;25;0;0;6;0;3;0;13;17
05212;San Juan del Molinillo;22;1;19;0;0;2;0;0;3;15;4
05213;San Juan del Olmo;73;0;54;0;0;19;0;11;0;8;54
05214;San Lorenzo de Tormes;7;0;6;0;0;1;0;0;0;0;7
05215;San Martín de la Vega del Alberche;74;2;54;2;0;16;0;25;9;6;34
05216;San Martín del Pimpollar;61;3;42;3;0;13;0;16;3;20;22
05217;San Miguel de Corneja;222;0;65;1;0;156;0;208;0;11;3
05218;San Miguel de Serrezuela;11;2;8;0;0;1;0;0;0;6;5
05219;San Pascual;1;0;1;0;0;0;0;0;0;0;1
05220;San Pedro del Arroyo;214;5;168;3;2;33;3;8;2;8;196
05221;Santa Cruz del Valle;42;0;25;0;1;16;0;11;0;2;29
05222;Santa Cruz de Pinares;10;0;6;0;0;4;0;0;0;5;5
05224;Santa María del Arroyo;21;0;17;0;0;4;0;2;0;0;19
05225;Santa María del Berrocal;39;1;16;1;1;19;1;0;1;13;25
05226;Santa María de los Caballeros;2;0;2;0;0;0;0;0;0;0;2
05227;Santa María del Tiétar;104;3;73;4;1;21;2;0;0;11;93
05228;Santiago del Collado;9;0;7;0;0;2;0;0;0;3;6
05229;Santo Domingo de las Posadas;39;0;19;1;0;19;0;16;0;16;7
05230;Santo Tomé de Zabarcos;7;0;5;0;0;2;0;1;0;6;0
05231;San Vicente de Arévalo;38;0;25;0;0;13;0;7;0;10;21
05232;Serrada, La;20;3;11;1;0;5;0;0;0;4;16
05233;Serranillos;12;0;9;0;0;3;0;0;1;4;7
05234;Sigeres;3;0;0;0;0;3;0;0;0;3;0
05235;Sinlabajos;17;0;11;1;0;5;0;1;0;4;12
05236;Solana de Ávila;6;1;4;0;0;1;0;0;0;1;5
05237;Solana de Rioalmar;9;0;4;0;2;3;0;0;0;0;9
05238;Solosancho;400;5;217;1;4;173;0;298;4;20;78
05239;Sotalbo;48;0;32;0;3;13;0;19;4;8;17
05240;Sotillo de la Adrada;508;11;232;9;15;228;13;6;24;74;404
05241;Tiemblo, El;491;9;247;4;18;205;8;16;18;93;364
05242;Tiñosillos;102;0;37;2;1;62;0;0;3;0;99
05243;Tolbaños;5;0;3;0;0;2;0;0;0;1;4
05244;Tormellas;0;0;0;0;0;0;0;0;0;0;0
05245;Tornadizos de Ávila;52;8;22;1;1;16;4;0;11;5;36
05246;Tórtoles;4;0;4;0;0;0;0;0;0;1;3
05247;Torre, La;14;1;9;0;0;4;0;1;2;0;11
05249;Umbrías;5;0;3;0;1;1;0;0;0;3;2
05251;Vadillo de la Sierra;4;0;4;0;0;0;0;0;0;0;4
05252;Valdecasa;8;1;5;0;0;2;0;2;0;0;6
05253;Vega de Santa María;15;0;12;1;0;2;0;6;4;3;2
05254;Velayos;16;0;9;0;0;7;0;0;0;3;13
05256;Villaflor;3;0;2;0;0;1;0;0;0;3;0
05257;Villafranca de la Sierra;7;0;5;0;0;2;0;0;0;3;4
05258;Villanueva de Gómez;2;0;0;0;0;2;0;0;0;2;0
05259;Villanueva del Aceral;9;1;6;0;0;2;0;3;0;5;1
05260;Villanueva del Campillo;2;0;2;0;0;0;0;0;0;1;1
05261;Villar de Corneja;4;0;3;0;0;1;0;0;0;1;3
05262;Villarejo del Valle;20;0;17;0;0;3;0;0;1;12;7
05263;Villatoro;7;0;5;0;0;2;0;0;0;1;6
05264;Viñegra de Moraña;3;0;2;0;0;1;0;0;0;0;3
05265;Vita;6;1;3;0;0;2;0;1;0;0;5
05266;Zapardiel de la Cañada;12;0;9;0;0;3;0;2;0;5;5
05267;Zapardiel de la Ribera;6;0;4;0;0;2;0;0;0;4;2
05901;San Juan de Gredos;18;0;14;0;0;4;0;1;0;9;8
05902;Santa María del Cubillo;90;3;75;6;0;6;0;0;27;38;25
05903;Diego del Carpio;7;0;5;0;0;2;0;0;1;2;4
05904;Santiago del Tormes;7;0;5;0;0;2;0;0;2;1;4
05905;Villanueva de Ávila;18;0;9;0;1;7;1;0;0;8;10
06001;Acedera;423;1;173;0;1;244;4;307;5;10;101
06002;Aceuchal;8180;32;4281;11;7;3844;5;6869;91;302;918
06003;Ahillones;575;2;333;1;5;234;0;278;2;219;76
06004;Alange;1744;3;990;3;4;743;1;1138;27;84;495
06005;Albuera, La;1266;9;750;4;11;489;3;395;455;48;368
06006;Alburquerque;2196;13;1481;7;13;672;10;584;111;413;1088
06007;Alconchel;512;7;319;2;1;178;5;208;5;105;194
06008;Alconera;248;4;196;3;0;45;0;2;10;35;201
06009;Aljucén;45;0;25;0;0;18;2;3;0;10;32
06010;Almendral;425;1;260;4;3;156;1;126;6;34;259
06011;Almendralejo;24515;226;16947;145;127;6972;98;16077;1784;1633;5021
06012;Arroyo de San Serván;4178;10;2693;17;9;1445;4;3233;33;88;824
06013;Atalaya;186;0;159;0;0;27;0;123;1;13;49
06014;Azuaga;3218;27;2019;7;11;1145;9;1077;40;805;1296
06015;Badajoz;73756;1023;39821;662;956;30723;571;26837;2244;4475;40200
06016;Barcarrota;832;13;513;15;7;275;9;246;6;329;251
06017;Baterno;94;0;66;0;0;28;0;46;0;0;48
06018;Benquerencia de la Serena;385;1;283;0;0;101;0;89;1;28;267
06019;Berlanga;1293;4;855;7;3;424;0;701;18;82;492
06020;Bienvenida;1099;5;788;3;0;302;1;674;16;203;206
06021;Bodonal de la Sierra;155;1;117;1;0;36;0;21;3;90;41
06022;Burguillos del Cerro;596;8;442;2;7;135;2;109;12;196;279
06023;Cabeza del Buey;1394;15;952;12;11;401;3;235;40;470;649
06024;Cabeza la Vaca;365;2;240;0;0;123;0;68;34;180;83
06025;Calamonte;2315;18;1564;11;9;708;5;1358;17;135;805
06026;Calera de León;332;3;247;2;1;77;2;125;27;96;84
06027;Calzadilla de los Barros;372;2;226;0;0;144;0;124;3;197;48
06028;Campanario;882;12;568;11;8;280;3;118;73;175;516
06029;Campillo de Llerena;1057;8;574;4;0;471;0;608;1;297;151
06030;Capilla;37;0;20;0;0;17;0;4;0;0;33
06031;Carmonita;121;0;72;0;1;48;0;38;0;7;76
06032;Carrascalejo, El;12;0;7;0;0;5;0;8;1;0;3
06033;Casas de Don Pedro;355;4;216;1;11;123;0;30;1;44;280
06034;Casas de Reina;196;2;142;0;0;52;0;144;0;34;18
06035;Castilblanco;141;1;86;0;1;53;0;49;2;13;77
06036;Castuera;1211;21;606;21;14;510;39;87;136;81;907
06037;Codosera, La;415;2;273;0;1;138;1;154;4;53;204
06038;Cordobilla de Lácara;839;2;655;0;0;181;1;696;6;2;135
06039;Coronada, La;425;3;286;0;0;136;0;136;5;107;177
06040;Corte de Peleas;1622;3;1112;3;2;501;1;1239;3;34;346
06041;Cristina;257;0;206;0;0;51;0;182;13;5;57
06042;Cheles;274;0;128;0;0;146;0;24;0;3;247
06043;Don Álvaro;305;0;140;0;2;162;1;9;3;12;281
06044;Don Benito;15110;188;8609;138;128;5939;108;6690;829;1011;6580
06045;Entrín Bajo;1079;0;734;3;1;341;0;929;0;8;142
06046;Esparragalejo;194;1;130;1;1;61;0;66;1;30;97
06047;Esparragosa de la Serena;241;1;108;1;0;131;0;41;6;2;192
06048;Esparragosa de Lares;188;1;107;1;0;79;0;47;3;28;110
06049;Feria;373;4;269;1;1;98;0;182;4;118;69
06050;Fregenal de la Sierra;1316;9;850;12;5;431;9;151;87;377;701
06051;Fuenlabrada de los Montes;569;0;407;2;2;158;0;328;5;4;232
06052;Fuente de Cantos;1267;18;832;7;13;393;4;368;40;330;529
06053;Fuente del Arco;536;1;337;2;1;194;1;285;1;101;149
06054;Fuente del Maestre;6393;14;4433;13;9;1919;5;4924;153;657;659
06055;Fuentes de León;590;3;331;0;0;256;0;153;20;289;128
06056;Garbayuela;101;0;75;0;1;25;0;5;2;21;73
06057;Garlitos;148;0;108;0;0;40;0;30;16;9;93
06058;Garrovilla, La;2262;5;1487;9;4;757;0;1798;100;180;184
06059;Granja de Torrehermosa;700;3;495;6;1;195;0;275;12;159;254
06060;Guareña;8940;18;5708;20;16;3165;13;7017;136;156;1631
06061;Haba, La;138;0;70;2;2;64;0;27;11;14;86
06062;Helechosa de los Montes;131;1;80;2;0;47;1;33;1;39;58
06063;Herrera del Duque;895;5;622;12;5;249;2;112;98;127;558
06064;Higuera de la Serena;189;8;125;1;5;49;1;29;3;29;128
06065;Higuera de Llerena;396;1;236;0;0;159;0;247;2;124;23
06066;Higuera de Vargas;889;0;601;2;0;285;1;85;2;323;479
06067;Higuera la Real;525;8;344;7;3;162;1;99;81;94;251
06068;Hinojosa del Valle;274;1;193;1;17;62;0;72;14;3;185
06069;Hornachos;1615;19;1082;6;4;504;0;747;19;493;356
06070;Jerez de los Caballeros;2318;58;1494;30;46;672;18;981;153;309;875
06071;Lapa, La;104;0;64;0;0;40;0;39;0;49;16
06072;Lobón;1066;11;638;7;7;402;1;461;42;70;493
06073;Llera;468;1;244;0;0;223;0;310;0;110;48
06074;Llerena;1983;37;1184;19;11;719;13;591;68;349;975
06075;Magacela;291;0;246;0;1;44;0;182;4;17;88
06076;Maguilla;1070;1;719;4;0;345;1;554;19;455;42
06077;Malcocinado;433;1;260;0;0;172;0;194;3;11;225
06078;Malpartida de la Serena;124;0;42;0;0;82;0;9;0;1;114
06079;Manchita;337;1;235;1;0;100;0;245;10;15;67
06080;Medellín;2572;5;1463;3;2;1095;4;1400;200;75;897
06081;Medina de las Torres;287;1;201;2;0;81;2;99;6;31;151
06082;Mengabril;220;0;138;1;0;81;0;165;0;7;48
06083;Mérida;26328;421;14531;363;394;10343;276;7173;493;1921;16741
06084;Mirandilla;199;2;89;2;1;105;0;67;1;8;123
06085;Monesterio;1091;21;698;10;18;337;7;123;40;389;539
06086;Montemolín;489;3;337;0;1;147;1;181;17;208;83
06087;Monterrubio de la Serena;1018;13;629;5;4;367;0;367;60;118;473
06088;Montijo;5123;39;3039;24;62;1927;32;2768;152;461;1742
06089;Morera, La;262;1;141;1;3;115;1;70;1;139;52
06090;Nava de Santiago, La;601;1;469;0;0;131;0;398;3;21;179
06091;Navalvillar de Pela;2289;53;1656;10;20;543;7;523;209;474;1083
06092;Nogales;382;0;245;5;0;132;0;158;25;137;62
06093;Oliva de la Frontera;1495;11;822;3;3;656;0;486;33;551;425
06094;Oliva de Mérida;972;1;692;2;1;275;1;537;3;377;55
06095;Olivenza;9544;30;5081;43;13;4351;26;6216;267;1214;1847
06096;Orellana de la Sierra;105;0;67;0;0;38;0;60;0;14;31
06097;Orellana la Vieja;753;8;589;4;5;143;4;17;117;325;294
06098;Palomas;179;0;125;2;0;52;0;100;0;50;29
06099;Parra, La;322;1;186;0;2;133;0;52;0;165;105
06100;Peñalsordo;202;1;160;1;2;38;0;20;3;116;63
06101;Peraleda del Zaucejo;324;4;205;1;1;111;2;194;6;7;117
06102;Puebla de Alcocer;346;9;189;4;3;133;8;54;34;31;227
06103;Puebla de la Calzada;2630;23;1328;12;6;1248;13;1493;236;402;499
06104;Puebla de la Reina;399;6;292;1;1;96;3;190;12;77;120
06105;Puebla del Maestre;325;2;204;0;0;119;0;111;4;9;201
06106;Puebla del Prior;260;2;208;1;0;48;1;188;9;36;27
06107;Puebla de Obando;550;1;279;0;1;268;1;145;4;34;367
06108;Puebla de Sancho Pérez;895;5;684;8;4;187;7;562;24;92;217
06109;Quintana de la Serena;708;17;416;32;7;230;6;77;149;83;399
06110;Reina;282;0;197;0;0;85;0;169;0;99;14
06111;Rena;217;0;135;0;0;82;0;172;1;2;42
06112;Retamal de Llerena;294;3;198;0;0;93;0;108;2;149;35
06113;Ribera del Fresno;2543;7;1723;3;7;800;3;1785;17;238;503
06114;Risco;33;0;27;0;0;6;0;9;0;20;4
06115;Roca de la Sierra, La;383;7;218;4;4;148;2;176;7;29;171
06116;Salvaleón;581;7;419;2;0;151;2;170;83;218;110
06117;Salvatierra de los Barros;774;4;530;3;0;231;6;228;44;335;167
06118;Sancti-Spíritus;10;0;5;0;0;5;0;2;0;2;6
06119;San Pedro de Mérida;228;1;128;4;1;91;3;78;1;3;146
06120;Santa Amalia;2109;21;1266;12;30;777;3;1200;174;128;607
06121;Santa Marta;3790;14;2584;12;15;1162;3;3009;35;157;589
06122;Santos de Maimona, Los;4031;17;3231;15;24;737;7;2651;63;368;949
06123;San Vicente de Alcántara;1328;33;951;23;11;287;23;354;375;104;495
06124;Segura de León;475;3;335;0;1;134;2;134;10;238;93
06125;Siruela;484;4;307;1;1;167;4;134;7;56;287
06126;Solana de los Barros;3393;2;2388;1;0;1001;1;2769;6;76;542
06127;Talarrubias;946;16;549;12;6;357;6;220;39;163;524
06128;Talavera la Real;1827;16;1248;12;14;533;4;859;108;169;691
06129;Táliga;196;2;112;1;0;81;0;46;3;45;102
06130;Tamurejo;56;0;41;0;0;15;0;25;1;9;21
06131;Torre de Miguel Sesmero;1112;2;767;2;0;340;1;224;91;382;415
06132;Torremayor;573;1;259;1;0;312;0;454;1;34;84
06133;Torremejía;1565;13;1093;11;6;435;7;1085;62;118;300
06134;Trasierra;275;2;179;0;0;94;0;106;0;148;21
06135;Trujillanos;335;4;192;10;1;123;5;49;4;39;243
06136;Usagre;1000;4;710;3;1;282;0;668;5;253;74
06137;Valdecaballeros;179;3;122;1;0;53;0;39;4;43;93
06138;Valdetorres;838;1;414;7;1;415;0;569;37;5;227
06139;Valencia de las Torres;898;0;705;0;0;192;1;657;2;152;87
06140;Valencia del Mombuey;392;0;235;0;0;157;0;84;3;253;52
06141;Valencia del Ventoso;518;4;367;1;4;141;1;155;30;224;109
06142;Valverde de Burguillos;78;0;59;0;0;19;0;13;14;3;48
06143;Valverde de Leganés;1774;11;1105;6;5;644;3;857;35;146;736
06144;Valverde de Llerena;213;0;150;0;1;62;0;97;0;84;32
06145;Valverde de Mérida;254;6;133;1;0;114;0;45;17;23;169
06146;Valle de la Serena;442;2;312;0;0;128;0;97;1;153;191
06147;Valle de Matamoros;143;0;94;0;0;48;1;29;0;80;34
06148;Valle de Santa Ana;312;0;171;2;0;139;0;101;6;135;70
06149;Villafranca de los Barros;7008;46;5406;33;56;1457;10;4423;359;313;1913
06150;Villagarcía de la Torre;308;2;199;0;2;105;0;69;5;174;60
06151;Villagonzalo;341;2;256;0;0;83;0;194;6;29;112
06152;Villalba de los Barros;2796;2;2080;1;1;712;0;2516;19;31;230
06153;Villanueva de la Serena;13369;123;7330;94;78;5682;62;7684;533;745;4407
06154;Villanueva del Fresno;2710;4;1428;1;4;1272;1;2010;10;23;667
06155;Villar del Rey;464;3;312;7;4;138;0;119;30;104;211
06156;Villar de Rena;1709;2;924;2;1;780;0;1582;4;13;110
06157;Villarta de los Montes;130;1;85;0;0;44;0;37;0;1;92
06158;Zafra;6547;136;4341;57;81;1831;101;372;2374;716;3085
06159;Zahínos;1512;2;1105;1;3;400;1;1021;19;407;65
06160;Zalamea de la Serena;876;7;502;10;2;352;3;214;44;88;530
06161;Zarza-Capilla;97;1;63;0;1;32;0;33;3;4;57
06162;Zarza, La;867;10;563;2;12;279;1;444;22;212;189
06901;Valdelacalzada;5616;30;3322;1;0;2258;5;4966;10;334;306
06902;Pueblonuevo del Guadiana;1057;10;628;1;6;405;7;814;36;71;136
06903;Guadiana del Caudillo;0;0;0;0;0;0;0;0;0;0;0
07001;Alaró;331;11;155;16;8;131;10;14;20;73;224
07002;Alaior;2134;120;1040;50;74;816;34;32;167;220;1715
07003;Alcúdia;7781;273;3879;90;320;3136;83;78;251;533;6919
07004;Algaida;491;24;233;24;15;184;11;9;18;111;353
07005;Andratx;2806;118;1518;89;89;944;48;26;28;551;2201
07006;Artà;992;39;498;17;45;372;21;21;65;210;696
07007;Banyalbufar;76;2;41;5;3;20;5;1;5;18;52
07008;Binissalem;770;35;443;42;22;223;5;49;110;187;424
07009;Búger;106;7;64;1;1;31;2;8;0;20;78
07010;Bunyola;1095;27;598;41;24;385;20;42;45;66;942
07011;Calvià;19830;666;9304;399;714;8489;258;49;291;1264;18226
07012;Campanet;339;44;176;7;8;98;6;87;8;44;200
07013;Campos;1588;74;777;41;36;618;42;37;77;353;1121
07014;Capdepera;4411;220;2064;56;177;1840;54;35;29;370;3977
07015;Ciutadella de Menorca;8145;332;3610;118;282;3681;122;59;449;793;6844
07016;Consell;388;11;177;19;12;155;14;36;47;16;289
07017;Costitx;108;1;37;1;0;67;2;0;0;24;84
07018;Deyá;212;12;112;5;10;73;0;6;6;32;168
07019;Escorca;143;5;82;3;2;50;1;4;23;5;111
