Codigo Municipio; Municipio;Total Contratos;Contratos iniciales indefinidos hombres;Contratos iniciales temporales hombres;Contratos convertidos en indefinidos hombres;Contratos iniciales indefinidos mujeres;Contratos iniciales temporales mujeres;Contratos convertidos en indefinidos mujeres;Contratos  Agricultura;Contratos  Industria;Contratos Construcción;Contratos  Servicios
46161;Marines;221;6;110;19;7;74;5;1;55;14;151
46162;Massalavés;506;9;339;11;6;132;9;18;152;26;310
46163;Massalfassar;915;27;516;34;21;292;25;19;99;56;741
46164;Massamagrell;1591;57;842;41;42;578;31;96;86;241;1168
46165;Massanassa;2035;119;1103;78;51;648;36;54;141;208;1632
46166;Meliana;1338;29;726;42;27;486;28;95;206;102;935
46167;Millares;72;0;36;0;1;34;1;0;39;17;16
46168;Miramar;2012;106;935;27;8;921;15;141;74;38;1759
46169;Mislata;3310;90;1688;68;79;1311;74;9;182;874;2245
46170;Mogente/Moixent;698;21;394;9;14;249;11;184;91;120;303
46171;Moncada;3325;104;1741;111;71;1231;67;314;354;398;2259
46172;Montserrat;914;18;412;32;21;413;18;38;92;67;717
46173;Montaverner;417;17;221;11;7;153;8;2;117;9;289
46174;Montesa;375;17;199;1;9;145;4;183;10;19;163
46175;Montitxelvo/Montichelvo;227;19;120;1;17;68;2;119;33;1;74
46176;Montroy;215;3;110;5;4;87;6;22;49;24;120
46177;Museros;3897;58;2270;66;126;1347;30;1112;184;157;2444
46178;Náquera;1852;47;1117;60;24;580;24;76;258;187;1331
46179;Navarrés;2119;19;834;15;23;1225;3;26;128;135;1830
46180;Novelé/Novetlè;214;6;97;5;0;101;5;26;65;5;118
46181;Oliva;7743;174;4207;193;84;2992;93;331;626;466;6320
46182;Olocau;359;6;247;11;3;84;8;7;230;6;116
46183;Olleria, l';1082;36;574;55;19;373;25;8;301;96;677
46184;Ontinyent;6043;130;2897;154;133;2587;142;316;918;538;4271
46185;Otos;131;1;78;5;1;44;2;3;7;18;103
46186;Paiporta;3221;107;1744;109;89;1133;39;20;1089;437;1675
46187;Palma de Gandía;684;29;507;12;25;106;5;76;9;95;504
46188;Palmera;201;13;125;5;2;55;1;1;53;22;125
46189;Palomar, el;124;4;74;7;1;37;1;1;22;0;101
46190;Paterna;18190;786;8675;667;477;7200;385;75;1670;1239;15206
46191;Pedralba;458;9;301;10;7;130;1;179;27;33;219
46192;Petrés;293;4;240;4;1;43;1;0;1;19;273
46193;Picanya;3091;81;2208;70;43;643;46;139;152;120;2680
46194;Picassent;4181;145;2422;168;78;1268;100;270;566;391;2954
46195;Piles;984;51;642;23;5;261;2;69;15;46;854
46196;Pinet;41;1;21;2;0;17;0;8;0;3;30
46197;Polinyà de Xúquer;304;10;172;4;5;110;3;56;1;19;228
46198;Potríes;393;20;216;34;7;113;3;62;8;6;317
46199;Pobla de Farnals, la;1404;40;712;32;43;558;19;50;55;160;1139
46200;Pobla del Duc, la;1678;132;1047;4;74;418;3;488;21;28;1141
46201;Puebla de San Miguel;10;1;4;1;0;4;0;0;1;2;7
46202;Pobla de Vallbona, la;5244;127;2814;104;98;2043;58;181;941;553;3569
46203;Pobla Llarga, la;735;58;422;18;17;214;6;197;28;128;382
46204;Puig de Santa Maria, el;5569;101;2792;43;89;2506;38;966;234;127;4242
46205;Puçol;6778;97;3078;63;85;3401;54;129;323;415;5911
46206;Quesa;88;0;43;0;6;39;0;4;10;14;60
46207;Rafelbunyol;2804;55;1581;54;24;1060;30;15;1381;160;1248
46208;Rafelcofer;571;5;120;4;2;424;16;0;52;23;496
46209;Rafelguaraf;228;3;117;5;3;97;3;15;7;42;164
46210;Ráfol de Salem;35;2;20;0;2;9;2;0;12;1;22
46211;Real de Gandía;1750;65;1326;25;54;273;7;134;93;52;1471
46212;Real;169;6;103;7;1;50;2;31;30;26;82
46213;Requena;5962;55;3706;85;50;1987;79;1870;525;345;3222
46214;Riba-roja de Túria;10434;340;6305;340;168;3167;114;143;938;402;8951
46215;Riola;68;3;46;3;1;14;1;2;8;17;41
46216;Rocafort;704;18;274;9;16;377;10;3;9;91;601
46217;Rotglà i Corberà;332;24;176;2;25;105;0;118;13;13;188
46218;Rótova;369;4;275;2;1;87;0;2;15;29;323
46219;Rugat;51;1;28;1;0;21;0;17;2;9;23
46220;Sagunto/Sagunt;15363;480;8589;274;204;5625;191;543;2198;1677;10945
46221;Salem;287;3;224;1;0;58;1;1;65;1;220
46222;Sant Joanet;110;5;66;8;1;29;1;0;5;19;86
46223;Sedaví;1102;33;544;53;39;397;36;16;91;116;879
46224;Segart;19;0;10;0;0;9;0;0;0;5;14
46225;Sellent;56;1;29;2;0;23;1;9;1;12;34
46226;Sempere;1;0;0;0;0;1;0;0;0;0;1
46227;Senyera;105;12;65;1;3;21;3;10;8;54;33
46228;Serra;319;5;158;12;4;130;10;2;10;51;256
46229;Siete Aguas;159;1;102;6;0;48;2;11;19;53;76
46230;Silla;4784;158;2939;151;82;1382;72;244;709;476;3355
46231;Simat de la Valldigna;652;4;413;2;11;219;3;150;6;18;478
46232;Sinarcas;231;3;133;2;1;91;1;76;12;10;133
46233;Sollana;1420;35;708;36;43;576;22;10;231;89;1090
46234;Sot de Chera;101;2;62;0;5;31;1;0;0;3;98
46235;Sueca;6769;127;3572;76;102;2823;69;286;802;452;5229
46236;Sumacàrcer;98;1;57;1;6;31;2;3;5;34;56
46237;Tavernes Blanques;854;11;513;14;19;291;6;56;27;246;525
46238;Tavernes de la Valldigna;2890;67;1490;61;29;1193;50;213;276;358;2043
46239;Teresa de Cofrentes;74;0;23;0;0;47;4;0;0;8;66
46240;Terrateig;80;4;56;3;2;13;2;33;15;7;25
46241;Titaguas;108;0;39;2;1;64;2;2;51;3;52
46242;Torrebaja;33;0;16;0;0;16;1;2;4;7;20
46243;Torrella;50;3;26;1;0;20;0;39;0;2;9
46244;Torrent;11160;298;5164;235;213;5009;241;339;892;1457;8472
46245;Torres Torres;53;0;38;0;0;15;0;7;1;5;40
46246;Tous;238;11;110;2;0;114;1;20;1;31;186
46247;Tuéjar;137;1;82;8;1;43;2;16;21;5;95
46248;Turís;1316;36;873;14;17;369;7;721;275;54;266
46249;Utiel;3032;41;1629;35;52;1214;61;653;622;161;1596
46250;Valencia;312580;6202;156486;4658;6006;134472;4756;2901;4808;16675;288196
46251;Vallada;408;9;246;4;9;136;4;77;76;66;189
46252;Vallanca;31;0;16;2;0;13;0;0;3;6;22
46253;Vallés;25;0;11;0;1;12;1;0;1;0;24
46254;Venta del Moro;674;3;510;2;3;154;2;166;41;16;451
46255;Villalonga;970;13;518;15;12;404;8;125;257;67;521
46256;Vilamarxant;868;53;482;39;27;224;43;36;175;153;504
46257;Villanueva de Castellón;2566;65;1389;21;21;1058;12;427;42;143;1954
46258;Villar del Arzobispo;421;6;216;11;10;172;6;41;68;37;275
46259;Villargordo del Cabriel;285;0;222;3;1;51;8;31;2;19;233
46260;Vinalesa;449;1;242;7;2;192;5;57;6;40;346
46261;Yátova;229;3;111;3;2;107;3;18;29;10;172
46262;Yesa, La;36;0;25;0;0;10;1;13;1;1;21
46263;Zarra;26;1;14;0;1;9;1;0;0;4;22
46902;Gátova;43;2;29;0;3;9;0;0;6;3;34
46903;San Antonio de Benagéber;2550;44;1228;23;63;1169;23;5;84;44;2417
46904;Benicull de Xúquer;52;0;38;0;0;14;0;0;1;5;46
47001;Adalia;141;4;74;1;2;55;5;29;8;8;96
47002;Aguasal;20;0;8;0;0;12;0;0;0;2;18
47003;Aguilar de Campos;60;3;28;2;1;26;0;18;0;1;41
47004;Alaejos;241;3;175;0;0;63;0;59;23;40;119
47005;Alcazarén;175;3;121;4;1;46;0;46;43;9;77
47006;Aldea de San Miguel;64;7;23;1;3;30;0;26;0;2;36
47007;Aldeamayor de San Martín;1204;30;921;37;11;191;14;8;126;191;879
47008;Almenara de Adaja;26;1;11;0;1;13;0;0;1;3;22
47009;Amusquillo;98;2;62;0;3;30;1;3;56;10;29
47010;Arroyo de la Encomienda;3881;45;2061;24;54;1672;25;0;34;306;3541
47011;Ataquines;138;2;79;0;2;53;2;23;1;8;106
47012;Bahabón;59;0;37;3;0;18;1;25;7;5;22
47013;Barcial de la Loma;50;3;37;0;1;9;0;44;0;1;5
47014;Barruelo del Valle;21;0;8;0;0;13;0;1;0;1;19
47015;Becilla de Valderaduey;49;6;26;2;0;14;1;16;0;10;23
47016;Benafarces;5;0;5;0;0;0;0;0;0;1;4
47017;Bercero;32;5;16;0;0;11;0;16;0;2;14
47018;Berceruelo;3;0;1;0;0;2;0;0;0;0;3
47019;Berrueces;11;1;6;0;0;4;0;8;0;0;3
47020;Bobadilla del Campo;67;3;54;0;1;9;0;45;0;1;21
47021;Bocigas;3;0;3;0;0;0;0;0;0;0;3
47022;Bocos de Duero;19;0;15;0;0;4;0;12;1;4;2
47023;Boecillo;3653;75;2081;60;44;1351;42;23;286;182;3162
47024;Bolaños de Campos;28;2;19;1;2;4;0;13;4;0;11
47025;Brahojos de Medina;35;1;24;0;0;10;0;24;0;8;3
47026;Bustillo de Chaves;7;0;7;0;0;0;0;3;0;0;4
47027;Cabezón de Pisuerga;415;12;264;8;10;118;3;45;22;158;190
47028;Cabezón de Valderaduey;5;0;5;0;0;0;0;3;0;2;0
47029;Cabreros del Monte;10;0;7;1;0;2;0;6;0;0;4
47030;Campaspero;323;1;207;1;1;113;0;236;14;5;68
47031;Campillo, El;24;0;24;0;0;0;0;16;0;0;8
47032;Camporredondo;25;0;15;0;0;10;0;22;0;1;2
47033;Canalejas de Peñafiel;51;0;28;0;0;17;6;24;0;6;21
47034;Canillas de Esgueva;0;0;0;0;0;0;0;0;0;0;0
47035;Carpio;180;1;143;2;0;32;2;72;5;12;91
47036;Casasola de Arión;36;0;25;1;0;10;0;11;0;0;25
47037;Castrejón de Trabancos;27;2;20;1;0;4;0;4;0;12;11
47038;Castrillo de Duero;73;1;36;0;4;32;0;20;13;1;39
47039;Castrillo-Tejeriego;7;0;5;0;0;2;0;2;0;0;5
47040;Castrobol;1;0;1;0;0;0;0;0;0;1;0
47041;Castrodeza;6;0;3;1;0;2;0;0;2;0;4
47042;Castromembibre;13;0;12;0;0;1;0;8;0;0;5
47043;Castromonte;2194;2;1581;0;1;609;1;11;0;17;2166
47044;Castronuevo de Esgueva;32;2;22;0;0;8;0;15;2;2;13
47045;Castronuño;73;3;55;0;0;15;0;7;6;11;49
47046;Castroponce;11;0;7;1;0;3;0;1;1;1;8
47047;Castroverde de Cerrato;51;0;43;0;0;8;0;45;0;2;4
47048;Ceinos de Campos;31;3;23;0;1;3;1;14;0;8;9
47049;Cervillego de la Cruz;12;0;10;0;0;2;0;5;0;2;5
47050;Cigales;894;11;552;14;7;300;10;306;43;62;483
47051;Ciguñuela;33;1;24;2;0;6;0;6;4;13;10
47052;Cistérniga;1943;44;1289;62;25;507;16;29;337;164;1413
47053;Cogeces de Íscar;15;0;7;0;0;8;0;0;0;3;12
47054;Cogeces del Monte;197;3;142;1;0;50;1;156;1;9;31
47055;Corcos;236;1;189;0;3;43;0;5;23;2;206
47056;Corrales de Duero;4;0;2;1;0;1;0;0;1;2;1
47057;Cubillas de Santa Marta;102;3;52;0;1;46;0;6;11;4;81
47058;Cuenca de Campos;44;1;24;0;0;19;0;2;17;0;25
47059;Curiel de Duero;115;3;71;0;0;41;0;33;34;7;41
47060;Encinas de Esgueva;410;5;99;1;2;297;6;1;3;8;398
47061;Esguevillas de Esgueva;28;0;17;0;0;11;0;17;2;1;8
47062;Fombellida;14;0;11;0;0;3;0;3;1;2;8
47063;Fompedraza;90;2;73;1;0;14;0;43;16;0;31
47064;Fontihoyuelo;2;0;1;0;0;1;0;1;0;0;1
47065;Fresno el Viejo;119;1;90;1;1;26;0;20;1;24;74
47066;Fuensaldaña;309;1;191;11;2;102;2;37;15;107;150
47067;Fuente el Sol;23;1;16;0;0;5;1;2;8;2;11
47068;Fuente-Olmedo;4;0;3;0;0;1;0;1;0;0;3
47069;Gallegos de Hornija;8;0;8;0;0;0;0;0;4;0;4
47070;Gatón de Campos;4;0;3;0;0;1;0;1;0;0;3
47071;Geria;314;15;40;0;0;256;3;264;1;16;33
47073;Herrín de Campos;6;0;3;0;0;2;1;0;0;0;6
47074;Hornillos de Eresma;26;1;17;0;0;8;0;5;5;0;16
47075;Íscar;1420;44;622;30;24;687;13;210;320;61;829
47076;Laguna de Duero;2401;76;1127;40;49;1068;41;41;99;308;1953
47077;Langayo;46;0;39;0;0;6;1;27;0;0;19
47078;Lomoviejo;31;1;12;0;0;18;0;2;0;0;29
47079;Llano de Olmedo;3;0;1;0;0;2;0;0;0;0;3
47080;Manzanillo;24;0;19;0;0;5;0;21;0;0;3
47081;Marzales;3;0;2;0;1;0;0;0;0;0;3
47082;Matapozuelos;272;6;180;4;2;77;3;141;19;14;98
47083;Matilla de los Caños;82;0;73;8;0;1;0;0;0;0;82
47084;Mayorga;274;11;162;9;1;88;3;64;20;36;154
47085;Medina del Campo;4487;94;2094;70;75;2069;85;358;643;353;3133
47086;Medina de Rioseco;3711;37;2055;17;36;1551;15;14;81;61;3555
47087;Megeces;150;0;112;2;0;36;0;119;8;1;22
47088;Melgar de Abajo;35;0;25;0;0;10;0;29;1;0;5
47089;Melgar de Arriba;29;1;23;0;0;5;0;1;1;15;12
47090;Mojados;1307;13;1000;20;6;259;9;27;105;57;1118
47091;Monasterio de Vega;8;0;7;0;0;1;0;3;0;0;5
47092;Montealegre de Campos;25;0;18;2;1;4;0;11;0;2;12
47093;Montemayor de Pililla;155;2;83;1;0;67;2;37;3;12;103
47094;Moral de la Reina;17;0;14;1;0;2;0;12;0;1;4
47095;Moraleja de las Panaderas;1;0;1;0;0;0;0;0;0;0;1
47096;Morales de Campos;16;1;10;2;0;3;0;8;0;5;3
47097;Mota del Marqués;48;0;32;0;0;16;0;7;1;10;30
47098;Mucientes;340;1;287;2;1;48;1;147;6;159;28
47099;Mudarra, La;35;1;18;2;0;10;4;1;0;15;19
47100;Muriel;201;2;92;0;0;107;0;40;4;5;152
47101;Nava del Rey;353;7;239;4;1;101;1;43;46;128;136
47102;Nueva Villa de las Torres;71;0;58;1;0;12;0;31;20;9;11
47103;Olivares de Duero;63;1;38;2;0;20;2;25;16;8;14
47104;Olmedo;3098;74;1440;27;16;1517;24;190;440;69;2399
47105;Olmos de Esgueva;21;1;13;1;0;6;0;0;1;2;18
47106;Olmos de Peñafiel;41;0;25;0;0;16;0;41;0;0;0
47109;Palazuelo de Vedija;9;2;4;0;0;3;0;2;0;0;7
47110;Parrilla, La;46;0;38;0;0;8;0;7;1;11;27
47111;Pedraja de Portillo, La;132;8;56;2;1;51;14;6;4;14;108
47112;Pedrajas de San Esteban;516;8;219;6;13;267;3;70;143;36;267
47113;Pedrosa del Rey;136;1;102;1;0;32;0;80;15;1;40
47114;Peñafiel;1945;43;978;19;35;851;19;452;271;77;1145
47115;Peñaflor de Hornija;42;0;32;0;0;10;0;6;2;9;25
47116;Pesquera de Duero;454;4;292;6;1;151;0;339;49;32;34
47117;Piña de Esgueva;31;0;23;1;0;6;1;0;0;1;30
47118;Piñel de Abajo;23;0;20;0;0;3;0;11;0;2;10
47119;Piñel de Arriba;9;0;7;0;0;2;0;1;1;3;4
47121;Pollos;48;0;37;4;0;7;0;18;2;8;20
47122;Portillo;432;9;265;9;5;137;7;204;16;31;181
47123;Pozal de Gallinas;69;2;54;3;2;8;0;6;0;18;45
47124;Pozaldez;205;0;141;1;2;59;2;149;13;4;39
47125;Pozuelo de la Orden;2;0;1;0;0;1;0;0;1;0;1
47126;Puras;11;0;9;0;0;2;0;5;0;2;4
47127;Quintanilla de Arriba;119;0;75;0;0;43;1;46;60;0;13
47128;Quintanilla del Molar;3;0;2;0;0;1;0;1;1;0;1
47129;Quintanilla de Onésimo;1146;4;458;10;1;668;5;372;120;0;654
47130;Quintanilla de Trigueros;32;3;17;0;1;11;0;0;1;2;29
47131;Rábano;11;1;8;0;0;2;0;4;1;1;5
47132;Ramiro;8;0;6;0;0;2;0;0;0;1;7
47133;Renedo de Esgueva;299;4;197;2;2;94;0;4;11;125;159
47134;Roales de Campos;13;0;9;0;0;4;0;0;0;2;11
47135;Robladillo;3;0;0;0;0;3;0;0;0;0;3
47137;Roturas;3;0;1;0;0;2;0;3;0;0;0
47138;Rubí de Bracamonte;34;0;26;1;1;6;0;26;1;0;7
47139;Rueda;667;4;451;10;11;189;2;377;114;63;113
47140;Saelices de Mayorga;129;0;87;0;0;40;2;7;5;5;112
47141;Salvador de Zapardiel;9;1;6;0;0;2;0;3;0;0;6
47142;San Cebrián de Mazote;7;0;4;1;0;2;0;3;0;0;4
47143;San Llorente;11;0;10;0;0;1;0;8;0;3;0
47144;San Martín de Valvení;25;1;16;5;1;2;0;3;4;13;5
47145;San Miguel del Arroyo;105;1;67;2;0;35;0;13;55;2;35
47146;San Miguel del Pino;50;0;32;0;1;17;0;4;0;4;42
47147;San Pablo de la Moraleja;6;0;5;0;0;1;0;1;0;0;5
47148;San Pedro de Latarce;37;0;25;1;0;11;0;10;0;13;14
47149;San Pelayo;4;0;2;1;0;1;0;0;0;1;3
47150;San Román de Hornija;111;4;70;0;0;37;0;76;25;0;10
47151;San Salvador;18;1;4;0;2;9;2;5;3;0;10
47152;Santa Eufemia del Arroyo;26;0;16;1;0;9;0;13;0;1;12
47153;Santervás de Campos;17;0;9;0;0;8;0;1;1;0;15
47154;Santibáñez de Valcorba;22;0;15;1;1;5;0;11;1;0;10
47155;Santovenia de Pisuerga;844;16;606;21;12;184;5;6;110;239;489
47156;San Vicente del Palacio;112;0;60;1;0;47;4;74;1;0;37
47157;Sardón de Duero;488;6;330;7;3;140;2;330;21;8;129
47158;Seca, La;368;8;240;4;2;112;2;222;83;15;48
47159;Serrada;936;4;693;7;1;229;2;834;25;7;70
47160;Siete Iglesias de Trabancos;61;1;38;0;0;20;2;27;3;2;29
47161;Simancas;678;33;324;11;10;286;14;23;23;26;606
47162;Tamariz de Campos;14;0;10;1;0;2;1;4;0;8;2
47163;Tiedra;111;1;58;0;5;47;0;1;1;6;103
47164;Tordehumos;116;3;83;0;0;30;0;11;0;10;95
47165;Tordesillas;2527;125;966;52;41;1315;28;429;150;271;1677
47166;Torrecilla de la Abadesa;110;0;70;0;0;40;0;96;2;0;12
47167;Torrecilla de la Orden;22;0;14;1;0;7;0;2;1;0;19
47168;Torrecilla de la Torre;14;0;6;0;0;8;0;1;0;1;12
47169;Torre de Esgueva;1;0;1;0;0;0;0;0;0;0;1
47170;Torre de Peñafiel;28;1;17;0;2;8;0;6;0;2;20
47171;Torrelobatón;49;3;27;0;3;16;0;3;0;7;39
47172;Torrescárcela;9;0;9;0;0;0;0;4;0;0;5
47173;Traspinedo;211;5;145;1;6;52;2;20;5;43;143
47174;Trigueros del Valle;25;0;17;0;0;8;0;17;0;3;5
47175;Tudela de Duero;961;14;526;27;16;354;24;122;79;135;625
47176;Unión de Campos, La;44;1;12;1;0;30;0;4;1;0;39
47177;Urones de Castroponce;30;1;22;0;0;7;0;5;0;0;25
47178;Urueña;34;0;24;0;1;9;0;2;0;5;27
47179;Valbuena de Duero;463;15;269;2;9;164;4;196;66;17;184
47180;Valdearcos de la Vega;10;0;8;1;0;1;0;4;0;5;1
47181;Valdenebro de los Valles;18;0;18;0;0;0;0;12;0;1;5
47182;Valdestillas;635;7;341;7;5;273;2;15;8;12;600
47183;Valdunquillo;30;1;15;0;0;14;0;0;0;6;24
47184;Valoria la Buena;269;3;156;2;2;105;1;1;4;16;248
47185;Valverde de Campos;27;1;16;2;1;7;0;8;0;5;14
47186;Valladolid;103820;2035;48854;1614;2272;47301;1744;1767;6131;6779;89143
47187;Vega de Ruiponce;33;0;20;0;0;13;0;2;2;1;28
47188;Vega de Valdetronco;29;0;6;1;0;22;0;0;0;0;29
47189;Velascálvaro;35;0;22;0;0;12;1;12;3;1;19
47190;Velilla;6;0;4;0;0;2;0;1;0;2;3
47191;Velliza;5;0;4;0;0;1;0;0;0;0;5
47192;Ventosa de la Cuesta;72;0;62;0;0;10;0;69;0;0;3
47193;Viana de Cega;142;7;80;1;7;46;1;18;3;30;91
47194;Viloria;43;0;20;2;1;16;4;13;1;1;28
47195;Villabáñez;67;1;36;2;1;27;0;14;17;6;30
47196;Villabaruz de Campos;23;0;18;0;0;5;0;0;0;0;23
47197;Villabrágima;78;5;55;2;0;16;0;11;3;34;30
47198;Villacarralón;16;1;14;0;0;1;0;11;0;3;2
47199;Villacid de Campos;8;0;7;0;0;1;0;2;0;3;3
47200;Villaco;5;1;2;0;0;2;0;3;0;0;2
47203;Villafrades de Campos;5;0;4;0;0;1;0;0;0;0;5
47204;Villafranca de Duero;37;2;29;1;0;5;0;10;7;10;10
47205;Villafrechós;50;0;34;3;1;10;2;35;1;0;14
47206;Villafuerte;24;0;19;0;0;5;0;14;0;0;10
47207;Villagarcía de Campos;88;0;13;1;1;73;0;10;0;0;78
47208;Villagómez la Nueva;2;0;2;0;0;0;0;0;0;0;2
47209;Villalán de Campos;2;0;1;1;0;0;0;0;2;0;0
47210;Villalar de los Comuneros;105;0;31;2;6;62;4;22;11;0;72
47211;Villalba de la Loma;2;0;1;0;0;1;0;1;0;0;1
47212;Villalba de los Alcores;241;4;79;0;10;148;0;10;12;8;211
47213;Villalbarba;6;0;6;0;0;0;0;3;0;0;3
47214;Villalón de Campos;187;5;88;3;3;86;2;9;9;12;157
47215;Villamuriel de Campos;4;0;3;0;0;1;0;0;0;0;4
47216;Villán de Tordesillas;12;0;10;0;0;2;0;10;0;0;2
47217;Villanubla;801;17;458;14;17;280;15;6;52;103;640
47218;Villanueva de Duero;122;1;82;1;1;37;0;94;1;8;19
47219;Villanueva de la Condesa;10;0;8;0;2;0;0;4;0;0;6
47220;Villanueva de los Caballeros;88;0;48;0;0;40;0;16;3;0;69
47221;Villanueva de los Infantes;11;0;9;0;0;2;0;7;0;0;4
47222;Villanueva de San Mancio;7;0;6;0;0;1;0;0;0;0;7
47223;Villardefrades;33;1;18;0;0;13;1;0;0;0;33
47224;Villarmentero de Esgueva;10;0;7;0;0;3;0;4;0;0;6
47225;Villasexmir;2;0;1;0;0;1;0;0;0;0;2
47226;Villavaquerín;6;0;6;0;0;0;0;1;0;0;5
47227;Villavellid;9;0;7;0;0;2;0;7;0;0;2
47228;Villaverde de Medina;225;13;181;3;0;27;1;62;7;120;36
47229;Villavicencio de los Caballeros;23;1;13;0;3;6;0;5;0;5;13
47230;Wamba;12;0;11;0;0;1;0;0;0;5;7
47231;Zaratán;1132;27;544;39;20;463;39;7;69;92;964
47232;Zarza, La;16;0;13;0;0;3;0;9;0;2;5
48001;Abadiño;4619;87;2216;109;35;2129;43;1;915;177;3526
48002;Abanto y Ciérvana-Abanto Zierbena;2890;72;1528;67;33;1164;26;1;492;289;2108
48003;Amorebieta-Etxano;9402;204;4595;133;132;4238;100;6;919;370;8107
48004;Amoroto;81;5;43;0;3;29;1;2;32;4;43
48005;Arakaldo;42;1;20;2;0;19;0;0;4;9;29
48006;Arantzazu;62;6;18;1;1;36;0;0;9;2;51
48007;Munitibar-Arbatzegi Gerrikaitz;65;2;24;0;4;34;1;2;7;3;53
48008;Artzentales;344;0;118;3;7;216;0;0;1;2;341
48009;Arrankudiaga;360;8;231;14;7;97;3;1;82;67;210
48010;Arrieta;92;6;46;1;6;33;0;9;4;32;47
48011;Arrigorriaga;3027;61;1508;63;13;1340;42;2;340;415;2270
48012;Bakio;1132;6;585;7;6;523;5;9;2;33;1088
48013;Barakaldo;25209;459;8631;342;419;14967;391;16;605;1746;22842
48014;Barrika;561;4;97;10;1;444;5;0;1;10;550
48015;Basauri;9884;224;4697;291;131;4409;132;1;1483;855;7545
48016;Berango;2224;57;1454;18;17;673;5;1;105;60;2058
48017;Bermeo;3486;117;1557;38;39;1705;30;270;495;324;2397
48018;Berriatua;1025;19;585;4;13;401;3;11;873;30;111
48019;Berriz;2208;44;1434;38;28;649;15;1;457;48;1702
48020;Bilbao;167751;2821;74798;1711;2840;83487;2094;277;3665;7653;156156
48021;Busturia;253;1;57;1;3;187;4;1;5;12;235
48022;Karrantza Harana/Valle de Carranza;410;5;113;3;3;285;1;14;9;41;346
48023;Artea;374;7;238;7;2;117;3;0;52;102;220
48024;Zeanuri;80;3;41;1;5;30;0;7;1;20;52
48025;Zeberio;158;2;51;2;1;101;1;11;8;13;126
48026;Dima;306;9;94;2;2;197;2;1;42;30;233
48027;Durango;5164;84;2210;79;126;2591;74;22;368;370;4404
48028;Ea;74;0;26;1;4;42;1;1;0;15;58
48029;Etxebarri;1930;43;1146;62;24;624;31;0;818;233;879
48030;Etxebarria;1073;6;487;12;2;562;4;16;376;26;655
48031;Elantxobe;2;0;0;0;0;2;0;0;0;0;2
48032;Elorrio;3197;31;1436;12;19;1681;18;14;382;32;2769
48033;Ereño;15;0;2;1;0;12;0;0;4;0;11
48034;Ermua;6072;48;3890;29;34;2035;36;2;1330;310;4430
48035;Fruiz;19;1;10;2;1;5;0;3;2;2;12
48036;Galdakao;6723;153;3670;146;99;2544;111;34;1515;989;4185
48037;Galdames;149;2;84;2;1;60;0;0;19;38;92
48038;Gamiz-Fika;97;5;43;1;2;44;2;21;2;9;65
48039;Garai;7;1;4;0;0;1;1;0;1;1;5
48040;Gatika;657;16;253;7;4;369;8;35;49;20;553
48041;Gautegiz Arteaga;99;2;54;0;2;40;1;1;0;15;83
48042;Gordexola;754;6;263;7;6;466;6;20;14;16;704
48043;Gorliz;995;2;407;0;4;577;5;4;6;66;919
48044;Getxo;11396;267;3703;195;251;6775;205;146;139;523;10588
48045;Güeñes;1079;15;435;16;131;471;11;24;158;99;798
48046;Gernika-Lumo;3430;63;1597;32;52;1649;37;40;387;168;2835
48047;Gizaburuaga;236;4;139;5;4;84;0;12;157;8;59
48048;Ibarrangelu;179;0;119;1;0;59;0;2;0;13;164
48049;Ispaster;60;3;29;5;0;22;1;6;10;0;44
48050;Izurtza;441;5;385;9;2;37;3;3;20;1;417
48051;Lanestosa;339;0;46;0;0;293;0;3;1;6;329
48052;Larrabetzu;1030;19;644;11;3;349;4;12;227;58;733
48053;Laukiz;122;1;68;1;1;50;1;1;4;18;99
48054;Leioa;12236;227;4512;115;173;7089;120;0;1237;809;10190
48055;Lemoa;1285;48;799;37;38;351;12;19;251;232;783
48056;Lemoiz;99;5;41;2;2;49;0;5;0;18;76
48057;Lekeitio;973;15;384;9;13;547;5;11;29;53;880
48058;Mallabia;910;11;454;14;4;426;1;0;293;14;603
48059;Mañaria;107;4;70;3;1;29;0;0;18;60;29
48060;Markina-Xemein;1658;9;618;14;12;993;12;32;288;72;1266
48061;Maruri-Jatabe;76;0;41;6;1;26;2;1;0;3;72
48062;Mendata;29;0;20;0;0;9;0;4;0;7;18
48063;Mendexa;72;0;36;0;0;36;0;1;17;0;54
48064;Meñaka;70;0;15;3;1;50;1;0;0;4;66
48065;Ugao-Miraballes;527;20;297;17;7;181;5;3;62;160;302
48066;Morga;54;1;29;0;0;23;1;9;0;5;40
48067;Muxika;174;11;95;3;0;62;3;30;31;18;95
48068;Mundaka;353;6;121;3;4;216;3;1;46;24;282
48069;Mungia;5139;166;2520;94;61;2230;68;36;768;360;3975
48070;Aulesti;51;0;31;3;0;17;0;5;3;19;24
48071;Muskiz;3592;60;2169;74;34;1234;21;2;828;1148;1614
48072;Otxandio;131;2;71;2;2;51;3;0;31;5;95
48073;Ondarroa;1572;88;662;13;30;766;13;386;180;54;952
48074;Urduña/Orduña;1474;3;419;3;2;1044;3;1;34;48;1391
48075;Orozko;1885;10;639;17;4;1214;1;29;75;99;1682
48076;Sukarrieta;115;2;70;1;1;41;0;1;3;21;90
48077;Plentzia;592;11;263;5;13;296;4;0;5;61;526
