Codigo Municipio,Total Contratos,Contratos Hombres,Contratos Mujeres
47124,205,142,63
47125,2,1,1
47126,11,9,2
47127,119,75,44
47128,3,2,1
47129,1146,472,674
47130,32,20,12
47131,11,9,2
47132,8,6,2
47133,299,203,96
47134,13,9,4
47135,3,0,3
47137,3,1,2
47138,34,27,7
47139,667,465,202
47140,129,87,42
47141,9,7,2
47142,7,5,2
47143,11,10,1
47144,25,22,3
47145,105,70,35
47146,50,32,18
47147,6,5,1
47148,37,26,11
47149,4,3,1
47150,111,74,37
47151,18,5,13
47152,26,17,9
47153,17,9,8
47154,22,16,6
47155,844,643,201
47156,112,61,51
47157,488,343,145
47158,368,252,116
47159,936,704,232
47160,61,39,22
47161,678,368,310
47162,14,11,3
47163,111,59,52
47164,116,86,30
47165,2527,1143,1384
47166,110,70,40
47167,22,15,7
47168,14,6,8
47169,1,1,0
47170,28,18,10
47171,49,30,19
47172,9,9,0
47173,211,151,60
47174,25,17,8
47175,961,567,394
47176,44,14,30
47177,30,23,7
47178,34,24,10
47179,463,286,177
47180,10,9,1
47181,18,18,0
47182,635,355,280
47183,30,16,14
47184,269,161,108
47185,27,19,8
47186,103820,52503,51317
47187,33,20,13
47188,29,7,22
47189,35,22,13
47190,6,4,2
47191,5,4,1
47192,72,62,10
47193,142,88,54
47194,43,22,21
47195,67,39,28
47196,23,18,5
47197,78,62,16
47198,16,15,1
47199,8,7,1
47200,5,3,2
47203,5,4,1
47204,37,32,5
47205,50,37,13
47206,24,19,5
47207,88,14,74
47208,2,2,0
47209,2,2,0
47210,105,33,72
47211,2,1,1
47212,241,83,158
47213,6,6,0
47214,187,96,91
47215,4,3,1
47216,12,10,2
47217,801,489,312
47218,122,84,38
47219,10,8,2
47220,88,48,40
47221,11,9,2
47222,7,6,1
47223,33,19,14
47224,10,7,3
47225,2,1,1
47226,6,6,0
47227,9,7,2
47228,225,197,28
47229,23,14,9
47230,12,11,1
47231,1132,610,522
47232,16,13,3
48001,4619,2412,2207
48002,2890,1667,1223
48003,9402,4932,4470
48004,81,48,33
48005,42,23,19
48006,62,25,37
48007,65,26,39
48008,344,121,223
48009,360,253,107
48010,92,53,39
48011,3027,1632,1395
48012,1132,598,534
48013,25209,9432,15777
48014,561,111,450
48015,9884,5212,4672
48016,2224,1529,695
48017,3486,1712,1774
48018,1025,608,417
48019,2208,1516,692
48020,167751,79330,88421
48021,253,59,194
48022,410,121,289
48023,374,252,122
48024,80,45,35
48025,158,55,103
48026,306,105,201
48027,5164,2373,2791
48028,74,27,47
48029,1930,1251,679
48030,1073,505,568
48031,2,0,2
48032,3197,1479,1718
48033,15,3,12
48034,6072,3967,2105
48035,19,13,6
48036,6723,3969,2754
48037,149,88,61
48038,97,49,48
48039,7,5,2
48040,657,276,381
48041,99,56,43
48042,754,276,478
48043,995,409,586
48044,11396,4165,7231
48045,1079,466,613
48046,3430,1692,1738
48047,236,148,88
48048,179,120,59
48049,60,37,23
48050,441,399,42
48051,339,46,293
48052,1030,674,356
48053,122,70,52
48054,12236,4854,7382
48055,1285,884,401
48056,99,48,51
48057,973,408,565
48058,910,479,431
48059,107,77,30
48060,1658,641,1017
48061,76,47,29
48062,29,20,9
48063,72,36,36
48064,70,18,52
48065,527,334,193
48066,54,30,24
48067,174,109,65
48068,353,130,223
48069,5139,2780,2359
48070,51,34,17
48071,3592,2303,1289
48072,131,75,56
48073,1572,763,809
48074,1474,425,1049
48075,1885,666,1219
48076,115,73,42
48077,592,279,313
48078,6407,2114,4293
48079,63,35,28
48080,5335,3945,1390
48081,278,180,98
48082,7225,3681,3544
48083,1953,1030,923
48084,4463,2438,2025
48085,1429,616,813
48086,1293,302,991
48087,95,29,66
48088,3,0,3
48089,950,552,398
48090,1334,521,813
48091,906,587,319
48092,403,291,112
48093,167,72,95
48094,1202,820,382
48095,1241,843,398
48096,2539,916,1623
48097,928,610,318
48901,8695,3730,4965
48902,10748,5893,4855
48903,2464,1429,1035
48904,2907,1642,1265
48905,8012,4934,3078
48906,156,36,120
48907,376,42,334
48908,127,78,49
48909,21,10,11
48910,2692,2001,691
48911,357,260,97
48912,567,341,226
48913,976,584,392
48914,25,25,0
48915,21,15,6
49002,23,4,19
49003,174,91,83
49004,5,3,2
49005,12,8,4
49006,8,7,1
49007,49,27,22
49008,70,45,25
49009,31,29,2
49010,70,64,6
49011,18,13,5
49012,5,5,0
49013,35,14,21
49014,8,6,2
49015,9,8,1
49016,10,8,2
49017,19,10,9
49018,27,13,14
49019,23,10,13
49020,16,15,1
49021,4838,2599,2239
49022,19,13,6
49023,168,87,81
49024,75,42,33
49025,11,7,4
49026,9,7,2
49027,11,9,2
49028,12,5,7
49029,34,23,11
49030,3,2,1
49031,11,10,1
49032,28,18,10
49033,123,57,66
49034,47,32,15
49035,10,5,5
49036,67,34,33
49037,11,5,6
49038,13,10,3
49039,104,80,24
49040,7,4,3
49041,158,134,24
49042,17,12,5
49043,19,15,4
49044,3,3,0
49046,29,24,5
49047,10,6,4
49048,64,61,3
49050,100,85,15
49052,9,9,0
49053,1297,592,705
49054,174,112,62
49055,5,5,0
49056,14,5,9
49057,36,33,3
49058,46,34,12
49059,68,46,22
49061,43,17,26
49062,10,7,3
49063,169,138,31
49064,26,9,17
49065,269,145,124
49066,89,34,55
49067,31,22,9
49068,42,30,12
49069,24,16,8
49071,41,32,9
49075,7,3,4
49076,35,29,6
49077,10,7,3
49078,13,8,5
49079,12,11,1
49080,88,59,29
49081,244,151,93
49082,28,19,9
49083,1,0,1
49084,29,20,9
49085,364,167,197
49086,6,4,2
49087,23,15,8
49088,2,2,0
49090,32,18,14
49091,69,42,27
49092,7,6,1
49093,77,46,31
49094,20,9,11
49095,46,36,10
49096,10,6,4
49097,5,4,1
49098,8,7,1
49099,18,9,9
49100,61,40,21
49101,22,13,9
49102,19,15,4
49103,32,24,8
49104,32,26,6
49105,0,0,0
49107,11,7,4
49108,31,15,16
49109,38,29,9
49110,35,29,6
49111,12,10,2
49112,8,6,2
49113,3,3,0
49114,9,7,2
49115,11,7,4
49116,11,7,4
49117,37,28,9
49118,9,6,3
49119,7,0,7
49120,2,1,1
49121,124,46,78
49122,147,79,68
49123,30,15,15
49124,23,18,5
49125,166,97,69
49126,23,22,1
49127,380,199,181
49128,40,27,13
49129,817,559,258
49130,13,10,3
49131,23,12,11
49132,12,8,4
49133,15,11,4
49134,21,19,2
49135,102,68,34
49136,86,33,53
49137,10,9,1
49138,5,3,2
49139,10,9,1
49141,60,46,14
49142,15,6,9
49143,15,6,9
49145,12,9,3
49146,70,42,28
49147,74,41,33
49148,19,12,7
49149,42,22,20
49150,8,3,5
49151,49,31,18
49152,155,124,31
49153,48,31,17
49154,17,14,3
49155,5,3,2
49156,15,6,9
49157,3,0,3
49158,9,8,1
49159,63,53,10
49160,3,2,1
49162,11,7,4
49163,27,14,13
49164,10,8,2
49165,4,4,0
49166,808,371,437
49167,13,7,6
49168,14,13,1
49169,2,0,2
49170,20,10,10
49171,52,28,24
49172,87,37,50
49173,35,27,8
49174,23,13,10
49175,46,35,11
49176,80,62,18
49177,21,16,5
49178,1465,468,997
49179,27,22,5
49180,23,5,18
49181,76,58,18
49183,4,3,1
49184,13,6,7
49185,21,13,8
49186,37,26,11
49187,188,121,67
49188,41,26,15
49189,12,12,0
49190,7,4,3
49191,15,11,4
49192,7,5,2
49193,43,34,9
49194,16,13,3
49197,21,17,4
49199,6,6,0
49200,82,59,23
49201,22,17,5
49202,12,10,2
49203,4,1,3
49204,3,1,2
49205,63,41,22
49206,122,79,43
49207,68,59,9
49208,22,15,7
49209,57,31,26
49210,56,38,18
49214,98,74,24
49216,6,5,1
49219,5983,3226,2757
49220,39,18,21
49221,15,9,6
49222,33,22,11
49223,27,21,6
49224,19,6,13
49225,11,10,1
49226,69,51,18
49227,68,58,10
49228,225,107,118
49229,34,25,9
49230,25,24,1
49231,22,12,10
49232,8,6,2
49233,8,6,2
49234,101,73,28
49235,42,32,10
49236,6,2,4
49237,4,4,0
49238,81,57,24
49239,161,122,39
49240,15,11,4
49241,24,14,10
49242,49,29,20
49243,14,12,2
49244,43,26,17
49245,36,30,6
49246,5,3,2
49247,72,34,38
49248,19,13,6
49249,7,7,0
49250,148,74,74
49251,13,6,7
49252,9,7,2
49255,47,33,14
49256,15,12,3
49257,191,146,45
49258,39,32,7
49259,6,5,1
49260,66,28,38
49261,266,112,154
49262,62,51,11
49263,1,1,0
49264,42,25,17
49265,8,4,4
49266,5,5,0
49267,24,21,3
49268,43,23,20
49269,12,9,3
49270,67,54,13
49271,22,15,7
49272,5,5,0
49273,16,13,3
49275,17402,6976,10426
50001,161,55,106
50002,87,62,25
50003,95,23,72
50004,385,286,99
50005,18,9,9
50006,157,77,80
50007,5,2,3
50008,2710,1095,1615
50009,123,84,39
50010,23,14,9
50011,55,39,16
50012,6,3,3
50013,168,91,77
50014,23,13,10
50015,11,6,5
50016,8,3,5
50017,431,215,216
50018,2542,1733,809
50019,6,1,5
50020,585,253,332
50021,0,0,0
50022,23,14,9
50023,7,5,2
50024,494,313,181
50025,6101,3599,2502
50026,99,58,41
50027,9,4,5
50028,5,5,0
50029,154,119,35
50030,42,16,26
50031,11,5,6
50032,12,9,3
50033,5,4,1
50034,192,77,115
50035,3,1,2
50036,5,2,3
50037,8,6,2
50038,596,297,299
50039,42,35,7
50040,3,3,0
50041,1,1,0
50042,1,1,0
50043,167,155,12
50044,9,5,4
50045,247,91,156
50046,8,6,2
50047,0,0,0
50048,1,1,0
50050,0,0,0
50051,127,81,46
50052,32,19,13
50053,82,60,22
50054,0,0,0
50055,1691,962,729
50056,34,21,13
50057,421,215,206
50058,7,7,0
50059,100,74,26
50060,20,11,9
50061,41,33,8
50062,1841,1352,489
50063,10,8,2
50064,59,38,21
50065,2,0,2
50066,1107,598,509
50067,5402,2832,2570
50068,1213,911,302
50069,8,6,2
50070,4,4,0
50071,20,17,3
50072,5,5,0
50073,1789,1387,402
50074,6262,4362,1900
50075,86,65,21
50076,14,13,1
50077,12,10,2
50078,21,13,8
50079,39,37,2
50080,10,8,2
50081,24,19,5
50082,10,8,2
50083,3,1,2
50084,1,1,0
50085,7,6,1
50086,62,43,19
50087,2,1,1
50088,76,50,26
50089,4824,3174,1650
50090,23,22,1
50091,4,1,3
50092,795,554,241
50093,10,10,0
50094,325,153,172
50095,3271,1989,1282
50096,2,1,1
50098,41,16,25
50099,3062,2158,904
50100,52,44,8
50101,152,99,53
50102,258,174,84
50104,11,7,4
50105,58,40,18
50106,6,3,3
50107,3781,3097,684
50108,15,13,2
50109,4,2,2
50110,153,106,47
50111,10,10,0
50113,324,247,77
50114,49,39,10
50115,1476,1108,368
50116,71,55,16
50117,10,8,2
50118,572,318,254
50119,57,29,28
50120,8,7,1
50121,21,19,2
50122,3,1,2
50123,27,15,12
50124,29,22,7
50125,41,38,3
50126,904,479,425
50128,5,0,5
50129,132,57,75
50130,81,58,23
50131,22,12,10
50132,120,67,53
50133,5,3,2
50134,11,10,1
50135,6,4,2
50136,47,34,13
50137,93,65,28
50138,1,1,0
50139,29,23,6
50140,8,6,2
50141,12,9,3
50142,4,3,1
50143,233,207,26
50144,1,0,1
50146,35,24,11
50147,81,53,28
50148,28,12,16
50149,3,2,1
50150,228,156,72
50151,65,37,28
50152,1099,697,402
50153,179,103,76
50154,31,21,10
50155,21,12,9
50156,33,21,12
50157,47,17,30
50159,340,242,98
50160,850,285,565
50161,12,12,0
50162,63,47,16
50163,540,311,229
50164,22,14,8
50165,1305,826,479
50166,14,10,4
50167,25,15,10
50168,0,0,0
50169,142,108,34
50170,23,15,8
50171,14,13,1
50172,43,19,24
50173,21,17,4
50174,63,53,10
50175,102,74,28
50176,164,130,34
50177,59,44,15
50178,18,14,4
50179,13,8,5
50180,21,14,7
50181,334,258,76
50182,2300,1543,757
50183,261,194,67
50184,38,30,8
50185,200,170,30
50186,2,1,1
50187,1,1,0
50188,1,1,0
50189,106,82,24
50190,52,31,21
50191,50,25,25
50192,398,120,278
50193,46,41,5
50194,68,43,25
50195,2,1,1
50196,108,95,13
50197,101,33,68
50198,7,7,0
50199,99,34,65
50200,292,230,62
50201,437,336,101
50202,21,19,2
50203,88,59,29
50204,2638,2229,409
50205,2,1,1
50206,50,36,14
50207,9,6,3
50208,1465,711,754
50209,928,713,215
50210,9,7,2
50211,33,23,10
50212,0,0,0
50213,2,1,1
50214,3,2,1
50215,0,0,0
50216,92,80,12
50217,181,154,27
50218,6,5,1
50219,1885,1277,608
50220,7,4,3
50221,4,3,1
50222,762,513,249
50223,147,94,53
50224,2,1,1
50225,2951,1799,1152
50227,29,12,17
50228,180,141,39
50229,45,33,12
50230,262,108,154
50231,89,72,17
50232,12,12,0
50233,13,13,0
50234,64,26,38
50235,459,321,138
50236,6,4,2
50237,5,4,1
50238,21,16,5
50239,3,2,1
50240,1992,1320,672
50241,281,234,47
50242,12,9,3
50243,127,92,35
50244,15,8,7
50245,77,76,1
50246,4,4,0
50247,374,297,77
50248,147,65,82
50249,49,33,16
50250,11,6,5
50251,3615,2121,1494
50252,1537,999,538
50253,117,96,21
50254,25,23,2
50255,29,18,11
50256,0,0,0
50257,22,21,1
50258,1,1,0
50259,13,8,5
50260,3,1,2
50261,28,19,9
50262,566,459,107
50263,13,6,7
50264,26,16,10
50265,19,16,3
50266,18,14,4
50267,87,49,38
50268,14,12,2
50269,142,93,49
50270,6,4,2
50271,22,17,5
50272,5734,3305,2429
50273,5,5,0
50274,3,0,3
50275,0,0,0
50276,6,1,5
50277,18,12,6
50278,13,4,9
50279,19,11,8
50280,96,63,33
50281,14,14,0
50282,31,26,5
50283,30,16,14
50284,63,48,15
50285,130,38,92
50286,6,6,0
50287,108,87,21
50288,1767,1268,499
50289,2,1,1
50290,62,45,17
50291,33,12,21
50292,45,37,8
50293,36,14,22
50294,8,3,5
50295,4,4,0
50296,84,56,28
50297,197565,96820,100745
50298,1543,909,634
50901,16,13,3
50902,3,1,2
50903,0,0,0
51001,18583,8956,9627
52001,16965,7755,9210
