Codigo Municipio,1 hijo/a,2 hijos/as,3 hijos/as,4 o más hijos/as
37170,160,195,110,85
26086,*,*,*,*
34094,*,*,*,10
37171,30,80,20,25
28074,12205,26565,9500,4860
16119,10,30,15,5
31147,10,10,*,*
31148,5,10,5,10
20051,550,1305,360,300
20052,70,245,60,60
01058,105,215,70,*
20068,20,25,10,*
48054,2450,4210,1085,630
32040,190,255,125,50
31149,110,355,135,140
26087,15,50,20,10
48057,400,1000,360,270
31908,85,195,45,45
48055,255,410,170,90
48056,80,120,45,25
33033,1465,1470,510,430
18120,15,35,40,*
24089,10390,17505,6580,4660
31150,5,35,10,*
21044,1600,3140,1290,1300
31151,*,*,*,*
31152,165,295,75,70
09194,130,390,75,70
25121,75,125,70,*
31153,140,395,135,95
02042,25,145,90,75
50139,30,50,30,*
01034,25,30,10,*
26088,*,*,*,*
48081,165,430,125,*
31154,10,25,10,20
20053,520,765,350,105
02043,45,190,100,120
30023,180,780,245,140
44135,10,20,*,10
42105,*,10,*,*
44136,*,*,*,*
31155,10,15,10,20
39036,85,175,65,25
39037,190,370,120,55
02044,40,150,130,110
04058,25,45,40,35
45084,125,385,220,135
39038,125,220,60,80
23055,2990,8025,3755,2870
21045,10,35,20,15
44137,15,30,10,15
37172,90,95,55,55
11022,4420,8080,3570,2585
25122,170,475,150,45
50140,10,35,5,*
50141,15,15,10,*
20054,45,65,40,20
31156,20,20,15,*
08104,65,155,50,25
17088,55,100,45,*
25123,*,65,*,*
25124,25,15,10,*
08105,935,1920,635,550
17089,580,1015,280,245
24092,95,110,65,35
17090,50,105,35,10
17091,40,100,20,*
17092,475,770,225,90
33035,1525,1915,575,240
46154,85,155,45,15
33036,1880,1165,850,610
09195,*,*,*,*
47079,*,*,*,*
38024,1850,2680,950,795
05113,*,10,5,10
13904,30,100,55,40
25125,35,80,40,15
46155,125,175,100,30
25126,40,50,*,*
44141,15,30,*,*
25120,11045,17955,5905,3960
06073,20,120,60,50
06074,285,745,285,340
17093,105,180,50,30
25127,20,35,10,5
03085,125,160,40,*
08107,1275,1955,675,440
08108,510,1005,270,95
25128,*,15,*,*
08106,910,1085,495,255
46147,1715,3250,1165,515
17094,160,210,25,*
43072,*,20,5,*
25129,10,30,10,*
46152,15,20,5,*
46153,30,80,40,15
46151,90,145,35,20
46156,140,400,155,75
43073,10,15,*,*
43074,140,270,105,80
17095,3320,4895,1530,485
07028,120,200,40,30
46157,245,590,175,125
12074,75,140,45,25
07029,430,725,250,160
17096,10,40,*,*
07030,130,325,80,65
07031,3035,4370,1475,870
08109,20,25,20,10
46150,120,305,180,135
22149,45,50,15,*
32041,105,80,60,60
50142,*,*,*,*
32042,235,220,110,95
06072,155,325,175,155
18121,10,20,20,15
31157,220,705,370,165
28075,615,1105,205,140
26089,11775,20170,7100,4115
10109,95,325,170,95
48903,210,250,85,70
18122,905,2565,1490,890
34903,5,30,15,25
34096,*,*,*,*
45085,235,285,80,45
47078,10,25,5,15
50143,55,135,45,*
50144,*,*,*,*
31158,25,30,*,20
23056,120,640,205,180
22150,45,80,*,20
41054,35,105,65,25
41055,1060,2195,1135,1290
19160,85,135,85,*
30024,5060,11200,4955,3800
03084,35,135,35,*
46148,165,220,70,*
30025,365,770,405,320
46149,25,100,20,*
40113,30,70,25,15
49098,15,35,20,15
49099,*,10,20,*
10110,185,450,155,75
05112,15,15,10,*
22151,10,15,10,*
44138,10,30,*,10
42106,*,*,*,*
27027,305,315,90,45
15042,250,605,235,135
28076,35,65,60,*
28901,90,125,70,*
49100,30,50,25,20
04059,120,135,125,70
04060,35,60,50,*
04061,40,115,70,40
14038,2545,4775,2340,2000
50146,20,30,*,15
12072,180,235,50,*
21046,275,350,200,90
50147,100,155,40,30
13051,*,40,35,35
24090,15,35,20,60
45086,35,75,35,15
12073,10,35,5,5
49101,15,30,15,10
39039,30,65,45,40
50148,10,30,35,20
50149,*,*,*,*
27028,11500,12645,3485,1695
18123,10,25,10,45
41056,165,625,290,240
18124,20,35,45,45
31159,85,180,30,45
37173,125,210,110,135
26091,*,*,10,25
50150,95,110,20,40
50151,80,110,25,30
19161,*,45,15,15
22905,25,50,20,*
23057,50,140,50,45
14039,125,380,190,180
31160,15,10,5,5
24091,80,125,40,25
19162,*,10,10,*
31248,15,50,25,20
19163,10,*,5,*
04062,395,655,440,295
46158,80,195,70,25
32043,250,455,170,115
37175,25,50,20,30
29066,25,55,20,30
37174,55,145,55,75
17102,85,105,45,*
17103,510,990,375,195
28078,*,*,*,*
49102,*,45,20,*
40115,*,10,10,15
17097,15,35,15,*
28079,234485,382030,156535,104030
49103,35,40,45,40
45087,410,1670,765,400
10111,75,210,145,120
05114,125,170,100,95
09196,*,25,15,10
10112,110,220,160,120
09197,5,20,10,10
02045,205,795,270,155
37176,20,15,10,*
10113,180,330,205,135
41057,15,40,25,20
50152,130,330,110,30
05115,35,105,35,35
06075,*,70,45,55
50153,100,220,40,25
45088,200,390,105,110
42107,*,10,*,*
24093,25,45,25,25
34098,95,110,15,45
06076,50,140,60,70
09198,*,15,10,10
49104,*,60,30,30
02046,40,225,110,50
17098,40,70,20,*
25133,115,130,40,20
44142,*,*,*,*
37177,15,40,15,40
50154,5,30,5,10
49105,*,25,15,15
41058,1290,2805,1325,620
41059,2470,5255,2125,1360
28080,4395,8515,4165,2190
10114,85,140,75,70
16121,*,35,25,20
19165,*,*,*,*
42108,*,*,*,*
29067,34190,71520,30740,22600
19166,15,25,5,10
13052,485,1135,575,380
19167,*,15,5,10
18126,105,165,110,110
50155,*,15,*,*
06077,15,50,20,25
25130,20,35,15,*
50156,30,45,20,*
08110,1445,2640,865,360
08111,10,35,20,*
48058,75,180,30,40
50160,230,450,205,40
50157,40,35,20,25
37178,*,20,*,*
10115,165,645,185,245
05116,10,20,15,*
06078,25,70,40,55
10116,230,560,350,185
15043,640,850,355,370
45089,130,295,115,105
50159,110,170,35,25
49107,10,25,15,10
05117,10,25,10,15
09199,*,20,*,*
09200,*,*,*,*
09201,*,*,*,5
07033,3185,4755,1655,1280
37179,10,25,20,15
05118,*,10,*,10
23058,370,1580,545,530
06079,35,65,55,60
50161,10,10,10,*
09202,*,*,*,*
07034,125,185,55,*
19168,25,40,30,10
49108,35,65,55,40
49109,55,95,70,40
29068,975,1435,445,520
46159,2520,3810,1240,1335
05119,*,*,*,*
26092,10,25,5,*
08112,1725,2425,910,650
34099,*,*,*,*
08113,6905,10710,3215,2060
26093,*,*,*,*
24094,145,185,100,75
24095,20,35,20,30
19169,*,*,*,*
34100,5,10,10,15
46160,240,390,130,55
49110,15,40,45,40
49112,*,20,10,10
49111,15,15,15,*
13053,995,2435,1115,835
26094,*,10,*,15
28082,505,1035,260,160
32044,105,115,65,40
45090,10,40,25,25
44143,45,70,30,*
21047,125,350,195,35
47080,*,*,*,*
37180,*,5,*,15
48059,35,60,15,20
31161,15,55,20,20
15044,235,195,80,*
07032,2090,3170,1265,1225
45091,25,65,30,30
50162,20,20,5,10
18127,1410,3070,885,850
19170,10,35,*,*
24096,15,20,10,*
31162,*,*,*,*
40903,*,15,10,*
40118,*,*,5,*
29069,10525,16350,5805,4345
10117,25,45,10,15
18128,20,60,30,30
19171,365,850,245,185
41060,1085,2360,1255,900
31163,270,315,125,125
34101,*,*,*,*
43076,40,120,25,20
43075,10,15,10,*
08242,30,25,20,*
04063,25,240,95,70
50163,395,685,105,90
07035,170,320,95,35
16122,*,30,25,10
36026,1895,3290,1125,1225
39040,550,665,205,135
41061,135,385,150,80
46161,160,210,120,55
21048,25,35,40,*
45092,25,40,20,10
48060,435,500,280,140
05120,*,10,*,*
23059,285,900,470,400
50902,*,10,10,*
07036,2415,5090,1415,565
45093,20,10,5,10
37181,15,55,20,15
05121,15,40,5,10
41062,95,320,145,135
37183,35,40,25,30
44144,20,90,15,10
40119,20,25,10,15
40120,10,20,15,15
40121,20,25,40,35
37182,*,*,*,10
05122,*,25,10,15
08114,2100,3505,1320,435
08115,445,670,260,125
23060,1230,3580,1305,930
40122,50,65,45,25
48061,65,105,55,25
47081,*,5,*,5
43077,45,120,30,*
44145,85,190,80,30
17100,25,45,15,*
45094,25,50,45,35
43078,75,135,60,25
16123,*,*,*,*
02047,*,*,*,*
19172,*,10,10,*
32045,330,430,150,95
08116,65,115,25,15
08117,250,480,130,75
43079,25,90,20,*
08118,1635,3225,1110,485
43080,25,40,15,*
43081,40,80,25,25
08119,635,990,375,210
43082,35,95,45,*
46162,170,150,80,50
25131,45,95,20,15
46163,330,310,30,*
46164,1265,1950,640,590
46165,800,1315,380,120
17101,70,120,20,10
25132,*,40,*,*
37184,25,60,15,35
10118,*,40,30,30
40124,10,40,10,15
37186,*,*,*,15
44146,*,35,25,5
12075,20,30,10,*
45095,35,155,65,35
40123,*,25,20,15
24097,10,30,10,25
08120,330,1320,465,240
42110,*,10,*,*
24098,90,170,70,60
42111,*,35,25,25
24099,15,20,10,15
38025,740,835,415,440
47082,60,115,70,45
08121,8960,15815,5490,3940
19173,*,5,*,*
12076,*,15,10,10
49113,10,20,15,20
47083,5,10,*,5
37187,45,65,40,25
49114,*,*,*,*
40125,*,15,*,*
19174,10,20,10,5
26095,10,20,10,5
37188,10,25,10,15
49115,5,35,10,20
47084,90,220,90,80
44147,40,90,20,10
45096,30,210,75,50
19175,*,10,*,*
15045,470,630,280,270
34102,15,25,10,10
30026,2645,3950,2040,1115
39041,150,270,50,95
19176,35,50,25,*
34103,10,10,*,*
09206,*,*,10,*
36027,470,810,300,275
09208,*,15,35,35
28083,935,1490,420,225
06080,65,360,155,120
50164,30,60,20,20
05123,10,10,*,*
06081,60,180,80,75
09209,485,750,235,145
47086,315,650,175,240
47085,1300,2760,1105,840
42113,70,55,55,25
11023,695,1265,490,770
05124,*,20,10,15
39042,575,935,410,270
08122,180,240,135,70
19177,*,15,10,*
26096,10,30,10,15
47087,5,55,65,20
19178,*,10,*,*
27029,210,200,60,45
36028,395,630,420,185
45097,70,205,75,40
28084,1740,2880,1075,610
47088,10,10,10,15
47089,10,25,15,10
09211,60,200,125,125
49116,60,70,25,10
34104,10,30,20,35
46166,985,1345,445,320
31164,30,140,35,15
15046,745,745,385,305
52001,3550,6945,3710,5325
32046,110,290,55,55
40126,*,15,10,5
40127,*,*,*,*
37189,*,*,*,*
13054,280,925,475,265
19179,15,15,*,10
10119,60,95,20,10
25134,55,145,20,25
45098,150,455,230,65
20901,140,260,85,55
48062,15,55,15,10
31165,220,590,155,80
31166,*,45,25,25
48063,30,55,15,10
31167,70,145,35,25
34106,*,10,15,15
06082,25,50,45,20
05125,*,10,5,*
23061,295,885,670,700
45099,340,525,285,165
48064,45,105,25,*
50165,255,375,80,60
17099,*,15,*,*
32047,195,360,125,75
07037,550,495,275,125
06083,3560,7450,2910,1885
09213,25,40,25,30
09214,35,85,75,30
09906,65,175,65,50
09215,15,60,35,20
09216,35,60,*,*
09217,35,45,20,25
39043,135,230,50,60
10120,10,30,10,5
16124,180,390,100,60
05126,*,15,*,*
45100,15,25,15,15
15047,245,330,140,135
50166,20,45,20,15
13055,40,115,85,50
31168,15,25,10,25
50167,15,40,10,*
44148,*,20,5,5
32048,80,105,45,60
10121,395,1555,655,430
50168,*,*,*,*
49117,45,90,35,35
34107,*,10,*,20
50169,35,60,30,10
19181,*,*,*,15
39044,220,560,230,155
39045,25,30,25,45
17105,30,45,15,*
33037,5310,5510,2160,1305
19182,*,*,*,*
37190,10,35,20,20
07902,85,260,80,35
45101,365,650,440,190
40128,10,15,10,15
13056,805,1650,570,480
05127,25,115,65,45
29070,6650,7320,3800,2005
43083,15,20,10,5
31169,360,390,100,115
09218,25,60,30,25
37191,*,10,10,20
19184,*,10,5,*
10122,30,45,15,10
46167,30,85,20,15
03086,20,35,*,*
49118,15,30,15,10
19183,*,15,*,*
21049,350,610,210,115
02048,115,170,110,125
16125,125,315,165,100
05128,15,65,20,30
15048,665,650,260,190
42115,*,*,*,*
42116,*,*,*,*
19185,*,*,*,*
16126,60,160,60,30
10123,20,100,50,45
19186,*,15,*,*
28085,370,670,290,135
31170,*,10,*,*
25135,135,210,60,25
19187,*,15,*,*
46168,240,370,55,*
44149,*,20,5,*
31171,70,100,50,30
37192,20,15,10,10
09219,3535,4845,1645,1205
37193,15,55,30,45
06084,55,195,100,35
09220,*,10,10,*
43084,60,115,35,20
44150,*,*,*,*
05129,*,10,10,30
05130,*,10,*,5
05131,*,15,5,10
46169,3635,5885,2010,1130
36029,1350,2580,1200,835
45102,255,585,300,210
19188,*,*,*,*
18132,175,560,225,285
29071,50,135,100,90
09221,40,45,30,15
15049,200,175,55,*
35012,1880,2310,985,440
37194,35,30,15,20
46170,255,675,270,150
21050,1295,2455,1090,885
10124,50,105,65,85
45103,*,50,45,35
19189,15,20,15,10
08138,280,760,405,100
04064,260,865,390,150
47090,175,385,125,130
04903,370,850,415,530
49119,15,30,10,25
28086,690,925,230,125
43085,10,45,10,10
41063,225,355,195,200
49120,*,10,*,*
19190,195,445,265,130
30027,3915,7945,3420,2360
24100,60,90,45,55
02049,55,145,55,60
37195,*,*,*,*
44151,15,45,10,20
42117,15,20,10,10
28087,230,600,175,215
08123,2355,3595,955,365
39046,120,170,140,90
25137,1430,1635,590,435
17106,15,20,10,*
08124,4125,6885,2545,1215
29072,285,665,215,210
17107,45,60,10,*
25136,5,20,10,*
18133,175,365,220,190
05132,35,170,45,70
42118,*,*,*,*
49121,45,40,25,20
18134,345,825,430,245
19191,*,*,*,*
09223,*,*,5,*
09224,10,5,15,20
47091,*,15,10,*
46171,1725,3020,1045,585
09225,*,*,10,20
12077,425,925,255,120
29073,105,320,145,100
36030,560,560,305,280
36031,65,85,35,15
19192,115,355,140,140
27030,665,510,100,110
50170,15,65,30,*
22155,10,10,*,*
06085,115,535,345,165
50171,*,20,*,*
49122,55,105,25,60
15050,220,290,110,65
22156,30,30,15,*
37196,*,20,*,*
27031,2020,2910,595,465
44152,*,5,*,*
03088,495,890,325,320
08128,45,90,30,30
08127,285,310,155,*
37197,*,15,10,5
37198,10,35,20,15
03089,850,1755,615,570
50172,10,20,10,5
44153,200,335,155,80
16128,*,15,10,*
31172,30,55,*,*
10125,50,150,60,75
44154,30,55,20,*
37199,*,10,15,15
05133,*,*,*,*
17109,85,135,25,15
44155,50,195,75,75
14040,195,665,235,230
16129,*,15,15,10
16130,65,70,45,50
02050,*,10,*,15
49123,35,80,40,30
12078,25,45,15,*
10126,80,300,110,95
12079,55,85,25,*
22157,10,25,10,20
19193,*,*,*,*
46173,135,270,70,70
43086,585,945,385,195
43088,320,265,110,*
08125,3090,4450,1560,760
08130,10,20,10,*
31173,75,140,60,35
16131,*,15,*,15
42119,20,35,15,*
44156,*,*,*,*
47092,*,*,15,*
02051,110,285,130,95
45104,30,55,10,25
32049,90,100,30,55
18135,405,910,230,320
10127,325,740,385,295
29074,45,120,105,45
18136,105,265,150,190
37200,10,35,20,*
40129,10,20,15,15
28088,30,15,10,15
40130,*,25,10,*
42120,*,10,20,*
25139,65,90,*,10
41064,455,775,490,360
14041,145,705,185,125
47093,50,115,55,70
37201,15,45,30,15
06086,55,180,95,110
42121,10,5,*,*
50173,10,30,10,15
44157,10,*,*,*
32050,250,415,185,145
27032,530,450,145,95
40131,*,10,*,5
37202,115,150,25,15
09226,*,*,*,*
06087,210,420,165,65
37203,15,15,*,20
46174,95,170,80,45
45105,30,50,30,20
03903,415,615,320,135
08131,80,135,25,20
25140,75,120,20,25
43089,30,55,15,*
25138,45,125,35,25
08126,970,1260,480,120
13057,90,125,90,100
06088,765,1810,1240,655
14042,1210,3555,1280,845
18137,40,150,105,85
46175,30,125,30,20
23062,65,255,145,115
08132,45,50,30,*
08133,*,35,10,*
43090,90,210,75,40
08135,730,1315,385,225
25142,45,75,30,20
25141,20,30,15,*
50174,10,20,10,*
09227,10,15,10,5
25143,10,20,*,*
08136,1165,2200,640,550
14043,585,1195,605,410
43091,20,10,*,*
17110,150,260,100,60
43092,880,1420,480,270
46176,170,505,90,*
08137,20,45,*,*
46172,485,925,260,185
07038,305,355,145,*
14044,105,230,125,100
22158,1385,1925,760,625
34108,30,85,30,55
45106,590,1515,625,390
44158,110,230,65,*
43093,470,725,235,125
43094,250,360,125,165
09228,10,20,*,15
13058,155,730,405,235
40132,*,10,*,*
47094,10,25,15,10
49124,20,35,25,10
18138,155,390,185,195
10128,520,875,435,315
28089,320,695,240,80
47095,*,*,*,*
05134,*,*,*,*
49126,15,30,15,15
49125,140,165,105,60
47096,10,15,*,15
49128,30,110,55,30
49129,95,165,35,35
49130,15,30,10,25
49127,195,330,115,65
49131,35,55,20,10
28090,850,1610,455,255
36032,270,560,350,155
37204,20,40,20,15
50175,120,170,40,55
50176,10,35,20,10
28091,470,950,275,180
30028,310,1115,560,425
19194,*,15,10,10
34109,*,5,10,*
10129,25,45,25,30
33038,260,355,110,100
01039,15,30,15,10
18909,30,80,55,70
43095,230,460,105,95
12080,250,380,145,60
19195,*,*,*,*
31174,10,15,*,*
43096,15,15,*,*
06089,45,100,55,25
49132,25,55,25,*
49133,10,35,35,40
50177,10,85,15,*
48066,35,50,20,15
14045,190,520,195,215
37205,15,35,15,15
37206,5,15,*,10
37207,20,30,*,10
42123,15,10,10,25
41065,1970,3660,1315,1555
37208,*,10,*,*
50178,35,80,20,*
36033,1400,1960,685,750
44159,*,10,*,*
44160,25,100,30,25
28092,14090,27900,10700,5345
16132,*,*,*,*
16133,275,785,460,165
47097,30,55,35,20
16134,280,660,450,245
02052,15,60,40,30
18140,3810,6810,3650,2925
16135,10,25,10,10
35013,545,875,310,525
50179,20,45,15,10
37209,35,40,20,35
40134,45,135,50,40
50180,*,15,10,*
47098,50,65,60,30
34110,*,15,*,*
47099,10,15,10,15
19196,*,15,5,5
50181,90,200,95,*
50182,440,660,130,50
49134,10,20,20,20
49135,40,130,65,35
31175,10,5,*,*
49136,25,65,25,*
15051,510,735,240,200
32051,175,260,115,*
30029,930,1890,1155,765
48068,215,205,95,35
50183,30,60,25,10
02053,80,520,170,275
48069,1440,2365,625,390
44161,30,105,40,15
26098,*,10,*,*
48007,30,50,20,20
08129,45,85,20,5
05135,20,55,25,40
05136,10,15,*,10
05138,*,50,25,20
05139,*,10,*,*
05140,*,20,*,15
40135,15,25,30,25
05141,*,15,*,*
05142,5,10,10,15
05143,*,15,*,*
40136,10,25,15,10
08139,*,40,10,*
27033,110,90,35,25
31176,230,455,225,155
30030,24845,50390,25185,19805
50184,15,25,*,*
24101,55,60,35,35
47100,*,25,10,5
42124,*,*,*,*
42125,*,10,10,*
31177,25,30,15,20
50185,*,20,*,*
26099,105,190,125,55
31178,25,80,35,50
31179,25,120,30,40
03091,45,75,35,20
07039,635,945,270,115
26100,*,10,*,*
03092,655,1240,490,165
26101,*,*,*,*
15053,765,1265,575,460
33039,180,195,115,85
18141,25,60,60,30
48908,15,35,15,*
31180,20,20,10,*
46177,570,665,290,165
48071,685,1065,255,175
20057,15,25,20,*
20056,390,715,180,130
03090,1860,3230,935,395
15052,435,810,195,245
48067,75,195,60,50
48909,20,30,10,5
04065,30,75,*,35
42127,*,5,*,*
26102,805,1035,360,270
26103,70,165,45,20
25145,*,15,*,*
45107,285,530,120,130
46178,330,615,205,140
16137,*,*,*,10
15054,4890,4760,1425,950
05144,*,10,*,5
05145,*,*,*,*
42128,*,10,*,*
37211,15,35,10,15
05149,5,15,10,5
05147,5,25,15,10
05148,*,*,*,*
25025,*,230,*,*
33040,560,775,240,105
05152,40,95,40,75
37213,*,10,10,10
37214,5,20,10,10
40138,205,455,150,80
45108,30,85,40,30
09229,15,25,10,15
06090,60,120,95,55
37215,*,15,20,15
05153,10,10,15,10
47101,140,245,100,95
21051,25,40,10,15
37212,10,15,10,*
05151,5,10,5,10
28093,205,320,180,80
10130,75,295,135,125
05154,*,*,*,*
05155,*,5,*,5
40139,15,35,35,25
45109,255,595,250,160
05156,20,35,10,10
12081,80,100,40,*
26104,*,*,*,*
22160,20,30,10,10
05157,*,40,*,30
28094,85,140,45,*
28095,115,295,95,65
45110,90,275,160,205
28096,1570,2800,865,770
42129,25,125,60,35
37216,15,35,20,25
40140,*,10,10,10
40141,80,130,90,50
05158,15,40,50,40
37217,*,*,*,*
10131,1195,2125,970,565
45111,*,10,5,*
45112,120,295,175,175
05159,15,40,15,10
05160,15,60,20,20
05161,30,130,40,30
05162,*,10,10,*
13059,*,40,15,10
45113,215,340,145,105
05163,125,270,155,80
10132,20,75,30,30
06091,175,695,245,300
37218,*,15,*,10
45114,25,90,50,55
05164,*,*,*,*
08140,580,895,245,125
50186,*,*,*,*
40142,*,10,*,*
40143,*,15,10,10
40144,*,*,*,*
01041,10,30,5,5
05165,35,55,35,*
37219,20,30,20,5
28097,*,15,25,*
05166,15,45,20,15
46179,235,505,125,75
26105,225,360,135,110
05167,10,15,30,30
08141,610,990,200,120
09230,*,*,*,*
13060,20,15,45,15
19197,*,*,*,*
02054,10,85,25,35
41066,90,230,115,55
40145,75,195,120,75
40904,20,45,20,25
40146,20,45,15,30
23063,215,620,255,340
10133,60,160,105,95
05168,235,710,265,380
28099,130,270,125,75
31181,*,15,15,*
37221,30,65,40,30
17111,150,170,20,20
05169,*,25,30,25
05170,*,10,*,10
25146,25,25,15,10
10134,30,100,45,50
33041,1040,980,435,295
27034,195,135,25,80
49137,10,25,20,10
31182,*,5,*,*
09231,*,5,5,10
15055,635,725,270,345
19198,*,*,*,*
15056,540,840,425,265
37222,*,10,*,*
27035,*,35,*,*
09232,*,*,*,*
05171,*,10,10,5
42130,*,5,*,*
29075,1645,2335,1210,905
02055,60,140,160,65
21052,440,825,295,335
26106,*,10,*,*
18903,35,145,85,70
36034,325,520,280,270
21053,295,565,210,160
40148,10,45,25,15
26107,5,10,10,*
36035,1455,2450,990,525
18143,65,160,75,75
50187,10,10,*,*
05172,*,15,15,10
04066,1830,2800,1465,815
18144,80,95,55,25
31088,540,810,265,185
23064,55,250,140,155
45115,295,445,220,120
24102,35,120,55,40
45116,75,110,65,35
27037,115,125,70,90
34112,*,*,*,*
06092,45,70,75,*
32052,290,280,105,70
44163,10,25,10,*
44164,*,*,*,*
44165,30,15,10,*
15057,1015,2145,810,550
39047,145,345,115,130
42131,*,*,*,*
45117,45,95,85,60
50188,*,*,*,*
50189,75,170,40,25
33042,645,635,230,140
08142,15,25,*,*
43097,50,70,20,15
22162,10,25,5,*
50190,35,140,35,30
03093,1735,3340,1550,975
46180,75,115,40,*
45118,95,505,145,75
42132,10,20,15,10
50191,30,95,25,15
03094,1725,1965,530,275
22163,30,65,25,20
14046,265,720,370,350
47102,10,40,15,35
50192,25,25,10,20
28100,370,800,255,115
50193,65,100,40,30
12082,945,1920,620,325
43098,30,55,20,*
45119,325,490,275,140
45120,*,30,10,10
10135,30,150,50,220
31183,70,100,45,30
14047,90,300,90,40
44167,*,*,10,*
45121,765,1365,555,315
19199,*,*,*,*
31185,20,70,40,30
26109,*,15,5,*
31184,*,10,*,*
26108,*,35,15,25
25148,15,35,15,10
08143,305,430,195,160
31186,25,35,25,*
44168,10,55,5,*
24103,35,40,20,*
17112,10,35,10,*
18145,770,1550,675,555
04067,35,105,55,40
36036,250,460,220,90
20063,670,1350,545,260
32053,195,265,100,65
31187,10,20,5,10
26110,10,15,15,10
29076,235,490,90,110
30031,20,95,15,45
44169,25,75,25,*
05173,*,*,*,*
01042,85,140,35,*
20058,65,100,65,55
31188,25,25,5,15
31189,120,220,55,75
44171,15,40,10,*
34113,*,5,*,10
15058,3510,4265,1550,725
31190,*,*,*,*
08145,315,525,115,60
08146,115,255,55,45
08147,2040,3275,905,615
25149,195,230,120,50
45122,375,1050,280,125
44172,20,95,30,15
25150,15,30,10,10
31191,250,495,155,75
25151,80,95,50,*
46181,1870,3915,1230,900
06093,300,735,435,130
06094,75,205,135,125
10136,25,30,20,10
35014,1955,2635,390,415
19200,*,20,*,*
41067,455,1045,550,460
47103,15,30,20,30
16139,10,70,30,25
08148,280,525,105,*
06095,685,1400,840,480
26111,15,35,10,15
46183,685,1130,400,280
31194,15,30,25,10
19201,*,*,*,*
19202,*,*,*,*
16140,*,*,*,*
28101,20,30,10,10
16141,5,30,15,*
16142,10,20,5,10
16143,*,*,*,*
09235,5,20,5,10
47104,215,575,155,85
37223,*,15,*,10
49138,15,35,25,25
09236,*,5,*,*
47105,10,20,*,10
34114,10,15,15,20
47106,*,5,*,*
44173,10,15,5,*
46182,155,155,55,55
12083,20,15,5,*
40149,30,95,55,35
31192,10,20,5,*
08149,105,205,50,20
17114,3420,4025,1500,780
25152,15,30,*,*
04068,15,35,15,*
04069,250,940,380,225
08144,95,100,50,*
42134,325,395,280,125
22164,10,10,*,*
11024,430,1135,565,480
50194,10,15,10,*
24104,15,60,15,15
25153,35,30,5,5
25154,20,25,5,*
42135,*,10,*,*
12084,1895,3030,1335,565
03095,460,965,315,180
48073,560,1185,350,495
03096,495,1120,400,235
33043,45,100,45,40
45123,235,565,80,50
46184,2390,4805,2160,1025
22165,40,90,25,25
02056,180,265,175,105
24105,105,220,100,40
09238,55,130,35,50
20059,620,1585,460,375
09239,*,*,*,*
03097,105,475,70,30
37224,15,35,20,20
31195,15,30,10,15
09241,15,30,5,*
31196,*,*,*,*
05174,*,*,*,*
50195,*,*,*,*
18146,40,165,50,145
23065,45,255,95,140
15059,1445,1530,550,445
19203,*,*,*,*
17115,40,55,10,10
20076,385,1415,485,315
19204,*,30,15,15
40150,*,5,10,*
06096,*,50,20,20
06097,170,545,125,110
20905,10,25,*,*
50196,10,25,*,*
50197,*,10,*,*
20060,10,10,*,*
25155,85,130,20,30
45124,110,390,250,80
18147,190,685,280,300
04070,245,235,170,80
03099,5495,10960,4255,2870
44174,35,90,30,25
20061,325,735,220,190
08150,25,35,10,*
31197,*,10,*,*
08151,40,65,40,25
31906,175,470,105,110
20062,80,145,75,45
31198,*,*,*,*
45125,185,320,215,185
12085,755,1060,555,250
15060,685,855,280,165
38026,2870,4885,2155,1710
31199,*,15,10,15
48075,190,360,75,70
08152,10,20,*,*
31211,*,*,*,*
44175,*,20,10,*
08153,80,70,*,15
26112,10,25,15,10
40151,*,10,*,*
40901,25,65,30,25
15061,740,875,350,295
48083,800,1105,285,305
28102,85,145,55,55
03098,90,95,65,*
25156,85,130,45,15
16145,30,70,40,30
50198,*,*,*,*
24106,*,*,*,*
50199,35,60,10,*
05175,*,35,15,*
17116,30,55,25,15
34116,*,10,10,*
34901,80,190,75,85
02057,100,375,175,120
22167,55,100,30,35
25157,15,25,15,*
41068,845,2340,1145,595
31200,45,145,35,40
45126,35,45,25,15
49139,20,25,15,10
40152,45,130,40,65
18148,35,145,70,75
46185,30,75,25,15
18149,380,985,360,180
48072,100,150,65,55
32054,12070,14270,4615,2570
27038,160,105,55,*
27039,540,590,260,100
15062,805,1165,355,260
33044,22910,27295,9425,6000
01043,250,365,155,100
15063,305,470,170,70
08154,45,120,50,20
15064,260,385,45,110
32055,350,200,65,*
05176,10,25,20,10
09242,*,10,*,10
09243,*,*,10,10
32056,130,350,265,60
15065,845,1285,535,280
09244,*,*,*,*
18150,275,1010,520,470
04071,25,90,25,25
46186,1985,3050,925,715
35015,1720,1340,415,460
40154,*,*,*,*
05177,10,25,20,10
37225,*,15,10,5
49141,25,35,40,30
24107,20,55,10,35
16146,*,20,10,*
16147,*,10,*,*
05178,10,35,45,30
09246,50,70,65,40
24108,50,50,20,15
09247,*,*,*,*
49143,10,45,25,15
37226,10,25,10,15
49142,25,50,10,10
24109,50,135,75,90
41069,1920,4030,2215,1945
37228,*,50,35,25
08155,755,1210,290,135
17117,1820,2705,1050,665
17118,1440,2620,925,485
12087,*,*,*,*
27040,580,350,125,250
25158,205,275,115,65
17119,10,10,*,*
17121,15,45,20,5
17120,120,255,30,40
