Codigo Municipio,Sin Estudios,Con Estudios
09194,565,1540
25121,200,630
31153,535,1760
02042,490,460
50139,130,207
01034,35,145
26088,2,32
48081,345,1720
31154,80,150
20053,1145,3800
02043,775,595
30023,1285,2610
44135,80,47
42105,25,32
44136,15,27
31155,105,175
39036,200,870
39037,470,1625
02044,740,455
04058,215,185
45084,1020,1505
39038,305,1210
23055,13785,36505
21045,95,152
44137,115,125
37172,345,490
11022,16800,36140
25122,635,1525
50140,70,87
50141,35,80
20054,160,380
31156,50,215
08104,155,635
17088,120,420
25123,2,137
25124,55,110
08105,3030,8155
17089,1830,4810
24092,305,585
17090,50,500
17091,110,360
17092,1130,3115
33035,2690,9390
46154,225,670
33036,3850,8070
09195,2,47
47079,20,42
38024,4580,12430
05113,40,32
13904,255,345
25125,125,317
46155,440,665
25126,65,245
44141,40,112
25120,24335,89175
06073,425,330
06074,1650,3265
17093,220,760
25127,55,160
03085,150,620
08107,2525,9010
08108,1170,3885
25128,45,105
08106,1925,5635
46147,4560,14785
17094,330,1070
43072,30,55
25129,50,107
46152,65,52
46153,130,350
46151,260,515
46156,650,1620
43073,30,52
43074,465,1280
17095,6770,25980
07028,280,790
46157,1150,2140
12074,350,460
07029,1680,2955
17096,60,95
07030,650,1105
07031,5905,23445
08109,35,175
46150,775,1265
22149,125,195
32041,430,415
50142,2,22
32042,1075,820
06072,1030,1355
18121,95,52
31157,1165,2865
28075,1075,5085
26089,23915,103440
10109,825,925
48903,320,1560
18122,7440,10110
34903,85,155
34096,15,30
45085,525,1310
47078,50,112
50143,225,520
50144,2,22
31158,60,205
23056,1325,1945
22150,190,280
41054,295,420
41055,6720,9010
19160,240,800
30024,27615,46790
03084,200,420
46148,330,1140
30025,1985,3645
46149,150,320
40113,80,370
49098,125,105
49099,50,37
10110,900,1485
05112,35,60
22151,20,65
44138,55,87
42106,5,4
27027,795,1320
15042,1395,1835
28076,120,390
28901,250,675
49100,160,145
04059,580,900
04060,230,305
04061,345,365
14038,12130,21740
50146,95,115
12072,460,830
21046,1085,1550
50147,240,655
13051,170,172
24090,220,127
45086,195,340
12073,85,80
49101,85,87
39039,235,405
50148,90,230
50149,2,22
27028,18195,66030
18123,190,92
41056,1745,2045
18124,160,230
31159,235,965
37173,605,965
26091,70,92
50150,275,477
50151,240,475
19161,80,155
22905,75,235
23057,385,435
14039,1290,1530
31160,20,80
24091,380,305
19162,30,37
31248,75,285
19163,30,40
04062,1840,3155
46158,365,760
32043,1195,1515
37175,120,275
29066,160,225
37174,425,665
17102,155,490
17103,1455,4310
28078,2,12
49102,105,110
40115,60,50
17097,45,170
28079,520020,2208075
49103,135,275
45087,3905,5395
10111,660,895
05114,580,870
09196,65,82
10112,850,785
09197,75,95
02045,1705,2370
37176,70,52
10113,1000,1520
41057,140,147
50152,640,1125
05115,155,485
06075,285,240
50153,340,715
45088,785,1565
42107,35,37
24093,195,145
34098,155,785
06076,410,465
09198,55,55
49104,255,107
02046,540,660
17098,105,240
25133,280,550
44142,15,17
37177,160,122
50154,50,85
49105,55,82
41058,5480,12065
41059,6050,28065
28080,4745,49950
10114,460,630
16121,135,135
19165,15,22
42108,2,4
29067,118910,343915
19166,70,105
13052,2795,4410
19167,50,67
18126,520,995
50155,40,47
06077,220,142
25130,50,145
50156,80,180
08110,3965,11195
08111,30,185
48058,260,745
50160,790,2160
50157,130,165
37178,60,22
10115,1075,2660
05116,80,35
06078,305,255
10116,1050,2790
15043,2735,2690
45089,825,925
50159,300,620
49107,65,87
05117,80,125
09199,25,57
09200,2,27
09201,10,17
07033,10295,22680
37179,95,100
05118,50,42
23058,3605,5565
06079,250,395
50161,45,62
09202,2,12
07034,205,865
19168,130,167
49108,235,257
49109,295,355
29068,3290,7615
46159,8395,16965
05119,20,4
26092,55,57
08112,5000,11030
34099,40,17
08113,16815,46395
26093,15,32
24094,335,1200
24095,80,210
19169,2,22
34100,60,77
46160,525,1585
49110,230,132
49112,95,32
49111,45,85
13053,4725,11185
26094,40,37
28082,840,5445
32044,510,387
45090,220,122
44143,175,270
21047,935,1050
47080,15,17
37180,20,32
48059,105,310
31161,65,275
15044,705,665
07032,5095,18295
45091,160,237
50162,65,97
18127,4235,13005
19170,65,132
24096,45,95
31162,10,22
40903,45,57
40118,15,17
29069,26445,84150
10117,135,67
18128,190,145
19171,1200,3920
41060,7135,8850
31163,640,1685
34101,2,22
43076,135,390
43075,40,42
08242,20,205
04063,545,680
50163,360,3430
07035,645,1085
16122,115,130
36026,6090,15320
39040,960,3585
41061,985,1265
46161,465,1035
21048,120,175
45092,150,120
48060,930,3250
05120,15,12
23059,2335,3775
50902,20,52
07036,5325,22265
45093,65,72
37181,135,160
05121,60,170
41062,1195,1165
37183,170,247
44144,120,230
40119,90,120
40120,65,97
40121,165,155
37182,30,47
05122,90,57
08114,5795,16135
08115,1100,3015
23060,7940,12110
40122,165,395
48061,115,685
47081,20,37
43077,195,355
44145,290,845
17100,45,190
45094,225,215
43078,315,625
16123,40,4
02047,35,50
19172,30,37
32045,1110,1610
08116,165,470
08117,580,1965
43079,90,325
08118,3430,15215
43080,70,170
43081,110,485
08119,1455,5055
43082,160,295
46162,415,980
25131,140,342
46163,310,1560
46164,3815,8800
46165,2070,5245
17101,175,405
25132,55,85
37184,180,185
10118,120,165
40124,85,170
37186,40,37
44146,75,150
12075,40,115
45095,455,380
40123,75,110
24097,50,180
08120,650,6130
42110,30,37
24098,395,885
42111,120,165
24099,80,122
38025,2980,4335
47082,315,530
08121,28365,72895
19173,20,32
12076,45,42
49113,75,107
47083,20,55
37187,190,395
49114,30,17
40125,35,52
19174,50,75
26095,40,67
37188,100,87
49115,115,72
47084,445,975
44147,200,295
45096,470,595
19175,25,4
15045,2235,1995
34102,90,125
30026,7765,20940
39041,560,1260
19176,165,112
34103,40,40
09206,10,42
36027,2045,2500
09208,95,165
28083,1455,8270
06080,850,1155
50164,110,292
05123,30,47
06081,540,570
09209,1710,3580
47086,990,3225
47085,5075,12995
42113,255,410
11023,3885,5685
05124,75,42
39042,1260,5000
08122,350,1405
19177,35,57
26096,60,180
47087,130,265
19178,10,22
27029,610,965
36028,1360,2875
45097,400,710
28084,3660,14855
47088,60,47
47089,50,135
09211,615,970
49116,220,157
34104,115,140
46166,2110,6995
31164,190,450
15046,2795,3670
52001,21155,40020
32046,635,677
40126,45,37
40127,15,22
37189,45,62
13054,2550,2755
19179,40,50
10119,250,320
25134,260,465
45098,1175,1410
20901,330,1185
48062,65,240
31165,755,2330
31166,80,215
48063,85,275
31167,155,745
34106,30,90
06082,170,200
05125,25,30
23061,3055,4760
45099,935,2820
48064,130,445
50165,625,1455
17099,25,32
32047,965,1090
07037,1130,3420
06083,10950,35845
09213,130,240
09214,345,385
09906,270,970
09215,180,230
09216,85,302
09217,130,225
39043,305,1095
10120,75,77
16124,995,1150
05126,20,42
45100,125,72
15047,1205,1410
50166,105,162
13055,480,232
31168,60,190
50167,80,115
44148,40,52
32048,510,527
10121,3060,5290
50168,15,22
49117,215,280
34107,45,27
50169,150,242
19181,35,27
39044,1025,2935
39045,135,265
17105,40,210
33037,10970,27335
19182,2,27
37190,145,82
07902,425,835
45101,2170,2375
40128,65,82
13056,2775,8925
05127,350,385
29070,12630,46885
43083,35,105
31169,665,2030
09218,125,275
37191,75,42
19184,80,32
10122,85,117
46167,155,230
03086,55,127
49118,85,135
19183,15,60
21049,990,2495
02048,715,707
16125,960,1175
05128,130,230
15048,1565,3305
42115,2,27
42116,15,32
19185,10,17
16126,430,430
10123,295,297
19186,40,37
28085,900,3870
31170,15,12
25135,305,875
19187,40,27
46168,395,1590
44149,40,62
31171,225,545
37192,20,185
09219,8915,23600
37193,140,290
06084,430,700
09220,45,27
43084,260,410
44150,15,7
05129,90,42
05130,35,35
05131,65,37
46169,8750,27695
36029,4825,11640
45102,1710,2295
19188,45,4
18132,1565,2030
29071,590,395
09221,75,400
15049,690,487
35012,5930,13150
37194,135,102
46170,1375,2455
21050,6380,10555
10124,475,365
45103,270,147
19189,55,95
08138,1015,3510
04064,740,5330
47090,845,1910
04903,3485,3105
49119,110,135
28086,1275,4950
43085,70,185
41063,1180,1515
49120,40,27
19190,860,2165
30027,13595,39420
24100,295,460
02049,460,445
37195,30,12
44151,90,157
42117,25,120
28087,740,2955
08123,3650,16430
39046,570,885
25137,2585,9095
17106,50,85
08124,11185,31175
29072,1360,2965
17107,90,195
25136,30,67
18133,1015,1695
05132,445,530
42118,15,12
49121,185,180
18134,1230,4695
19191,2,4
09223,15,22
09224,75,102
47091,50,32
46171,4385,13590
09225,65,37
12077,1425,3805
29073,640,1355
36030,1710,2595
36031,115,440
19192,775,1385
27030,1395,2310
50170,125,272
22155,45,32
06085,1420,2240
50171,65,32
49122,175,535
15050,885,1115
22156,45,205
37196,50,22
27031,5455,11600
44152,20,27
03088,2080,4335
08128,185,370
08127,620,1835
37197,35,42
37198,85,125
03089,4620,5985
50172,65,90
44153,550,1575
16128,50,22
31172,25,345
10125,420,490
44154,105,225
37199,25,110
05133,15,27
17109,200,600
44155,460,735
14040,1795,2120
16129,55,57
16130,320,355
02050,65,30
49123,250,305
12078,125,182
10126,615,1050
12079,210,295
22157,75,155
19193,2,4
46173,455,1040
43086,1450,4755
43088,425,1555
08125,6995,20920
08130,15,70
31173,320,670
16131,65,42
42119,90,117
44156,15,32
47092,25,80
02051,730,1085
45104,195,290
32049,450,415
18135,2415,2535
10127,2230,2675
29074,410,465
18136,1040,930
37200,65,122
40129,80,115
28088,50,180
40130,55,62
42120,90,52
25139,95,480
41064,3035,2780
14041,1450,1920
47093,325,540
37201,120,137
06086,705,595
42121,35,37
50173,65,72
44157,30,27
32050,1495,1210
27032,1450,2060
40131,15,32
37202,80,885
09226,35,4
06087,1055,1225
37203,65,87
46174,445,675
45105,210,180
03903,1260,2855
08131,160,580
25140,170,645
43089,65,197
25138,165,450
08126,1915,6980
13057,485,795
06088,4075,9250
14042,6945,12710
18137,660,495
46175,195,365
23062,960,645
08132,85,305
08133,50,77
43090,345,822
08135,2050,5045
25142,100,335
25141,50,105
50174,55,47
09227,25,92
25143,25,47
08136,4275,8715
14043,3480,4525
43091,20,115
17110,360,1155
43092,2420,7790
46176,755,1565
08137,90,155
46172,1165,4485
07038,730,1630
14044,815,820
22158,3505,10610
34108,225,350
45106,3905,4745
44158,400,945
43093,1245,3255
43094,785,1890
09228,55,115
13058,2110,2480
40132,40,27
47094,80,60
49124,120,162
18138,1315,1330
10128,2260,3765
28089,730,3075
47095,15,17
05134,20,17
49126,90,132
49125,375,995
47096,40,105
49128,250,335
49129,400,540
49130,90,115
49127,455,1800
49131,130,165
28090,1115,7820
36032,1040,2555
37204,130,152
50175,380,725
50176,135,92
28091,1660,4230
30028,3250,3910
19194,60,42
34109,20,27
10129,205,147
33038,750,1760
01039,50,170
18909,350,295
43095,740,2055
12080,730,1520
19195,10,27
31174,35,70
43096,20,100
06089,260,365
49132,145,190
49133,110,197
50177,185,172
48066,105,245
14045,1415,1875
37205,60,140
37206,50,57
37207,35,240
42123,55,120
41065,8685,14455
37208,35,47
50178,185,162
36033,3465,9380
44159,20,17
44160,210,280
28092,39840,133695
16132,2,12
16133,2135,3005
47097,120,230
16134,1860,3350
02052,225,255
18140,14185,34485
16135,115,60
35013,2440,4310
50179,115,130
37209,125,270
40134,315,600
50180,35,40
47098,190,440
34110,40,47
47099,50,110
19196,25,72
50181,310,855
50182,345,3705
49134,90,97
49135,275,425
31175,35,27
49136,130,220
15051,1375,3490
32051,960,407
30029,5135,8660
48068,320,1275
50183,150,247
02053,1610,1540
48069,2020,11700
44161,270,265
26098,35,42
48007,105,250
08129,65,395
05135,145,267
05136,30,67
05138,80,270
05139,20,37
05140,65,47
40135,155,125
05141,20,45
05142,50,65
05143,35,32
40136,80,60
08139,35,140
27033,380,300
31176,1005,2155
30030,88580,266620
50184,45,77
24101,200,215
47100,70,77
42124,20,27
42125,15,47
31177,80,210
50185,40,97
26099,480,925
31178,150,412
31179,230,360
03091,120,395
07039,1900,3945
26100,25,22
03092,2055,5185
26101,10,32
15053,3145,5365
33039,520,1205
18141,345,172
48908,40,200
31180,25,180
46177,1130,3935
48071,1280,5025
20057,40,160
20056,725,3455
03090,4040,14500
15052,2600,2040
48067,300,920
48909,50,145
04065,135,310
42127,20,17
26102,1465,5565
26103,150,720
25145,35,35
45107,560,2770
46178,740,3905
16137,30,17
15054,8550,24630
05144,30,47
05145,20,27
42128,5,22
37211,70,150
05149,65,52
05147,55,115
05148,25,4
25025,2,1130
33040,1335,3530
05152,275,470
37213,35,42
37214,60,65
40138,770,1740
45108,285,217
09229,95,107
06090,410,510
37215,80,72
05153,60,32
47101,860,955
21051,100,170
37212,45,60
05151,25,52
28093,475,1780
10130,650,1095
05154,25,17
05155,15,17
40139,90,225
45109,1610,1795
05156,70,190
12081,150,510
26104,2,12
22160,65,147
05157,115,102
28094,280,655
28095,375,1510
45110,1030,1000
28096,3910,15455
42129,190,570
37216,75,230
40140,45,47
40141,315,690
05158,170,167
37217,30,17
10131,3810,10015
45111,25,22
45112,1200,1050
05159,180,77
05160,205,112
05161,275,530
05162,40,57
13059,125,87
45113,1330,905
05163,655,1215
10132,225,167
06091,1715,2355
37218,60,17
45114,350,250
05164,15,4
08140,1335,3655
50186,10,22
40142,20,27
40143,30,52
40144,2,4
01041,50,140
05165,85,295
37219,80,97
28097,45,80
05166,110,92
46179,940,1680
26105,700,1580
05167,130,122
08141,1420,3605
09230,10,12
13060,205,67
19197,2,12
02054,245,222
41066,620,820
40145,405,820
40904,30,300
40146,110,245
23063,2370,1715
10133,630,590
05168,1700,2805
28099,865,1275
31181,40,115
37221,235,200
17111,140,810
05169,140,82
05170,35,17
25146,55,175
10134,305,260
33041,1935,5910
27034,665,615
49137,75,102
31182,5,32
09231,35,27
15055,1855,2985
19198,10,4
15056,2380,3745
37222,10,105
27035,80,97
09232,20,137
05171,50,22
42130,20,27
29075,6390,11500
02055,615,665
21052,1845,3045
26106,10,40
18903,515,510
36034,1880,1910
21053,1265,2150
40148,100,185
26107,40,52
36035,3520,11805
18143,350,645
50187,30,27
05172,75,72
04066,9100,13530
18144,155,605
31088,940,4965
23064,950,800
45115,1120,1780
24102,305,350
45116,335,480
27037,655,530
34112,15,17
06092,375,205
32052,895,1135
44163,40,87
44164,10,12
44165,55,105
15057,3540,9140
39047,350,1855
42131,20,32
45117,420,410
50188,2,4
50189,345,545
33042,1050,3470
08142,10,90
43097,85,320
22162,30,95
50190,270,530
03093,6435,15500
46180,220,500
45118,725,1520
42132,60,102
50191,205,285
03094,3150,11005
22163,60,385
14046,2520,2150
47102,140,160
50192,60,212
28100,680,4180
50193,95,605
12082,2855,8285
43098,100,270
45119,1030,2755
45120,80,55
10135,750,447
31183,90,655
14047,510,1070
44167,5,17
45121,2205,6475
19199,10,4
31185,135,420
26109,50,40
31184,15,42
26108,105,200
25148,110,117
08143,750,2145
31186,45,265
44168,70,120
24103,200,107
17112,85,122
18145,1835,8885
04067,355,260
36036,945,1702
20063,1875,6345
32053,855,945
31187,35,82
26110,55,110
29076,800,1870
30031,215,310
44169,145,245
05173,15,22
01042,195,745
20058,280,515
31188,15,185
31189,465,880
44171,65,140
34113,15,12
15058,5855,22815
31190,2,17
08145,660,2060
08146,310,1055
08147,4690,14300
25149,440,1150
45122,980,4515
44172,170,207
25150,50,145
31191,580,2515
25151,105,550
46181,6785,15730
06093,2365,2370
06094,880,632
10136,115,160
35014,2715,15990
19200,15,82
41067,2695,4765
47103,160,120
16139,230,82
08148,315,2505
06095,3950,5725
26111,75,215
46183,2365,4785
31194,70,240
19201,10,4
19202,2,4
16140,15,4
28101,70,195
16141,60,75
16142,90,37
16143,2,4
09235,80,90
47104,945,2255
37223,55,45
49138,165,82
09236,20,12
47105,55,145
34114,95,132
47106,20,37
44173,45,47
46182,250,1050
12083,55,52
40149,215,385
31192,15,125
08149,245,775
17114,8645,18990
25152,45,105
04068,80,92
04069,1630,3775
08144,175,595
42134,915,2230
22164,20,17
11024,3250,3765
50194,60,47
24104,150,137
25153,55,165
25154,55,72
42135,15,47
12084,5880,14840
03095,1855,3710
48073,2165,5465
03096,1875,4435
33043,270,420
45123,730,2520
46184,7725,22830
22165,190,345
02056,1015,905
24105,375,1140
09238,295,520
20059,2025,7030
09239,20,17
03097,465,1535
37224,65,145
31195,30,150
09241,35,160
31196,15,22
05174,30,27
50195,20,17
18146,425,660
23065,845,835
15059,4270,6760
19203,2,22
17115,50,250
20076,1795,6090
19204,85,110
40150,25,37
06096,125,117
06097,975,1580
20905,35,80
50196,50,62
50197,10,42
20060,25,60
25155,240,545
45124,925,1400
18147,1680,2970
04070,1000,1330
03099,19120,48185
44174,150,345
20061,905,3390
08150,40,205
31197,2,50
08151,135,365
31906,350,2400
20062,245,770
31198,5,12
45125,985,1510
12085,2020,5975
15060,1250,4760
38026,12595,21965
31199,30,112
48075,585,1420
08152,30,82
31211,2,4
44175,50,90
08153,45,465
26112,65,200
40151,20,42
40901,75,340
15061,2400,3670
48083,1880,5300
28102,295,665
03098,180,580
25156,285,480
16145,250,260
50198,2,22
24106,75,127
50199,110,207
05175,95,92
17116,110,275
34116,35,12
34901,395,855
02057,1045,1245
22167,195,480
25157,45,105
41068,6195,8310
31200,195,570
45126,100,210
49139,105,82
40152,195,605
18148,465,520
46185,185,240
18149,1130,4300
48072,225,830
32054,22435,70140
27038,535,520
27039,1305,2965
15062,3105,3285
33044,33600,161455
01043,760,1765
15063,1130,1650
08154,150,495
15064,830,1495
32055,440,985
05176,65,140
09242,30,50
09243,40,32
32056,1135,825
15065,2215,5385
09244,20,22
18150,2635,4110
04071,185,280
46186,5325,14705
35015,3120,12975
40154,10,4
05177,55,112
37225,35,52
49141,165,205
24107,175,130
16146,70,17
16147,40,22
05178,140,255
09246,230,392
24108,160,245
09247,25,4
49143,130,112
37226,95,72
49142,125,112
24109,435,655
41069,12465,17105
37228,160,210
08155,1390,5655
17117,6370,12220
17118,3940,10905
12087,5,12
27040,1655,1750
25158,490,1285
17119,10,60
17121,45,210
17120,225,880
08156,2670,8695
47109,60,120
40155,295,3050
09248,25,27
09249,2,27
34120,15515,53070
37229,50,80
14048,590,705
34121,100,107
43100,365,2885
08157,1755,6990
08905,375,2085
46187,490,1000
07040,67215,269410
43099,145,200
21054,2365,6015
14049,6445,11110
19208,25,27
35016,76005,246090
46188,220,575
22168,15,4
17123,85,295
44176,50,117
46189,145,345
16148,355,310
41070,985,4835
06098,305,260
45127,275,505
16149,45,115
10137,220,150
21055,2480,5200
17124,325,1885
18151,105,190
09250,105,127
31201,27415,137495
09251,130,287
44177,55,52
50200,165,480
22170,145,540
45128,865,1760
27041,1390,1365
05179,105,120
08158,695,2505
16150,60,42
28104,1150,13465
50201,150,365
50202,120,42
37230,75,140
37231,85,190
32057,335,242
41071,2780,2940
27042,875,995
37232,140,275
34122,25,35
24110,580,700
27043,600,820
29077,110,112
03100,250,660
09253,35,52
17125,45,90
19209,20,22
16151,35,22
45129,70,72
34123,605,1140
19210,2,12
19211,170,285
08159,3130,11595
28106,24535,73400
17126,55,275
16152,20,4
06099,565,590
05180,35,57
44178,40,27
33045,1570,3395
47110,205,265
45130,170,182
04072,365,385
09255,30,47
20064,3540,9880
10138,250,310
05181,20,12
38027,1555,4895
43101,35,100
37233,30,27
27044,1090,2020
19212,360,545
50203,260,830
46190,10770,42685
11025,2120,2380
21056,1250,1830
02058,250,112
04073,250,77
28107,115,265
17128,100,360
43102,140,385
12088,10,27
21057,505,585
34124,40,22
37234,250,92
36037,1215,1505
26113,15,12
23066,2165,2380
04074,1050,1990
16153,515,510
27045,615,530
47111,405,630
47112,1180,1830
46191,720,1720
49145,155,92
40156,125,275
37235,100,112
34125,20,47
19213,40,17
03101,1520,4615
41072,1740,2650
17129,25,110
28108,635,3230
14050,835,1665
05182,525,332
18152,600,365
13061,2805,4070
14051,595,765
50204,695,2350
16154,3130,2955
05183,100,65
09256,155,252
34126,150,155
09259,70,165
09257,30,60
09258,50,120
47113,85,62
50205,20,67
37236,55,87
37237,185,157
37238,25,60
26114,45,37
10139,55,42
37239,100,120
41073,820,1035
23067,1020,1565
03102,2340,6480
49146,150,175
05184,125,135
37240,200,570
45131,145,172
37241,65,117
37242,50,42
28109,525,1180
40157,15,32
49147,150,132
49148,40,120
18153,2015,6770
39048,375,1265
03103,105,185
25164,115,285
12089,1565,4940
37243,50,60
37244,55,75
01044,55,180
47114,1250,3210
41074,1470,1680
47115,95,220
22172,185,450
05185,40,62
19214,50,32
06100,530,425
19215,135,37
33046,245,257
33047,485,670
37245,230,107
37246,1905,3880
09261,170,310
37247,90,115
44179,155,270
14052,3410,6445
39049,120,205
22173,100,145
02060,625,635
02059,160,170
49149,215,202
45132,275,1730
49150,115,37
17130,90,245
44180,10,42
08160,90,255
43103,130,820
09262,45,100
16155,280,390
17132,310,1225
10140,505,730
10141,140,92
06101,235,280
16156,65,52
44181,30,42
37248,35,107
37249,30,22
19216,55,82
34127,30,70
28110,720,1560
44182,60,175
10142,360,475
22174,155,385
22175,90,135
31202,1240,3645
22176,35,135
19217,20,32
25165,95,195
24112,150,152
22177,30,37
49151,215,490
50206,145,355
32058,1705,3540
43104,765,1920
37250,175,195
49152,270,330
29079,1370,1570
49153,70,100
34904,115,215
37251,40,82
40158,2,4
32059,890,907
22178,30,72
39050,115,175
10143,70,70
10144,450,565
33048,65,87
39051,15,22
47116,170,290
16157,135,72
31203,10,17
32060,350,540
07041,745,1610
03104,8455,19720
46192,250,550
02061,375,340
18154,600,425
28111,165,500
49154,95,42
46193,1785,7345
46194,4460,11860
16158,325,290
13062,165,450
13063,1680,2315
05186,385,1310
49155,60,37
05187,490,1465
31204,20,17
10145,80,67
50207,40,67
39052,2780,15735
08161,2935,8865
09265,20,4
03902,4985,12405
41075,3440,7030
46195,630,1610
43105,35,145
33049,2165,4845
50208,555,1570
12090,45,62
38901,510,960
18910,335,525
16159,155,105
40159,70,67
40160,50,52
16160,45,17
09266,15,52
08163,6145,15435
09267,65,47
37252,90,32
43106,340,640
25166,80,37
46196,80,77
19218,35,17
09268,55,55
09269,2,17
19219,2,7
49156,115,135
42139,2,12
28112,50,120
09270,95,62
26115,2,4
37253,35,95
49157,80,67
34129,90,100
15066,1425,2710
10146,625,770
25167,50,195
18157,255,840
18158,4575,6130
03105,2480,3835
50209,465,2255
50210,20,7
28113,6830,30045
34130,85,140
47117,85,210
18159,490,635
47118,90,82
47119,60,42
49158,75,150
32061,555,625
28114,55,87
10147,420,880
19220,375,2310
19221,30,22
16161,30,17
43107,100,290
22181,30,57
44183,25,37
37254,65,127
31205,150,320
29080,2755,4640
37255,25,27
43108,385,1565
08164,220,735
22182,110,160
03106,265,455
17133,450,950
17134,60,195
25911,135,355
10148,8520,24895
50211,140,177
10149,140,220
50212,30,4
50213,55,52
48077,500,3120
30032,1185,2050
44184,15,17
25168,195,360
12093,30,185
25169,40,155
08165,385,1370
46199,1695,4580
08166,320,745
43109,500,1775
43110,135,185
43111,530,1650
25171,840,1820
46202,2935,14090
46200,630,1520
46203,1115,2690
12094,200,720
07044,3980,6280
34131,15,37
34132,40,65
34133,50,42
24113,180,180
49160,25,22
49159,75,215
13064,285,1255
03901,425,2240
19222,45,60
44185,45,57
43112,80,232
32063,675,1415
27047,915,915
15067,2685,5520
36041,3780,10200
27046,730,930
24114,1230,2225
39053,115,107
45133,1245,2000
39054,685,3670
34134,20,22
22184,60,140
18161,95,100
08167,1225,4970
46197,570,1520
07042,4115,9170
47121,345,240
03107,515,2900
18162,475,975
34135,130,290
50214,5,4
24115,16030,42850
33050,330,272
43113,180,312
25030,50,87
17135,130,310
25173,525,1550
08182,795,2205
36043,1755,3075
36042,5375,13645
15068,2700,2835
36044,855,1860
15069,1835,5335
32064,235,287
27048,1000,1425
15070,2455,7515
36038,13215,56280
43141,55,72
08168,175,260
17136,30,160
25172,525,1650
23069,2290,3570
32062,520,385
17137,815,2690
43114,125,260
07043,1415,2995
36039,5145,10210
17140,135,715
10150,205,142
16162,35,12
36040,930,1760
17138,280,855
12091,80,120
25174,105,530
44187,75,145
10151,125,87
16163,50,17
47122,605,1620
42140,2,4
45134,775,1065
49162,145,52
15071,3225,5130
27049,805,740
48078,11185,30465
18163,150,165
13065,1590,1810
24116,120,320
14053,2425,3835
39055,275,965
46198,320,555
05188,50,7
19223,50,62
37256,125,107
42141,25,67
02062,260,205
05189,290,207
16165,35,22
09272,125,145
34136,100,97
47123,155,320
47124,130,330
42142,15,27
22186,70,130
05190,5,40
23070,2080,2150
02901,930,1475
19224,65,52
19225,235,785
34137,15,12
16166,135,165
49163,95,97
14054,4350,9960
02063,790,740
02064,200,190
44189,15,37
16908,130,102
16167,165,150
37257,20,22
50215,2,4
44190,30,42
02065,225,280
28115,6525,58710
50216,85,180
13066,1085,1485
47125,35,17
49164,65,82
10152,230,222
24117,230,177
28116,140,680
16169,15,37
13067,220,157
40161,20,12
09273,15,22
34139,75,97
26117,1240,2145
43115,20,145
40162,185,270
19226,2,4
28117,40,65
43116,100,450
50217,270,260
26118,10,32
49165,25,35
24118,65,57
11026,2270,2630
09274,240,905
19227,20,17
05191,60,52
43117,70,77
08169,14270,38105
43118,145,490
08171,620,1560
08170,85,340
25175,15,215
33051,1990,5705
25176,115,225
25177,125,265
26119,65,160
08230,1480,6910
08172,5200,17780
09275,65,115
17139,310,1080
24119,340,395
16170,440,470
14055,7485,12025
24120,80,280
33052,325,402
16171,960,1235
25179,45,165
41076,1415,842
46205,3705,12085
50218,40,77
06102,495,530
50219,685,3515
16172,215,205
45135,2215,2795
12092,85,52
09276,2,400
37258,115,87
19228,2,4
22187,80,270
41077,4225,4820
18164,1055,862
13068,515,537
21058,1110,1510
44191,320,530
06103,1905,2945
06104,360,375
28118,40,27
24121,185,440
41078,1350,1290
45136,2930,3830
06107,980,652
40163,30,22
37259,15,32
46201,35,17
49166,410,935
06108,1015,1405
34140,45,52
19229,35,25
44192,165,290
37260,50,97
06105,330,330
13069,380,315
06106,190,260
41079,3875,5910
16174,110,95
45137,750,1140
49167,140,82
06902,725,1005
50220,15,27
24122,665,785
23071,905,970
22188,35,72
45138,370,810
37261,125,107
14056,8975,15555
22902,70,170
31206,485,1840
39056,575,1835
09277,50,50
28902,135,400
23072,1085,1165
37262,10,52
05192,40,52
37263,130,205
38028,6875,20605
45139,145,77
10153,125,205
11027,17085,54315
35017,6025,22370
13070,330,505
30033,4490,7340
21059,60,155
11028,8580,25220
37264,45,22
11029,3635,1925
22189,35,155
13071,12920,30840
44193,65,52
31207,50,225
22190,35,87
22193,105,230
46204,1680,5695
17141,1930,5285
08174,90,345
25180,70,190
43119,145,655
07045,285,1215
08175,865,2715
25181,50,160
25182,245,895
08176,40,135
29081,135,122
45140,520,845
18165,1020,3135
04075,2170,4655
21060,3755,8735
38029,545,900
38030,515,1500
32065,330,392
47126,15,37
04076,540,935
50221,2,4
18167,870,995
08177,20,27
17142,465,2140
46101,310,590
46102,7120,14355
46103,345,850
46104,675,1445
03060,40,42
26120,555,1175
09279,75,115
18168,335,555
19230,45,420
17043,25,125
45141,515,590
43120,100,345
46206,250,350
23073,2455,2465
22195,45,185
28119,390,1860
06109,1710,2490
24123,390,395
24124,215,185
09281,40,115
34141,75,147
42144,150,305
24125,215,242
09280,15,12
09283,40,22
09287,20,175
09288,30,57
45142,3540,6290
09289,600,1150
16175,2890,3320
42145,60,72
09292,35,57
47127,90,52
09294,55,62
47129,370,595
34143,95,77
47130,40,32
49170,45,67
09901,175,290
09295,25,27
47128,20,37
49168,50,37
49169,15,17
09298,25,22
09301,75,530
09297,100,225
32066,420,177
50222,580,1185
42148,2,4
27050,1435,1730
33053,530,462
49171,240,460
