Codigo Municipio,Nº Hogares si Internet,Nº Hogares no Internet
25185,200,205
34156,*,25
17145,370,425
12095,180,355
40171,*,15
50225,550,585
30034,185,420
24131,75,305
24132,50,280
17146,1015,445
45147,165,170
43126,390,310
44195,*,45
19237,*,30
29082,10260,4775
26125,550,885
37268,*,50
41081,7775,5240
25186,55,45
05194,25,65
09318,*,35
44196,5,70
05195,*,140
49176,60,305
40172,*,*
19238,*,20
29083,400,750
04078,160,355
46215,345,405
10155,115,435
39063,125,300
49177,30,90
02067,200,360
32071,90,695
33058,365,570
42158,*,55
24133,25,160
27054,150,390
39064,335,245
17147,2270,2210
08180,9300,4730
06114,10,60
25913,5,50
17148,545,225
17149,80,85
43127,255,210
43128,225,290
17150,485,210
43129,1450,935
17151,50,50
28123,20795,3865
05196,*,25
09321,330,665
49178,170,180
47134,25,55
24134,940,875
47135,*,50
37269,25,190
49179,60,120
10156,10,55
28124,10,35
10157,35,100
19239,10,60
10158,40,140
02068,35,135
28125,750,705
19240,*,45
45148,20,155
13901,240,235
10159,20,155
37270,35,55
28126,*,30
22197,110,120
26126,*,15
06115,205,410
08181,2440,1185
46216,1640,710
43130,55,55
21061,1080,1525
41082,750,860
43131,1300,1180
40173,55,35
08183,1220,1045
02069,2655,3340
36047,240,695
44197,*,30
26127,50,95
43132,120,70
49180,15,75
15074,560,975
03113,5490,3155
09323,*,40
42159,*,25
37271,55,135
03114,510,540
10160,10,95
19241,*,20
19242,10,50
50227,25,30
31209,20,60
45149,100,205
31210,40,70
29084,7320,6275
41083,125,460
24136,60,210
04079,17810,13675
43133,1385,1665
21062,175,525
36048,580,1790
10901,135,365
38032,4225,1805
17152,4510,3340
49181,25,160
12096,205,240
25189,745,465
11030,6185,4390
46217,205,250
46218,175,345
47137,*,*
43134,85,60
42160,35,100
44198,20,75
09325,*,120
16181,*,35
28127,25130,4740
28128,85,135
39065,40,105
32072,800,1085
10161,*,30
09326,25,50
08184,18615,9500
47138,25,90
32073,140,510
44199,*,25
44200,*,20
44201,135,155
08185,45,25
41084,435,875
18170,45,150
09327,*,20
09328,*,40
47139,220,310
50228,50,90
19243,5,25
39066,175,195
50229,10,20
39067,115,260
46219,35,40
13902,110,115
39068,120,210
17153,60,30
08901,65,70
23074,535,775
14058,1595,2445
08187,49810,31785
24137,165,430
50241,105,210
22199,2010,2065
23075,500,1075
12097,*,40
19244,*,50
16185,*,30
19245,335,350
13073,50,205
40174,90,120
15075,3355,2390
31212,30,50
50230,270,320
16186,90,150
19246,*,25
47140,20,45
37272,*,70
08188,30,15
03115,105,90
37273,5,45
46220,14240,12950
24139,490,605
37303,10,95
22200,55,70
26128,40,25
37274,33935,30655
18171,460,630
29085,35,80
33059,1015,1400
22201,45,80
22202,20,45
09329,*,55
09330,335,560
25190,100,65
49183,*,45
36049,1060,2250
44203,*,*
34157,460,740
09332,40,35
37275,*,60
08190,70,45
31213,25,20
44204,*,15
42161,25,50
46221,85,95
17154,35,10
22203,15,30
50231,60,95
03116,290,390
31214,20,20
34158,55,80
16187,10,40
07059,1160,940
09334,*,25
08191,1445,1275
22204,295,325
19247,20,70
16188,10,55
37276,10,75
05197,20,35
02070,45,175
18173,1810,2855
43135,105,90
10162,60,245
43905,7010,3785
17155,5050,5225
41085,1170,630
16189,45,95
05198,10,25
47141,15,35
06116,145,670
36050,1100,2705
50232,25,70
06117,170,455
10163,30,105
37277,*,30
01051,935,1200
12098,95,225
01052,55,75
40176,60,150
49184,10,80
27055,155,375
44205,115,255
50233,15,35
31215,1185,1185
09335,*,35
24141,*,55
44206,15,65
28129,3300,885
49185,30,40
32074,60,470
19248,*,30
24142,7335,5435
19249,*,20
38033,845,945
46903,1840,670
26129,180,320
35018,4500,2380
05199,*,15
05200,*,30
21063,445,875
45150,60,165
05201,100,175
35019,13065,8140
13074,190,270
34159,45,90
49186,30,105
47142,10,70
34160,20,55
32075,630,1230
16190,890,1795
34161,*,10
40177,20,60
49187,225,325
37278,215,220
38023,37170,20385
24144,90,275
40178,10,45
40906,655,380
32076,105,830
24145,45,250
42162,505,690
37284,55,110
22205,90,130
05206,*,10
24146,10,135
05208,*,25
49188,15,50
05207,85,310
42163,*,30
39069,380,585
37285,65,170
11031,23390,10530
28130,10055,4540
03118,2120,2365
05209,*,45
03904,340,400
30035,5895,5185
11902,510,1195
41086,4870,3350
05901,30,150
05210,*,45
05211,60,155
38034,790,885
22207,30,30
05212,15,115
09337,30,45
05213,15,40
21064,1595,1430
49189,15,110
24148,250,555
42164,395,470
47143,15,50
13075,10,85
28131,4580,2530
16191,170,345
05214,*,25
09338,50,50
34163,*,30
16192,*,20
28132,4375,2360
05215,15,70
50234,50,60
45151,135,235
33061,40,160
45152,90,240
09339,20,55
10164,115,260
31217,60,115
28133,1465,1440
49190,*,35
47144,10,30
37286,40,85
05216,20,65
33060,3470,4265
44207,5,100
40182,20,95
50235,775,550
38035,4245,2065
39070,25,55
40183,20,55
05217,5,35
49191,40,95
03120,1975,885
05218,15,55
37287,50,120
47145,70,235
22903,140,185
47146,45,75
37036,*,40
49192,25,50
26130,30,85
09340,20,20
24149,30,60
26131,*,20
01053,135,165
37288,50,70
37289,25,105
41088,95,155
47147,*,45
45153,345,495
05219,*,15
02071,170,335
24150,25,95
49193,55,215
40184,40,85
49194,30,140
47148,35,180
06119,80,235
37291,25,110
05220,90,100
30036,4325,4050
39071,35,185
37290,10,50
42165,70,185
16193,*,35
47149,*,15
37292,*,40
12101,85,145
26132,15,50
47150,30,140
34165,5,30
45154,435,305
11033,6765,3895
39072,15,155
15076,390,730
47151,*,20
38036,1815,1485
14059,130,230
28134,21670,8040
21066,35,235
33063,50,185
26139,15,35
06123,590,1700
05231,25,60
39080,890,795
49208,20,185
26142,155,320
47156,20,60
03122,13030,7875
09360,*,*
49209,40,220
32070,55,220
25191,90,90
24143,65,215
05204,115,225
37280,*,35
37281,*,15
40179,165,210
05205,5,35
37282,25,75
06118,20,90
37279,80,285
32077,155,405
37283,10,50
03117,135,140
40180,60,110
22206,40,60
31216,1030,950
11032,11200,12105
21065,60,140
41087,2715,1785
31219,25,25
08194,7765,5270
08195,15,15
08196,6760,3220
08197,2780,1005
17157,35,15
17183,60,65
07046,4990,3495
08198,1525,560
08199,170,160
08200,19385,11200
08201,95,100
43136,2815,3040
08203,770,525
08202,3770,2705
08204,910,455
17158,80,120
08205,23810,5830
08206,220,130
25196,30,25
08207,610,325
08208,1410,820
17159,170,105
08210,1660,875
17160,4725,3655
08211,10795,5535
17161,270,245
08212,105,150
17162,40,40
08209,1935,990
08213,2210,880
17163,850,250
25192,245,240
25197,35,35
17164,1230,1075
08215,840,520
08193,310,170
08216,*,*
17165,130,190
43137,575,395
43902,525,770
07049,350,480
03119,6005,2560
07050,1145,1005
17167,715,730
17168,105,95
12902,545,645
08218,2365,1755
08217,8280,3955
17185,690,550
46222,100,95
17166,160,120
12099,175,230
07048,6410,2965
08903,60,40
17169,800,430
08220,695,365
17903,245,235
08221,4450,1400
17171,45,50
25193,210,205
07051,1895,1475
08222,690,255
08223,485,440
07052,1840,1210
08225,25,15
08224,275,170
17172,135,80
25902,145,125
08226,260,145
08227,735,445
08228,80,55
17173,60,20
12100,345,485
08229,115,120
17174,50,30
17175,150,135
17176,30,45
17177,150,115
08231,7495,3555
08232,505,420
08233,440,550
08234,1080,485
17178,445,345
08189,40,15
08235,1405,585
08236,425,415
08237,480,430
08238,5390,1415
08239,160,100
25194,110,70
08240,3150,1635
08241,20,20
08098,765,290
08262,2095,1555
08264,1710,365
08265,440,350
08263,6575,3290
06120,695,845
10165,35,80
45155,70,170
21067,55,155
43138,845,750
21068,70,415
35021,4735,1720
09343,10,25
08243,30,25
34167,20,30
22208,20,60
49197,25,55
26134,*,55
08244,2055,685
17180,2685,2015
08245,25815,19835
43139,695,385
24151,45,225
49199,35,90
24152,*,190
15077,1170,2185
17181,1405,655
49200,120,315
24153,40,105
49201,40,110
39073,2930,1410
34168,*,25
50236,15,65
38037,4145,2105
09345,*,60
22209,20,45
10166,30,90
45156,940,840
13076,80,170
04080,10,90
50237,10,40
16194,20,125
13077,750,1045
44208,*,20
10167,25,115
05222,10,65
38038,49675,28895
42166,*,35
18174,55,195
45157,660,550
05221,30,160
09346,*,45
23076,180,205
24154,160,325
26135,25,60
14061,35,380
47152,15,30
49202,*,90
07053,455,165
08246,440,400
44209,140,310
26136,20,40
50238,15,50
33062,85,145
08247,250,180
08248,1740,695
07054,8110,5325
18175,3190,2460
04081,60,130
08249,90,55
09347,20,45
09348,10,45
17182,70,60
35022,15170,8545
12102,130,215
07055,2440,2170
08250,1875,1785
08251,1735,915
08253,30,30
39074,1760,1960
08254,435,390
22906,20,55
35023,3055,1945
42167,45,105
28135,225,295
24155,50,190
49203,35,120
42168,10,50
05226,*,45
16196,100,230
08256,220,90
08255,25,25
08257,25,30
24158,30,125
08259,2210,1165
37293,*,50
49204,10,40
05224,10,30
05225,80,110
07056,1540,950
09350,55,195
16195,70,190
05902,55,95
09351,*,40
09352,*,55
24156,15,120
24157,550,720
05227,95,145
16197,*,40
08258,205,175
40185,140,350
09353,15,20
24159,335,590
06121,575,1030
10168,20,100
37294,3390,1830
40186,*,20
45158,670,575
09354,*,20
21069,270,595
43140,715,535
17184,365,225
08260,5720,3535
03121,7720,6190
08261,885,340
38039,2940,2210
31220,160,220
14060,805,1355
22212,*,35
39075,41505,31890
07057,2750,2590
24160,105,260
50239,*,35
47153,15,60
34169,35,165
10169,85,160
23077,75,220
15078,20580,16530
37296,50,115
10170,35,90
05228,*,75
38040,2325,1935
05904,15,65
24161,45,115
23904,430,895
37297,75,135
34170,*,20
09355,10,50
34171,160,340
37298,15,85
49205,45,120
47154,25,50
49206,135,350
09356,*,25
10171,30,175
10172,75,285
39076,760,700
41089,1755,1105
15079,90,495
23079,600,1205
39077,40,105
39078,270,300
19250,*,15
40188,*,55
40189,90,165
37299,15,90
33064,60,35
26138,1130,1515
05229,*,35
40190,10,15
09358,25,95
45901,160,255
23080,360,745
05230,15,35
40191,45,90
30901,2460,3050
39079,2175,2200
28136,150,170
28137,585,270
06122,1315,1630
37300,55,205
49207,25,110
24162,475,300
47155,880,680
34174,15,85
08192,1740,920
26140,30,120
26141,20,55
48082,10480,8640
36051,2935,2900
49210,40,195
47157,105,175
37301,*,35
09361,*,75
33065,245,275
24163,1220,485
22213,680,925
39081,70,115
09362,65,50
43142,290,335
12103,*,50
32078,75,550
27057,2445,2915
17186,1205,720
31222,10,15
44210,185,250
25201,20,25
25200,80,75
31223,200,325
45159,10,50
09363,70,415
50240,215,305
19251,*,25
10173,105,195
41090,735,850
37302,20,145
40192,25,65
17187,215,100
38041,2065,1095
43143,*,30
27058,340,1390
03123,1395,2445
29086,335,335
19252,15,35
40193,50,60
47158,210,235
22214,25,25
43144,385,250
46223,1910,2015
29087,160,185
50242,*,45
46224,10,65
12104,1790,1925
40194,11000,10255
20070,335,220
23081,260,515
06124,195,575
44211,*,30
10174,25,60
45160,160,360
22215,15,70
19254,*,35
39082,265,530
03124,85,165
46225,60,100
07058,830,555
17188,60,35
43145,1150,860
19901,*,30
46226,*,15
22217,80,125
24164,45,140
43146,*,25
07047,645,575
04082,25,130
22218,*,15
43044,1105,1265
03125,110,105
44212,*,25
25202,30,50
25035,85,100
08267,2330,915
46227,185,265
37304,15,85
40195,210,280
40196,10,*
09365,*,15
37305,35,60
17190,285,140
28138,20,20
34175,*,45
04083,210,735
42171,10,45
25204,260,435
46228,765,585
17191,45,30
47159,215,245
05232,15,40
10175,200,500
37306,*,145
37307,*,80
05233,20,110
28140,885,280
10176,65,120
22220,10,75
45161,4815,1865
31224,245,285
48084,6045,6150
50243,60,110
22221,15,40
17192,30,55
11034,445,655
19255,*,50
25203,3040,2220
08269,775,505
41091,166315,102120
28141,2115,920
45162,65,360
25205,190,80
19256,*,30
33066,11425,9040
37309,*,25
10177,410,375
50244,45,75
29088,480,765
12105,110,300
04084,50,150
22222,145,120
46229,240,370
47160,50,165
37310,15,50
05234,5,20
19257,770,1000
50245,25,30
23082,345,605
46230,3530,3820
36052,1155,2210
38042,820,960
17193,1225,900
47161,1290,475
46231,720,690
46232,135,360
07060,700,675
44213,*,35
05235,20,45
06125,265,645
50246,*,25
16198,210,480
08270,8130,4110
17052,35,30
39083,145,325
27059,225,860
50247,230,135
37311,*,110
15080,145,585
24165,25,135
08271,10,10
33067,105,310
02072,255,495
13078,2075,3080
26143,60,55
05236,10,60
06126,320,695
05237,15,80
13080,30,170
13079,2970,2490
19258,10,35
09366,*,35
16199,*,15
25206,65,70
42172,*,*
43147,125,125
46233,950,1180
07061,3215,2030
39084,135,240
05238,110,255
25207,1870,1810
33068,155,465
19259,*,15
04085,50,150
28143,10,35
15081,125,400
07062,2760,1785
48904,995,800
12106,330,310
45163,1930,2215
22223,15,35
48085,3485,1190
18176,25,100
48086,425,535
08272,30,40
20065,900,740
04086,335,700
09368,*,15
42173,8885,7080
25208,60,110
37312,35,100
23084,155,355
31225,*,25
25209,525,425
18177,35,225
26144,45,60
50248,140,145
25210,365,295
46234,45,135
12107,70,115
05239,25,85
26145,40,70
40198,*,10
05240,815,1075
09369,85,140
45164,25,70
42174,20,90
19260,*,20
34177,25,60
24166,145,560
33069,745,1080
28144,1685,630
26146,15,55
24167,160,260
34176,10,60
19261,*,25
22904,155,270
16909,85,260
40199,30,25
37313,45,215
09372,70,35
09373,40,190
36053,1055,1530
39085,1660,1925
08273,645,445
25211,155,160
46235,4950,6295
42175,*,15
12108,115,140
04087,40,60
48076,60,100
46236,185,305
31226,115,150
25212,60,50
08274,1360,1040
09374,*,35
17194,30,15
34178,20,30
34179,*,15
40200,5,25
49214,95,290
37314,*,25
04088,540,920
04089,150,325
27060,365,795
32079,130,525
50249,45,120
38043,4945,3520
31227,2460,1725
08276,75,50
18901,110,195
04090,50,180
42176,*,10
42177,*,35
37315,10,35
08277,20,60
28145,745,410
50250,*,30
25215,40,45
06127,515,865
10178,95,305
25216,40,60
45165,16305,15755
06128,940,1030
10179,60,120
10180,1005,2280
16202,105,330
12109,185,185
06129,100,180
17195,120,45
42178,*,70
19262,15,65
37316,125,275
34180,*,35
22225,575,770
47162,10,25
09375,*,15
06130,35,75
38044,420,625
33070,620,715
49216,10,70
08278,1295,960
19263,*,15
33071,80,230
16203,2725,2850
19264,*,20
50251,2310,2085
37317,35,110
02073,835,1565
03127,90,245
37318,20,75
09377,125,175
42181,60,160
22226,200,220
34181,105,125
11035,3655,2925
42182,*,25
43148,32410,19980
25217,3750,2445
25218,25,25
25219,35,30
19265,15,70
50252,1355,1420
46237,1930,1735
46238,2975,4225
08275,50,55
08280,30,30
38045,820,1080
29089,455,1110
16204,50,95
38046,2570,1230
35024,5275,2535
08281,1690,475
32080,40,165
09378,*,15
16205,5,55
42183,10,50
37319,*,70
35025,125,730
10181,110,240
37320,*,40
35026,22675,14180
22227,25,90
45166,415,435
19266,55,115
37321,*,75
15082,3620,2780
12110,25,115
46239,95,225
25220,325,245
35027,2850,1940
04091,70,130
17196,60,40
37322,635,700
09380,5,35
08279,51050,32200
46240,45,65
50253,65,150
44215,15,65
13081,95,255
26147,*,20
44216,7425,5795
19267,*,*
03128,2910,2495
33072,180,640
08282,2145,740
35028,4715,3200
03129,355,330
31228,155,115
47163,55,85
28146,500,455
05241,770,970
50254,25,60
22228,175,85
19268,*,10
38047,480,535
04092,640,710
16206,15,110
35029,1070,955
33073,1490,2380
09381,20,10
05242,85,215
31229,*,20
26148,35,65
12111,65,170
25221,25,45
46241,85,140
28147,280,185
25222,15,20
43149,160,205
43150,325,355
19269,*,40
09382,*,15
02074,1170,1900
50255,20,95
26149,*,20
45167,340,505
41092,1190,2180
12112,15,45
32081,330,685
12113,*,60
39086,10,175
05243,*,35
45168,20510,10875
03130,*,10
40201,10,15
20071,4205,3050
29090,270,675
22229,15,55
41093,6045,1935
13082,6730,6925
36054,1565,2960
08283,1820,1230
37323,35,175
15083,75,365
25223,280,195
24168,65,155
24206,300,550
12114,30,85
47164,65,120
19271,*,35
19270,*,10
08284,3615,2660
47165,1755,1815
19272,5,35
37324,45,120
15084,285,895
09384,50,75
08285,2665,2695
24169,445,1000
19274,360,225
10182,15,75
44217,*,15
22230,60,60
42184,*,30
26150,10,55
05244,*,35
44218,*,15
03131,95,80
25224,30,30
25225,180,200
37325,15,45
05245,60,95
10183,115,385
10184,140,280
44219,35,65
49219,1585,2035
12115,35,90
34182,150,290
16209,5,70
22232,20,30
13083,525,665
50256,*,40
44220,30,40
45169,25,90
50257,20,80
12116,*,25
31230,15,45
50258,*,30
11036,120,225
44223,*,35
25227,145,190
08286,845,530
10187,75,165
47169,*,35
45171,360,315
43151,25,50
13084,125,355
44224,*,*
43152,105,130
06131,215,235
47170,*,*
10188,80,210
24170,420,545
19279,30,45
23086,1735,3490
44225,25,35
49220,25,55
12119,20,55
12120,25,80
26153,*,*
22233,20,15
44227,*,40
40206,30,70
05247,25,95
40202,*,40
46242,75,115
25226,55,60
42185,*,15
12117,800,1490
23085,345,690
40203,285,170
14062,125,370
18178,80,280
12118,*,45
44221,60,120
47166,40,90
45170,*,125
47167,25,100
47168,*,10
10185,65,215
09386,10,25
40204,20,85
44222,10,65
26151,60,180
26152,*,15
10186,180,270
19277,*,*
19278,*,15
43153,3585,2610
23087,2500,2670
25228,1010,525
25907,110,140
09387,10,35
49221,10,125
25230,405,395
50259,*,*
40205,45,95
28148,29040,15545
28149,1835,665
28150,955,465
19280,1225,540
10190,55,200
10189,350,1030
16211,35,225
44226,20,70
28151,985,855
25231,140,110
50260,*,20
09388,*,10
39087,11705,10255
08287,285,220
46243,15,45
50261,30,105
08288,555,425
08289,1460,595
47171,55,160
28152,5930,1035
03132,130,185
06132,125,300
06133,345,515
10191,90,185
10192,100,280
19281,*,*
28153,145,140
44228,10,50
19282,15,85
19283,*,25
19284,*,*
29901,16935,11790
26154,*,*
34184,15,10
17197,40,15
46244,15245,14605
22234,190,245
13085,405,755
10193,255,345
30037,5375,5365
09389,*,35
23088,895,1865
10194,75,190
23090,240,470
23091,130,270
44229,25,40
22235,15,25
22236,30,95
50262,345,275
30038,3585,3845
28154,1690,900
25232,430,360
49222,65,110
31231,20,50
46245,105,145
09390,50,245
47172,10,60
25233,45,105
37327,15,75
44230,25,70
03133,20540,19315
45172,100,225
44231,*,25
50263,25,105
44232,70,125
45173,2310,2490
17198,195,85
17199,2430,1975
43154,30,40
29091,3910,3190
19285,*,5
42187,*,20
16212,45,90
16213,*,20
17200,165,155
19286,220,175
05246,*,35
09391,65,140
43155,7095,5890
19287,30,60
19288,*,10
18179,90,260
09392,*,30
17201,20,50
50264,40,65
17202,1250,1205
29092,65,255
30039,4150,5845
45174,50,100
15085,405,890
46246,215,315
27061,195,255
24171,25,170
37328,20,90
49223,75,315
16215,40,120
19289,*,10
12121,260,375
44234,*,40
44235,10,30
22239,*,30
06134,80,180
32082,90,530
50265,*,30
50266,*,75
47173,140,270
15086,320,720
11037,830,1745
49224,20,80
37329,*,10
25234,1305,1185
28903,11340,1965
04901,*,270
40207,230,95
16216,45,115
09394,185,250
39088,*,*
42188,*,25
18180,130,190
26155,20,60
27062,85,140
16217,15,40
26157,50,105
21070,1350,1350
47174,65,90
19290,290,265
19291,215,415
34185,*,30
44236,10,30
24172,55,175
48087,95,120
06135,185,340
10195,1825,1680
09395,5,90
09396,30,40
39089,15,65
31232,8020,6045
47175,1895,1425
26158,35,120
46247,160,380
36055,2165,3705
35030,2520,2385
31233,25,25
24173,130,355
40208,185,225
46248,990,1410
45175,115,205
18181,15,130
04093,750,725
04094,*,100
23092,6845,6115
48088,40,50
11038,2570,3775
31234,40,35
19293,605,465
42189,10,20
16218,40,70
39090,140,160
48065,835,805
45176,1220,510
18182,195,750
31123,170,130
19294,*,15
31235,25,75
30040,75,295
04095,80,315
17204,130,205
08290,520,165
17205,65,35
43156,1195,1435
43157,100,100
17203,45,30
31236,295,250
41094,1455,1370
05249,20,30
50267,135,155
31237,55,50
50268,10,20
47176,20,100
30041,3510,3035
31238,30,35
16219,15,45
49225,15,70
09398,*,40
45177,490,625
31239,65,65
31240,115,155
24174,90,150
48089,815,500
48074,795,935
01054,265,320
20072,1385,885
47177,10,40
04096,30,100
31241,20,50
31242,35,95
44237,75,130
50269,50,110
20077,1580,1165
50270,*,20
31244,30,20
31243,85,80
47178,35,40
40210,20,25
26160,140,210
17206,40,30
31245,10,35
06136,190,540
50271,35,95
12122,155,245
20073,1325,920
19296,*,20
50272,4340,2435
31246,35,40
46249,1855,2990
41095,9520,8805
44238,625,545
31247,15,70
08291,1450,805
42190,*,55
49226,35,90
05251,*,50
09400,45,125
17014,20,15
24185,95,135
50274,*,35
39095,510,680
15088,455,1075
44239,*,15
27063,310,600
44240,15,80
47179,80,125
34186,*,25
49227,40,100
39091,325,605
28155,115,135
19297,*,10
10196,40,120
44241,110,150
09403,*,50
47180,5,45
19298,10,35
19299,*,45
42191,15,70
28156,320,235
19300,280,120
06137,150,350
10197,15,40
37330,60,90
05252,*,40
16906,5,45
19301,*,20
44243,*,15
49228,*,25
24175,355,520
10198,155,410
37331,15,95
24176,35,120
02075,225,555
42192,*,15
01055,120,395
19302,*,30
37332,*,35
50273,*,20
10199,20,80
06901,325,695
37333,30,75
10200,55,200
37334,*,45
42193,*,*
28157,160,155
21071,15,90
19303,*,25
44244,*,50
37335,40,175
44245,55,85
24177,*,220
26161,*,*
42194,10,85
28158,125,255
13086,15,105
28159,150,205
16224,*,35
37336,5,15
24178,*,35
10201,10,95
28160,3025,1385
16225,*,45
28161,18095,6745
16227,15,45
42195,*,65
47181,35,45
19304,65,50
10202,100,220
39092,170,355
16228,20,80
34189,*,25
28162,875,380
13087,6425,4835
23093,630,925
19305,30,75
24179,30,160
28163,115,95
24180,150,420
42196,*,*
39093,25,165
40211,10,35
24181,300,450
34190,10,15
19306,*,20
39094,*,495
24182,50,190
44246,410,515
42197,*,40
37337,20,35
24183,95,350
33034,2070,2825
24184,*,105
49229,20,40
19307,*,15
47182,360,290
06138,150,350
28164,800,655
16902,*,85
34192,*,55
40212,*,20
40213,*,50
45179,85,220
24187,80,360
09405,15,50
28165,595,430
09406,60,100
15087,1080,1510
37338,15,20
47183,15,60
46250,189255,139725
10203,795,1635
24188,925,1080
06139,90,220
06140,25,300
06141,235,600
41096,1915,745
14063,185,395
13088,110,190
16903,290,295
37339,30,110
22242,10,20
19308,*,35
36056,790,1085
26162,15,50
19309,*,*
16231,*,15
44247,45,115
12124,490,675
03134,10,80
12125,25,105
17208,325,180
25043,220,270
25901,90,60
03136,85,215
03137,130,255
03135,30,70
17207,690,350
12126,5775,6860
46251,525,730
47186,71115,58035
46252,15,60
09408,*,30
12123,*,20
08292,340,200
25238,55,65
08293,80,55
43158,25,35
07063,525,290
29093,295,775
16173,15,125
22243,*,5
34196,10,30
22901,175,180
06146,115,490
09904,75,215
22244,10,15
09908,55,185
09409,20,70
06147,35,160
09410,825,780
09411,*,75
06148,125,350
09902,25,205
09905,105,140
40218,*,55
09412,120,325
48080,2685,2215
09413,80,150
09414,15,85
09415,30,100
39101,65,105
31260,285,290
09416,*,35
34902,20,65
18907,290,695
38049,1060,1040
18902,170,335
24191,10,55
44249,*,25
38050,390,950
09417,*,15
37343,10,15
40219,140,155
40220,10,25
40221,10,15
46253,25,35
09418,*,30
49230,*,55
35032,565,885
25240,350,360
17170,30,60
43159,20,35
08294,710,285
12127,*,40
08295,3335,1765
17209,245,65
43160,375,270
08296,650,245
43161,5430,4090
25906,25,105
25239,145,205
09419,*,35
50275,*,50
09407,*,25
45180,885,665
18183,95,200
47184,80,165
50276,25,40
37340,*,65
16234,*,25
40214,55,75
14064,50,105
35031,1895,1350
19310,*,10
42198,*,15
40215,*,50
31249,480,410
50277,*,45
38048,965,1000
28166,100,80
06142,30,90
47185,*,50
16236,140,310
10204,50,225
24189,1600,1255
06143,620,855
06144,110,185
19311,10,40
06145,125,305
37341,*,25
21072,2375,2410
10205,255,820
40216,230,230
24190,15,70
16237,15,30
37342,35,65
43162,1355,1040
25909,40,55
16238,30,245
08297,*,50
24193,65,120
37344,25,100
15089,755,860
24196,355,685
24197,140,225
39096,95,225
39097,125,180
47187,10,40
35033,1240,1605
05253,15,25
49231,30,140
37345,30,60
24198,60,255
47188,15,35
49232,15,30
16239,10,60
24194,30,115
33074,740,995
49233,*,50
40222,20,100
24199,30,175
40223,35,100
24201,70,430
18911,1875,1590
10902,80,290
44250,*,10
37346,15,100
32083,45,390
11039,1525,3030
45181,510,485
42200,*,50
47189,30,30
05254,35,80
04097,15,140
18184,430,600
04098,390,530
29094,14605,14000
04099,980,1705
47190,10,40
22245,65,95
50278,40,75
50279,10,30
42201,*,15
42202,*,15
28167,3260,865
34199,215,390
37347,110,145
16240,*,65
47191,20,35
28168,305,415
22909,80,90
43163,8905,5490
49234,35,190
34023,1340,1320
46254,205,385
17210,180,170
45182,180,305
18185,105,170
45183,810,375
45184,15,55
26163,30,50
47192,20,40
37348,20,35
40224,*,10
26164,*,35
28169,465,240
04100,2855,2535
50280,55,110
25242,165,200
32084,*,485
03138,755,1005
17211,250,200
32085,1940,3725
34201,10,100
43164,80,90
49235,65,165
22247,*,15
31251,985,650
47193,445,290
42204,*,25
19314,*,25
32086,270,1000
10206,35,105
02076,15,150
04101,1080,925
08298,8665,7080
04102,3495,4000
27064,215,455
22248,25,25
38051,1520,1640
14065,330,580
09422,*,10
34093,10,35
09421,10,125
31252,15,20
49236,15,20
49237,*,75
37349,15,45
17212,20,40
17213,1795,1040
25243,1290,785
50281,*,40
36057,65950,48505
26165,70,120
36059,725,1440
43165,130,190
17214,220,160
17215,615,220
36058,960,1050
08299,65,125
17217,90,95
17216,45,30
08301,16510,7725
08300,1815,635
17218,185,100
17220,225,180
12128,285,520
17221,1200,645
38052,270,385
07065,505,580
08305,9150,5990
36060,6660,7280
25244,120,55
17223,265,190
27065,1935,3685
43175,130,115
08306,175,110
25245,125,140
17224,80,120
43166,570,260
17225,50,60
17226,260,125
17227,25,35
32087,195,635
32088,235,450
46256,1575,1885
25247,60,25
17228,85,50
12132,90,210
36061,700,2825
25248,260,205
25254,235,190
25249,45,50
25250,65,100
43168,15,35
08303,65,85
25251,200,130
08302,2490,2005
08902,1325,465
43167,120,105
08307,16645,9940
43169,120,130
32089,130,570
12134,20,50
32090,70,345
32091,*,1000
12135,9100,9945
32092,35,225
15091,160,270
43170,265,245
17230,155,105
25252,105,145
15090,70,440
43171,5285,3115
08214,2465,975
08219,5715,1950
17222,30,20
12136,505,770
43172,115,90
23094,720,1115
43173,25,30
43174,45,50
09423,*,10
45186,620,975
38053,1030,805
02077,*,25
10207,50,195
28171,1195,1020
10208,20,50
14066,1140,1530
47195,75,120
47196,*,15
34202,*,10
21073,445,610
24202,1790,2045
20075,1255,1020
47197,165,310
24203,*,45
49238,35,95
01057,60,80
49239,105,240
45185,1520,2160
47198,*,45
39098,220,355
23095,1535,2765
40225,270,360
47199,*,50
34204,10,15
42205,*,35
47200,5,40
34205,*,30
28170,610,640
16242,55,125
34206,175,210
24205,175,285
24207,60,120
49240,*,105
09427,145,590
50283,10,35
34208,*,35
39099,795,520
49241,30,105
16243,80,130
09428,15,40
09429,*,25
09430,*,*
49242,75,155
50284,25,60
49243,10,45
05256,15,50
37351,25,115
47203,*,30
31254,440,690
14067,885,820
47204,15,130
50285,165,165
05257,15,50
06149,2070,2480
45187,710,1245
24209,570,835
44251,50,85
12129,275,695
09431,20,45
47205,65,145
09432,25,75
47206,*,45
39100,185,215
09433,*,35
47207,40,105
06150,125,290
16244,120,205
24210,55,205
49244,*,15
47208,*,30
06151,180,320
37352,10,70
09434,375,215
34210,5,35
14068,95,190
13089,310,545
