Totales Territoriales;Provincias;Municipios;Grupos CNAE;Periodo;Total
Total Nacional;43 Tarragona;43148 Tarragona;Total;2020;8.559
Total Nacional;43 Tarragona;43149 Tivenys;Total;2020;51
Total Nacional;43 Tarragona;43150 Tivissa;Total;2020;103
Total Nacional;43 Tarragona;43151 Torre de Fontaubella, La;Total;2020;6
Total Nacional;43 Tarragona;43152 Torre de l'Espanyol, La;Total;2020;28
Total Nacional;43 Tarragona;43153 Torredembarra;Total;2020;1.148
Total Nacional;43 Tarragona;43154 Torroja del Priorat;Total;2020;21
Total Nacional;43 Tarragona;43155 Tortosa;Total;2020;2.275
Total Nacional;43 Tarragona;43156 Ulldecona;Total;2020;403
Total Nacional;43 Tarragona;43157 Ulldemolins;Total;2020;28
Total Nacional;43 Tarragona;43158 Vallclara;Total;2020;6
Total Nacional;43 Tarragona;43159 Vallfogona de Riucorb;Total;2020;8
Total Nacional;43 Tarragona;43160 Vallmoll;Total;2020;105
Total Nacional;43 Tarragona;43161 Valls;Total;2020;1.662
Total Nacional;43 Tarragona;43162 Vandellòs i l'Hospitalet de l'Infant;Total;2020;447
Total Nacional;43 Tarragona;43163 Vendrell, El;Total;2020;2.432
Total Nacional;43 Tarragona;43164 Vespella de Gaià;Total;2020;25
Total Nacional;43 Tarragona;43165 Vilabella;Total;2020;49
Total Nacional;43 Tarragona;43166 Vilallonga del Camp;Total;2020;131
Total Nacional;43 Tarragona;43167 Vilanova d'Escornalbou;Total;2020;51
Total Nacional;43 Tarragona;43168 Vilanova de Prades;Total;2020;8
Total Nacional;43 Tarragona;43169 Vilaplana;Total;2020;32
Total Nacional;43 Tarragona;43170 Vila-rodona;Total;2020;81
Total Nacional;43 Tarragona;43171 Vila-seca;Total;2020;1.292
Total Nacional;43 Tarragona;43172 Vilaverd;Total;2020;14
Total Nacional;43 Tarragona;43173 Vilella Alta, La;Total;2020;7
Total Nacional;43 Tarragona;43174 Vilella Baixa, La;Total;2020;14
Total Nacional;43 Tarragona;43175 Vilalba dels Arcs;Total;2020;51
Total Nacional;43 Tarragona;43176 Vimbodí i Poblet;Total;2020;57
Total Nacional;43 Tarragona;43177 Vinebre;Total;2020;23
Total Nacional;43 Tarragona;43178 Vinyols i els Arcs;Total;2020;161
Total Nacional;43 Tarragona;43901 Deltebre;Total;2020;823
Total Nacional;43 Tarragona;43902 Sant Jaume d'Enveja;Total;2020;225
Total Nacional;43 Tarragona;43903 Camarles;Total;2020;269
Total Nacional;43 Tarragona;43904 Aldea, L';Total;2020;313
Total Nacional;43 Tarragona;43905 Salou;Total;2020;1.891
Total Nacional;43 Tarragona;43906 Ampolla, L';Total;2020;272
Total Nacional;43 Tarragona;43907 Canonja, La;Total;2020;299
Total Nacional;44 Teruel;44001 Ababuj;Total;2020;4
Total Nacional;44 Teruel;44002 Abejuela;Total;2020;.
Total Nacional;44 Teruel;44003 Aguatón;Total;2020;.
Total Nacional;44 Teruel;44004 Aguaviva;Total;2020;35
Total Nacional;44 Teruel;44005 Aguilar del Alfambra;Total;2020;.
Total Nacional;44 Teruel;44006 Alacón;Total;2020;8
Total Nacional;44 Teruel;44007 Alba;Total;2020;4
Total Nacional;44 Teruel;44008 Albalate del Arzobispo;Total;2020;103
Total Nacional;44 Teruel;44009 Albarracín;Total;2020;107
Total Nacional;44 Teruel;44010 Albentosa;Total;2020;21
Total Nacional;44 Teruel;44011 Alcaine;Total;2020;4
Total Nacional;44 Teruel;44012 Alcalá de la Selva;Total;2020;40
Total Nacional;44 Teruel;44013 Alcañiz;Total;2020;1.310
Total Nacional;44 Teruel;44014 Alcorisa;Total;2020;235
Total Nacional;44 Teruel;44016 Alfambra;Total;2020;17
Total Nacional;44 Teruel;44017 Aliaga;Total;2020;29
Total Nacional;44 Teruel;44018 Almohaja;Total;2020;.
Total Nacional;44 Teruel;44019 Alobras;Total;2020;.
Total Nacional;44 Teruel;44020 Alpeñés;Total;2020;.
Total Nacional;44 Teruel;44021 Allepuz;Total;2020;5
Total Nacional;44 Teruel;44022 Alloza;Total;2020;29
Total Nacional;44 Teruel;44023 Allueva;Total;2020;.
Total Nacional;44 Teruel;44024 Anadón;Total;2020;.
Total Nacional;44 Teruel;44025 Andorra;Total;2020;426
Total Nacional;44 Teruel;44026 Arcos de las Salinas;Total;2020;14
Total Nacional;44 Teruel;44027 Arens de Lledó;Total;2020;15
Total Nacional;44 Teruel;44028 Argente;Total;2020;6
Total Nacional;44 Teruel;44029 Ariño;Total;2020;27
Total Nacional;44 Teruel;44031 Azaila;Total;2020;11
Total Nacional;44 Teruel;44032 Bádenas;Total;2020;.
Total Nacional;44 Teruel;44033 Báguena;Total;2020;13
Total Nacional;44 Teruel;44034 Bañón;Total;2020;7
Total Nacional;44 Teruel;44035 Barrachina;Total;2020;8
Total Nacional;44 Teruel;44036 Bea;Total;2020;4
Total Nacional;44 Teruel;44037 Beceite;Total;2020;52
Total Nacional;44 Teruel;44038 Belmonte de San José;Total;2020;9
Total Nacional;44 Teruel;44039 Bello;Total;2020;10
Total Nacional;44 Teruel;44040 Berge;Total;2020;10
Total Nacional;44 Teruel;44041 Bezas;Total;2020;.
Total Nacional;44 Teruel;44042 Blancas;Total;2020;8
Total Nacional;44 Teruel;44043 Blesa;Total;2020;.
Total Nacional;44 Teruel;44044 Bordón;Total;2020;9
Total Nacional;44 Teruel;44045 Bronchales;Total;2020;34
Total Nacional;44 Teruel;44046 Bueña;Total;2020;.
Total Nacional;44 Teruel;44047 Burbáguena;Total;2020;10
Total Nacional;44 Teruel;44048 Cabra de Mora;Total;2020;.
Total Nacional;44 Teruel;44049 Calaceite;Total;2020;94
Total Nacional;44 Teruel;44050 Calamocha;Total;2020;380
Total Nacional;44 Teruel;44051 Calanda;Total;2020;253
Total Nacional;44 Teruel;44052 Calomarde;Total;2020;5
Total Nacional;44 Teruel;44053 Camañas;Total;2020;7
Total Nacional;44 Teruel;44054 Camarena de la Sierra;Total;2020;12
Total Nacional;44 Teruel;44055 Camarillas;Total;2020;.
Total Nacional;44 Teruel;44056 Caminreal;Total;2020;41
Total Nacional;44 Teruel;44059 Cantavieja;Total;2020;69
Total Nacional;44 Teruel;44060 Cañada de Benatanduz;Total;2020;.
Total Nacional;44 Teruel;44061 Cañada de Verich, La;Total;2020;5
Total Nacional;44 Teruel;44062 Cañada Vellida;Total;2020;.
Total Nacional;44 Teruel;44063 Cañizar del Olivar;Total;2020;.
Total Nacional;44 Teruel;44064 Cascante del Río;Total;2020;.
Total Nacional;44 Teruel;44065 Castejón de Tornos;Total;2020;.
Total Nacional;44 Teruel;44066 Castel de Cabra;Total;2020;4
Total Nacional;44 Teruel;44067 Castelnou;Total;2020;8
Total Nacional;44 Teruel;44068 Castelserás;Total;2020;41
Total Nacional;44 Teruel;44070 Castellar, El;Total;2020;5
Total Nacional;44 Teruel;44071 Castellote;Total;2020;40
Total Nacional;44 Teruel;44074 Cedrillas;Total;2020;57
Total Nacional;44 Teruel;44075 Celadas;Total;2020;13
Total Nacional;44 Teruel;44076 Cella;Total;2020;149
Total Nacional;44 Teruel;44077 Cerollera, La;Total;2020;4
Total Nacional;44 Teruel;44080 Codoñera, La;Total;2020;27
Total Nacional;44 Teruel;44082 Corbalán;Total;2020;.
Total Nacional;44 Teruel;44084 Cortes de Aragón;Total;2020;.
Total Nacional;44 Teruel;44085 Cosa;Total;2020;.
Total Nacional;44 Teruel;44086 Cretas;Total;2020;49
Total Nacional;44 Teruel;44087 Crivillén;Total;2020;7
Total Nacional;44 Teruel;44088 Cuba, La;Total;2020;4
Total Nacional;44 Teruel;44089 Cubla;Total;2020;.
Total Nacional;44 Teruel;44090 Cucalón;Total;2020;.
Total Nacional;44 Teruel;44092 Cuervo, El;Total;2020;.
Total Nacional;44 Teruel;44093 Cuevas de Almudén;Total;2020;6
Total Nacional;44 Teruel;44094 Cuevas Labradas;Total;2020;4
Total Nacional;44 Teruel;44096 Ejulve;Total;2020;13
Total Nacional;44 Teruel;44097 Escorihuela;Total;2020;.
Total Nacional;44 Teruel;44099 Escucha;Total;2020;30
Total Nacional;44 Teruel;44100 Estercuel;Total;2020;9
Total Nacional;44 Teruel;44101 Ferreruela de Huerva;Total;2020;.
Total Nacional;44 Teruel;44102 Fonfría;Total;2020;.
Total Nacional;44 Teruel;44103 Formiche Alto;Total;2020;7
Total Nacional;44 Teruel;44105 Fórnoles;Total;2020;.
Total Nacional;44 Teruel;44106 Fortanete;Total;2020;18
Total Nacional;44 Teruel;44107 Foz-Calanda;Total;2020;8
Total Nacional;44 Teruel;44108 Fresneda, La;Total;2020;41
Total Nacional;44 Teruel;44109 Frías de Albarracín;Total;2020;.
Total Nacional;44 Teruel;44110 Fuenferrada;Total;2020;.
Total Nacional;44 Teruel;44111 Fuentes Calientes;Total;2020;4
Total Nacional;44 Teruel;44112 Fuentes Claras;Total;2020;16
Total Nacional;44 Teruel;44113 Fuentes de Rubielos;Total;2020;8
Total Nacional;44 Teruel;44114 Fuentespalda;Total;2020;24
Total Nacional;44 Teruel;44115 Galve;Total;2020;10
Total Nacional;44 Teruel;44116 Gargallo;Total;2020;5
Total Nacional;44 Teruel;44117 Gea de Albarracín;Total;2020;14
Total Nacional;44 Teruel;44118 Ginebrosa, La;Total;2020;17
Total Nacional;44 Teruel;44119 Griegos;Total;2020;10
Total Nacional;44 Teruel;44120 Guadalaviar;Total;2020;7
Total Nacional;44 Teruel;44121 Gúdar;Total;2020;11
Total Nacional;44 Teruel;44122 Híjar;Total;2020;97
Total Nacional;44 Teruel;44123 Hinojosa de Jarque;Total;2020;4
Total Nacional;44 Teruel;44124 Hoz de la Vieja, La;Total;2020;4
Total Nacional;44 Teruel;44125 Huesa del Común;Total;2020;.
Total Nacional;44 Teruel;44126 Iglesuela del Cid, La;Total;2020;29
Total Nacional;44 Teruel;44127 Jabaloyas;Total;2020;.
Total Nacional;44 Teruel;44128 Jarque de la Val;Total;2020;.
Total Nacional;44 Teruel;44129 Jatiel;Total;2020;.
Total Nacional;44 Teruel;44130 Jorcas;Total;2020;.
Total Nacional;44 Teruel;44131 Josa;Total;2020;.
Total Nacional;44 Teruel;44132 Lagueruela;Total;2020;.
Total Nacional;44 Teruel;44133 Lanzuela;Total;2020;.
Total Nacional;44 Teruel;44135 Libros;Total;2020;8
Total Nacional;44 Teruel;44136 Lidón;Total;2020;.
Total Nacional;44 Teruel;44137 Linares de Mora;Total;2020;21
Total Nacional;44 Teruel;44138 Loscos;Total;2020;7
Total Nacional;44 Teruel;44141 Lledó;Total;2020;7
Total Nacional;44 Teruel;44142 Maicas;Total;2020;.
Total Nacional;44 Teruel;44143 Manzanera;Total;2020;53
Total Nacional;44 Teruel;44144 Martín del Río;Total;2020;24
Total Nacional;44 Teruel;44145 Mas de las Matas;Total;2020;105
Total Nacional;44 Teruel;44146 Mata de los Olmos, La;Total;2020;21
Total Nacional;44 Teruel;44147 Mazaleón;Total;2020;34
Total Nacional;44 Teruel;44148 Mezquita de Jarque;Total;2020;5
Total Nacional;44 Teruel;44149 Mirambel;Total;2020;8
Total Nacional;44 Teruel;44150 Miravete de la Sierra;Total;2020;.
Total Nacional;44 Teruel;44151 Molinos;Total;2020;18
Total Nacional;44 Teruel;44152 Monforte de Moyuela;Total;2020;.
Total Nacional;44 Teruel;44153 Monreal del Campo;Total;2020;169
Total Nacional;44 Teruel;44154 Monroyo;Total;2020;26
Total Nacional;44 Teruel;44155 Montalbán;Total;2020;77
Total Nacional;44 Teruel;44156 Monteagudo del Castillo;Total;2020;4
Total Nacional;44 Teruel;44157 Monterde de Albarracín;Total;2020;.
Total Nacional;44 Teruel;44158 Mora de Rubielos;Total;2020;137
Total Nacional;44 Teruel;44159 Moscardón;Total;2020;7
Total Nacional;44 Teruel;44160 Mosqueruela;Total;2020;53
Total Nacional;44 Teruel;44161 Muniesa;Total;2020;38
Total Nacional;44 Teruel;44163 Noguera de Albarracín;Total;2020;8
Total Nacional;44 Teruel;44164 Nogueras;Total;2020;.
Total Nacional;44 Teruel;44165 Nogueruelas;Total;2020;15
Total Nacional;44 Teruel;44167 Obón;Total;2020;.
Total Nacional;44 Teruel;44168 Odón;Total;2020;4
Total Nacional;44 Teruel;44169 Ojos Negros;Total;2020;21
Total Nacional;44 Teruel;44171 Olba;Total;2020;19
Total Nacional;44 Teruel;44172 Oliete;Total;2020;22
Total Nacional;44 Teruel;44173 Olmos, Los;Total;2020;.
Total Nacional;44 Teruel;44174 Orihuela del Tremedal;Total;2020;44
Total Nacional;44 Teruel;44175 Orrios;Total;2020;7
Total Nacional;44 Teruel;44176 Palomar de Arroyos;Total;2020;4
Total Nacional;44 Teruel;44177 Pancrudo;Total;2020;8
Total Nacional;44 Teruel;44178 Parras de Castellote, Las;Total;2020;6
Total Nacional;44 Teruel;44179 Peñarroya de Tastavins;Total;2020;34
Total Nacional;44 Teruel;44180 Peracense;Total;2020;.
Total Nacional;44 Teruel;44181 Peralejos;Total;2020;5
Total Nacional;44 Teruel;44182 Perales del Alfambra;Total;2020;14
Total Nacional;44 Teruel;44183 Pitarque;Total;2020;.
Total Nacional;44 Teruel;44184 Plou;Total;2020;.
Total Nacional;44 Teruel;44185 Pobo, El;Total;2020;4
Total Nacional;44 Teruel;44187 Portellada, La;Total;2020;11
Total Nacional;44 Teruel;44189 Pozondón;Total;2020;.
Total Nacional;44 Teruel;44190 Pozuel del Campo;Total;2020;.
Total Nacional;44 Teruel;44191 Puebla de Híjar, La;Total;2020;67
Total Nacional;44 Teruel;44192 Puebla de Valverde, La;Total;2020;31
Total Nacional;44 Teruel;44193 Puertomingalvo;Total;2020;12
Total Nacional;44 Teruel;44194 Ráfales;Total;2020;13
Total Nacional;44 Teruel;44195 Rillo;Total;2020;.
Total Nacional;44 Teruel;44196 Riodeva;Total;2020;4
Total Nacional;44 Teruel;44197 Ródenas;Total;2020;.
Total Nacional;44 Teruel;44198 Royuela;Total;2020;15
Total Nacional;44 Teruel;44199 Rubiales;Total;2020;.
Total Nacional;44 Teruel;44200 Rubielos de la Cérida;Total;2020;.
Total Nacional;44 Teruel;44201 Rubielos de Mora;Total;2020;74
Total Nacional;44 Teruel;44203 Salcedillo;Total;2020;.
Total Nacional;44 Teruel;44204 Saldón;Total;2020;.
Total Nacional;44 Teruel;44205 Samper de Calanda;Total;2020;44
Total Nacional;44 Teruel;44206 San Agustín;Total;2020;7
Total Nacional;44 Teruel;44207 San Martín del Río;Total;2020;.
Total Nacional;44 Teruel;44208 Santa Cruz de Nogueras;Total;2020;.
Total Nacional;44 Teruel;44209 Santa Eulalia;Total;2020;65
Total Nacional;44 Teruel;44210 Sarrión;Total;2020;74
Total Nacional;44 Teruel;44211 Segura de los Baños;Total;2020;.
Total Nacional;44 Teruel;44212 Seno;Total;2020;.
Total Nacional;44 Teruel;44213 Singra;Total;2020;.
Total Nacional;44 Teruel;44215 Terriente;Total;2020;9
Total Nacional;44 Teruel;44216 Teruel;Total;2020;2.648
Total Nacional;44 Teruel;44217 Toril y Masegoso;Total;2020;.
Total Nacional;44 Teruel;44218 Tormón;Total;2020;.
Total Nacional;44 Teruel;44219 Tornos;Total;2020;7
Total Nacional;44 Teruel;44220 Torralba de los Sisones;Total;2020;7
Total Nacional;44 Teruel;44221 Torrecilla de Alcañiz;Total;2020;27
Total Nacional;44 Teruel;44222 Torrecilla del Rebollar;Total;2020;.
Total Nacional;44 Teruel;44223 Torre de Arcas;Total;2020;.
Total Nacional;44 Teruel;44224 Torre de las Arcas;Total;2020;.
Total Nacional;44 Teruel;44225 Torre del Compte;Total;2020;8
Total Nacional;44 Teruel;44226 Torrelacárcel;Total;2020;8
Total Nacional;44 Teruel;44227 Torre los Negros;Total;2020;.
Total Nacional;44 Teruel;44228 Torremocha de Jiloca;Total;2020;6
Total Nacional;44 Teruel;44229 Torres de Albarracín;Total;2020;12
Total Nacional;44 Teruel;44230 Torrevelilla;Total;2020;11
Total Nacional;44 Teruel;44231 Torrijas;Total;2020;.
Total Nacional;44 Teruel;44232 Torrijo del Campo;Total;2020;22
Total Nacional;44 Teruel;44234 Tramacastiel;Total;2020;.
Total Nacional;44 Teruel;44235 Tramacastilla;Total;2020;14
Total Nacional;44 Teruel;44236 Tronchón;Total;2020;6
Total Nacional;44 Teruel;44237 Urrea de Gaén;Total;2020;22
Total Nacional;44 Teruel;44238 Utrillas;Total;2020;122
Total Nacional;44 Teruel;44239 Valacloche;Total;2020;.
Total Nacional;44 Teruel;44240 Valbona;Total;2020;13
Total Nacional;44 Teruel;44241 Valdealgorfa;Total;2020;37
Total Nacional;44 Teruel;44243 Valdecuenca;Total;2020;4
Total Nacional;44 Teruel;44244 Valdelinares;Total;2020;6
Total Nacional;44 Teruel;44245 Valdeltormo;Total;2020;26
Total Nacional;44 Teruel;44246 Valderrobres;Total;2020;252
Total Nacional;44 Teruel;44247 Valjunquera;Total;2020;18
Total Nacional;44 Teruel;44249 Vallecillo, El;Total;2020;.
Total Nacional;44 Teruel;44250 Veguillas de la Sierra;Total;2020;.
Total Nacional;44 Teruel;44251 Villafranca del Campo;Total;2020;.
Total Nacional;44 Teruel;44252 Villahermosa del Campo;Total;2020;.
Total Nacional;44 Teruel;44256 Villanueva del Rebollar de la Sierra;Total;2020;.
Total Nacional;44 Teruel;44257 Villar del Cobo;Total;2020;7
Total Nacional;44 Teruel;44258 Villar del Salz;Total;2020;.
Total Nacional;44 Teruel;44260 Villarluengo;Total;2020;20
Total Nacional;44 Teruel;44261 Villarquemado;Total;2020;46
Total Nacional;44 Teruel;44262 Villarroya de los Pinares;Total;2020;13
Total Nacional;44 Teruel;44263 Villastar;Total;2020;20
Total Nacional;44 Teruel;44264 Villel;Total;2020;12
Total Nacional;44 Teruel;44265 Vinaceite;Total;2020;14
Total Nacional;44 Teruel;44266 Visiedo;Total;2020;.
Total Nacional;44 Teruel;44267 Vivel del Río Martín;Total;2020;.
Total Nacional;44 Teruel;44268 Zoma, La;Total;2020;.
Total Nacional;45 Toledo;45001 Ajofrín;Total;2020;140
Total Nacional;45 Toledo;45002 Alameda de la Sagra;Total;2020;188
Total Nacional;45 Toledo;45003 Albarreal de Tajo;Total;2020;37
Total Nacional;45 Toledo;45004 Alcabón;Total;2020;30
Total Nacional;45 Toledo;45005 Alcañizo;Total;2020;12
Total Nacional;45 Toledo;45006 Alcaudete de la Jara;Total;2020;66
Total Nacional;45 Toledo;45007 Alcolea de Tajo;Total;2020;33
Total Nacional;45 Toledo;45008 Aldea en Cabo;Total;2020;7
Total Nacional;45 Toledo;45009 Aldeanueva de Barbarroya;Total;2020;26
Total Nacional;45 Toledo;45010 Aldeanueva de San Bartolomé;Total;2020;13
Total Nacional;45 Toledo;45011 Almendral de la Cañada;Total;2020;15
Total Nacional;45 Toledo;45012 Almonacid de Toledo;Total;2020;26
Total Nacional;45 Toledo;45013 Almorox;Total;2020;157
Total Nacional;45 Toledo;45014 Añover de Tajo;Total;2020;246
Total Nacional;45 Toledo;45015 Arcicóllar;Total;2020;37
Total Nacional;45 Toledo;45016 Argés;Total;2020;338
Total Nacional;45 Toledo;45017 Azután;Total;2020;13
Total Nacional;45 Toledo;45018 Barcience;Total;2020;41
Total Nacional;45 Toledo;45019 Bargas;Total;2020;553
Total Nacional;45 Toledo;45020 Belvís de la Jara;Total;2020;83
Total Nacional;45 Toledo;45021 Borox;Total;2020;303
Total Nacional;45 Toledo;45022 Buenaventura;Total;2020;26
Total Nacional;45 Toledo;45023 Burguillos de Toledo;Total;2020;182
Total Nacional;45 Toledo;45024 Burujón;Total;2020;92
Total Nacional;45 Toledo;45025 Cabañas de la Sagra;Total;2020;91
Total Nacional;45 Toledo;45026 Cabañas de Yepes;Total;2020;16
Total Nacional;45 Toledo;45027 Cabezamesada;Total;2020;20
Total Nacional;45 Toledo;45028 Calera y Chozas;Total;2020;263
Total Nacional;45 Toledo;45029 Caleruela;Total;2020;9
Total Nacional;45 Toledo;45030 Calzada de Oropesa;Total;2020;37
Total Nacional;45 Toledo;45031 Camarena;Total;2020;240
Total Nacional;45 Toledo;45032 Camarenilla;Total;2020;20
Total Nacional;45 Toledo;45033 Campillo de la Jara, El;Total;2020;24
Total Nacional;45 Toledo;45034 Camuñas;Total;2020;108
Total Nacional;45 Toledo;45035 Cardiel de los Montes;Total;2020;19
Total Nacional;45 Toledo;45036 Carmena;Total;2020;32
Total Nacional;45 Toledo;45037 Carpio de Tajo, El;Total;2020;98
Total Nacional;45 Toledo;45038 Carranque;Total;2020;365
Total Nacional;45 Toledo;45039 Carriches;Total;2020;12
Total Nacional;45 Toledo;45040 Casar de Escalona, El;Total;2020;96
Total Nacional;45 Toledo;45041 Casarrubios del Monte;Total;2020;557
Total Nacional;45 Toledo;45042 Casasbuenas;Total;2020;6
Total Nacional;45 Toledo;45043 Castillo de Bayuela;Total;2020;47
Total Nacional;45 Toledo;45045 Cazalegas;Total;2020;160
Total Nacional;45 Toledo;45046 Cebolla;Total;2020;201
Total Nacional;45 Toledo;45047 Cedillo del Condado;Total;2020;282
Total Nacional;45 Toledo;45048 Cerralbos, Los;Total;2020;24
Total Nacional;45 Toledo;45049 Cervera de los Montes;Total;2020;22
Total Nacional;45 Toledo;45050 Ciruelos;Total;2020;40
Total Nacional;45 Toledo;45051 Cobeja;Total;2020;114
Total Nacional;45 Toledo;45052 Cobisa;Total;2020;284
Total Nacional;45 Toledo;45053 Consuegra;Total;2020;669
Total Nacional;45 Toledo;45054 Corral de Almaguer;Total;2020;269
Total Nacional;45 Toledo;45055 Cuerva;Total;2020;96
Total Nacional;45 Toledo;45056 Chozas de Canales;Total;2020;120
Total Nacional;45 Toledo;45057 Chueca;Total;2020;15
Total Nacional;45 Toledo;45058 Domingo Pérez;Total;2020;19
Total Nacional;45 Toledo;45059 Dosbarrios;Total;2020;122
Total Nacional;45 Toledo;45060 Erustes;Total;2020;18
Total Nacional;45 Toledo;45061 Escalona;Total;2020;208
Total Nacional;45 Toledo;45062 Escalonilla;Total;2020;79
Total Nacional;45 Toledo;45063 Espinoso del Rey;Total;2020;15
Total Nacional;45 Toledo;45064 Esquivias;Total;2020;379
Total Nacional;45 Toledo;45065 Estrella, La;Total;2020;18
Total Nacional;45 Toledo;45066 Fuensalida;Total;2020;736
Total Nacional;45 Toledo;45067 Gálvez;Total;2020;223
Total Nacional;45 Toledo;45068 Garciotum;Total;2020;4
Total Nacional;45 Toledo;45069 Gerindote;Total;2020;139
Total Nacional;45 Toledo;45070 Guadamur;Total;2020;140
Total Nacional;45 Toledo;45071 Guardia, La;Total;2020;148
Total Nacional;45 Toledo;45072 Herencias, Las;Total;2020;38
Total Nacional;45 Toledo;45073 Herreruela de Oropesa;Total;2020;28
Total Nacional;45 Toledo;45074 Hinojosa de San Vicente;Total;2020;37
Total Nacional;45 Toledo;45075 Hontanar;Total;2020;.
Total Nacional;45 Toledo;45076 Hormigos;Total;2020;34
Total Nacional;45 Toledo;45077 Huecas;Total;2020;88
Total Nacional;45 Toledo;45078 Huerta de Valdecarábanos;Total;2020;84
Total Nacional;45 Toledo;45079 Iglesuela del Tiétar, La;Total;2020;24
Total Nacional;45 Toledo;45080 Illán de Vacas;Total;2020;.
Total Nacional;45 Toledo;45081 Illescas;Total;2020;2.209
Total Nacional;45 Toledo;45082 Lagartera;Total;2020;104
Total Nacional;45 Toledo;45083 Layos;Total;2020;66
Total Nacional;45 Toledo;45084 Lillo;Total;2020;140
Total Nacional;45 Toledo;45085 Lominchar;Total;2020;123
Total Nacional;45 Toledo;45086 Lucillos;Total;2020;26
Total Nacional;45 Toledo;45087 Madridejos;Total;2020;669
Total Nacional;45 Toledo;45088 Magán;Total;2020;179
Total Nacional;45 Toledo;45089 Malpica de Tajo;Total;2020;89
Total Nacional;45 Toledo;45090 Manzaneque;Total;2020;28
Total Nacional;45 Toledo;45091 Maqueda;Total;2020;20
Total Nacional;45 Toledo;45092 Marjaliza;Total;2020;19
Total Nacional;45 Toledo;45093 Marrupe;Total;2020;5
Total Nacional;45 Toledo;45094 Mascaraque;Total;2020;35
Total Nacional;45 Toledo;45095 Mata, La;Total;2020;55
Total Nacional;45 Toledo;45096 Mazarambroz;Total;2020;63
Total Nacional;45 Toledo;45097 Mejorada;Total;2020;55
Total Nacional;45 Toledo;45098 Menasalbas;Total;2020;216
Total Nacional;45 Toledo;45099 Méntrida;Total;2020;317
Total Nacional;45 Toledo;45100 Mesegar de Tajo;Total;2020;.
Total Nacional;45 Toledo;45101 Miguel Esteban;Total;2020;315
Total Nacional;45 Toledo;45102 Mocejón;Total;2020;334
Total Nacional;45 Toledo;45103 Mohedas de la Jara;Total;2020;36
Total Nacional;45 Toledo;45104 Montearagón;Total;2020;31
Total Nacional;45 Toledo;45105 Montesclaros;Total;2020;11
Total Nacional;45 Toledo;45106 Mora;Total;2020;600
Total Nacional;45 Toledo;45107 Nambroca;Total;2020;295
Total Nacional;45 Toledo;45108 Nava de Ricomalillo, La;Total;2020;40
Total Nacional;45 Toledo;45109 Navahermosa;Total;2020;275
Total Nacional;45 Toledo;45110 Navalcán;Total;2020;71
Total Nacional;45 Toledo;45111 Navalmoralejo;Total;2020;.
Total Nacional;45 Toledo;45112 Navalmorales, Los;Total;2020;128
Total Nacional;45 Toledo;45113 Navalucillos, Los;Total;2020;136
Total Nacional;45 Toledo;45114 Navamorcuende;Total;2020;39
Total Nacional;45 Toledo;45115 Noblejas;Total;2020;214
Total Nacional;45 Toledo;45116 Noez;Total;2020;55
Total Nacional;45 Toledo;45117 Nombela;Total;2020;61
Total Nacional;45 Toledo;45118 Novés;Total;2020;160
Total Nacional;45 Toledo;45119 Numancia de la Sagra;Total;2020;318
Total Nacional;45 Toledo;45120 Nuño Gómez;Total;2020;7
Total Nacional;45 Toledo;45121 Ocaña;Total;2020;677
Total Nacional;45 Toledo;45122 Olías del Rey;Total;2020;589
Total Nacional;45 Toledo;45123 Ontígola;Total;2020;301
Total Nacional;45 Toledo;45124 Orgaz;Total;2020;182
Total Nacional;45 Toledo;45125 Oropesa;Total;2020;178
Total Nacional;45 Toledo;45126 Otero;Total;2020;14
Total Nacional;45 Toledo;45127 Palomeque;Total;2020;79
Total Nacional;45 Toledo;45128 Pantoja;Total;2020;203
Total Nacional;45 Toledo;45129 Paredes de Escalona;Total;2020;6
Total Nacional;45 Toledo;45130 Parrillas;Total;2020;15
Total Nacional;45 Toledo;45131 Pelahustán;Total;2020;17
Total Nacional;45 Toledo;45132 Pepino;Total;2020;320
Total Nacional;45 Toledo;45133 Polán;Total;2020;271
Total Nacional;45 Toledo;45134 Portillo de Toledo;Total;2020;153
Total Nacional;45 Toledo;45135 Puebla de Almoradiel, La;Total;2020;279
Total Nacional;45 Toledo;45136 Puebla de Montalbán, La;Total;2020;486
Total Nacional;45 Toledo;45137 Pueblanueva, La;Total;2020;122
Total Nacional;45 Toledo;45138 Puente del Arzobispo, El;Total;2020;87
Total Nacional;45 Toledo;45139 Puerto de San Vicente;Total;2020;5
Total Nacional;45 Toledo;45140 Pulgar;Total;2020;127
Total Nacional;45 Toledo;45141 Quero;Total;2020;58
Total Nacional;45 Toledo;45142 Quintanar de la Orden;Total;2020;777
Total Nacional;45 Toledo;45143 Quismondo;Total;2020;97
Total Nacional;45 Toledo;45144 Real de San Vicente, El;Total;2020;61
Total Nacional;45 Toledo;45145 Recas;Total;2020;249
Total Nacional;45 Toledo;45146 Retamoso de la Jara;Total;2020;.
Total Nacional;45 Toledo;45147 Rielves;Total;2020;46
Total Nacional;45 Toledo;45148 Robledo del Mazo;Total;2020;11
Total Nacional;45 Toledo;45149 Romeral, El;Total;2020;30
Total Nacional;45 Toledo;45150 San Bartolomé de las Abiertas;Total;2020;23
Total Nacional;45 Toledo;45151 San Martín de Montalbán;Total;2020;30
